epoc (ms),timestamp (-0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1610125524076,2021-01-08T10.05.24.076,17.336,0.366,-0.183,-0.366
1610125524087,2021-01-08T10.05.24.087,17.347,0.122,-0.183,-0.366
1610125524097,2021-01-08T10.05.24.097,17.357,-0.122,-0.244,-0.366
1610125524106,2021-01-08T10.05.24.106,17.366,-0.183,-0.122,-0.305
1610125524116,2021-01-08T10.05.24.116,17.376,0.183,-0.061,-0.244
1610125524126,2021-01-08T10.05.24.126,17.386,0.427,-0.183,-0.305
1610125524136,2021-01-08T10.05.24.136,17.396,0.244,-0.183,-0.366
1610125524147,2021-01-08T10.05.24.147,17.407,-0.122,-0.122,-0.427
1610125524155,2021-01-08T10.05.24.155,17.415,-0.061,-0.122,-0.244
1610125524166,2021-01-08T10.05.24.166,17.426,0.305,-0.244,-0.305
1610125524176,2021-01-08T10.05.24.176,17.436,0.488,-0.244,-0.366
1610125524186,2021-01-08T10.05.24.186,17.446,0.183,-0.122,-0.305
1610125524195,2021-01-08T10.05.24.195,17.455,-0.244,-0.122,-0.244
1610125524205,2021-01-08T10.05.24.205,17.465,-0.061,-0.122,-0.366
1610125524216,2021-01-08T10.05.24.216,17.476,0.305,-0.244,-0.305
1610125524226,2021-01-08T10.05.24.226,17.486,0.305,-0.183,-0.305
1610125524235,2021-01-08T10.05.24.235,17.495,0.000,-0.061,-0.366
1610125524245,2021-01-08T10.05.24.245,17.505,-0.122,-0.122,-0.366
1610125524255,2021-01-08T10.05.24.255,17.515,0.061,-0.183,-0.244
1610125524265,2021-01-08T10.05.24.265,17.525,0.305,-0.244,-0.305
1610125524274,2021-01-08T10.05.24.274,17.534,0.305,-0.122,-0.427
1610125524284,2021-01-08T10.05.24.284,17.544,0.122,-0.183,-0.366
1610125524295,2021-01-08T10.05.24.295,17.555,0.000,-0.183,-0.366
1610125524305,2021-01-08T10.05.24.305,17.565,-0.061,-0.183,-0.244
1610125524314,2021-01-08T10.05.24.314,17.574,0.122,-0.122,-0.244
1610125524324,2021-01-08T10.05.24.324,17.584,0.305,-0.183,-0.244
1610125524334,2021-01-08T10.05.24.334,17.594,0.183,-0.183,-0.305
1610125524344,2021-01-08T10.05.24.344,17.604,-0.244,-0.183,-0.305
1610125524353,2021-01-08T10.05.24.353,17.613,-0.305,-0.183,-0.366
1610125524363,2021-01-08T10.05.24.363,17.623,0.061,-0.061,-0.305
1610125524374,2021-01-08T10.05.24.374,17.634,0.488,-0.183,-0.244
1610125524384,2021-01-08T10.05.24.384,17.644,0.244,-0.183,-0.366
1610125524394,2021-01-08T10.05.24.394,17.654,-0.183,-0.183,-0.305
1610125524403,2021-01-08T10.05.24.403,17.663,-0.183,-0.122,-0.366
1610125524413,2021-01-08T10.05.24.413,17.673,0.366,-0.061,-0.427
1610125524424,2021-01-08T10.05.24.424,17.684,0.610,-0.244,-0.366
1610125524434,2021-01-08T10.05.24.434,17.694,0.183,-0.183,-0.305
1610125524443,2021-01-08T10.05.24.443,17.703,-0.366,-0.061,-0.305
1610125524453,2021-01-08T10.05.24.453,17.713,-0.305,-0.061,-0.305
1610125524463,2021-01-08T10.05.24.463,17.723,0.244,-0.183,-0.244
1610125524473,2021-01-08T10.05.24.473,17.733,0.549,-0.244,-0.244
1610125524482,2021-01-08T10.05.24.482,17.742,0.183,-0.061,-0.244
1610125524492,2021-01-08T10.05.24.492,17.752,-0.305,-0.061,-0.305
1610125524503,2021-01-08T10.05.24.503,17.763,-0.244,-0.122,-0.244
1610125524513,2021-01-08T10.05.24.513,17.773,0.305,-0.061,-0.244
1610125524522,2021-01-08T10.05.24.522,17.782,0.549,-0.061,-0.366
1610125524532,2021-01-08T10.05.24.532,17.792,0.305,-0.305,-0.366
1610125524542,2021-01-08T10.05.24.542,17.802,-0.122,-0.244,-0.366
1610125524552,2021-01-08T10.05.24.552,17.812,-0.183,-0.122,-0.305
1610125524561,2021-01-08T10.05.24.561,17.821,0.183,0.000,-0.244
1610125524572,2021-01-08T10.05.24.572,17.832,0.488,-0.244,-0.305
1610125524582,2021-01-08T10.05.24.582,17.842,0.244,-0.183,-0.305
1610125524592,2021-01-08T10.05.24.592,17.852,-0.305,-0.122,-0.305
1610125524601,2021-01-08T10.05.24.601,17.861,-0.305,-0.061,-0.366
1610125524611,2021-01-08T10.05.24.611,17.871,0.244,-0.122,-0.305
1610125524621,2021-01-08T10.05.24.621,17.881,0.427,-0.183,-0.366
1610125524632,2021-01-08T10.05.24.632,17.892,0.183,-0.183,-0.366
1610125524640,2021-01-08T10.05.24.640,17.900,-0.183,-0.122,-0.305
1610125524651,2021-01-08T10.05.24.651,17.911,-0.061,-0.183,-0.427
1610125524661,2021-01-08T10.05.24.661,17.921,0.305,-0.183,-0.305
1610125524671,2021-01-08T10.05.24.671,17.931,0.427,-0.122,-0.305
1610125524681,2021-01-08T10.05.24.681,17.941,0.061,-0.061,-0.305
1610125524690,2021-01-08T10.05.24.690,17.950,-0.122,-0.122,-0.244
1610125524700,2021-01-08T10.05.24.700,17.960,0.000,-0.122,-0.305
1610125524711,2021-01-08T10.05.24.711,17.971,0.122,-0.183,-0.366
1610125524721,2021-01-08T10.05.24.721,17.981,0.244,-0.183,-0.244
1610125524730,2021-01-08T10.05.24.730,17.990,0.305,-0.122,-0.305
1610125524740,2021-01-08T10.05.24.740,18.000,0.183,-0.244,-0.366
1610125524750,2021-01-08T10.05.24.750,18.010,-0.061,-0.244,-0.366
1610125524760,2021-01-08T10.05.24.760,18.020,-0.061,-0.122,-0.366
1610125524769,2021-01-08T10.05.24.769,18.029,0.183,-0.061,-0.305
1610125524780,2021-01-08T10.05.24.780,18.040,0.488,-0.244,-0.305
1610125524790,2021-01-08T10.05.24.790,18.050,0.366,-0.183,-0.366
1610125524800,2021-01-08T10.05.24.800,18.060,0.061,-0.244,-0.244
1610125524809,2021-01-08T10.05.24.809,18.069,-0.122,-0.122,-0.183
1610125524819,2021-01-08T10.05.24.819,18.079,0.061,-0.122,-0.183
1610125524829,2021-01-08T10.05.24.829,18.089,0.305,-0.244,-0.366
1610125524840,2021-01-08T10.05.24.840,18.100,0.183,-0.244,-0.366
1610125524848,2021-01-08T10.05.24.848,18.108,-0.061,-0.061,-0.305
1610125524859,2021-01-08T10.05.24.859,18.119,0.000,-0.122,-0.305
1610125524869,2021-01-08T10.05.24.869,18.129,0.183,-0.244,-0.366
1610125524879,2021-01-08T10.05.24.879,18.139,0.183,-0.061,-0.244
1610125524888,2021-01-08T10.05.24.888,18.148,0.061,-0.122,-0.244
1610125524898,2021-01-08T10.05.24.898,18.158,0.061,-0.122,-0.305
1610125524908,2021-01-08T10.05.24.908,18.168,0.122,-0.122,-0.366
1610125524919,2021-01-08T10.05.24.919,18.179,0.244,-0.183,-0.244
1610125524929,2021-01-08T10.05.24.929,18.189,0.305,-0.122,-0.305
1610125524938,2021-01-08T10.05.24.938,18.198,0.305,-0.122,-0.366
1610125524948,2021-01-08T10.05.24.948,18.208,0.122,-0.244,-0.366
1610125524958,2021-01-08T10.05.24.958,18.218,-0.061,-0.183,-0.427
1610125524968,2021-01-08T10.05.24.968,18.228,0.000,-0.122,-0.305
1610125524977,2021-01-08T10.05.24.977,18.237,0.183,-0.183,-0.366
1610125524988,2021-01-08T10.05.24.988,18.248,0.122,-0.183,-0.366
1610125524998,2021-01-08T10.05.24.998,18.258,0.122,-0.061,-0.305
1610125525008,2021-01-08T10.05.25.008,18.268,0.122,-0.122,-0.305
1610125525017,2021-01-08T10.05.25.017,18.277,0.244,-0.183,-0.305
1610125525027,2021-01-08T10.05.25.027,18.287,0.244,-0.183,-0.366
1610125525037,2021-01-08T10.05.25.037,18.297,0.305,-0.183,-0.366
1610125525048,2021-01-08T10.05.25.048,18.308,0.122,-0.183,-0.366
1610125525056,2021-01-08T10.05.25.056,18.316,0.061,-0.061,-0.305
1610125525067,2021-01-08T10.05.25.067,18.327,0.061,-0.183,-0.305
1610125525077,2021-01-08T10.05.25.077,18.337,0.122,-0.183,-0.305
1610125525087,2021-01-08T10.05.25.087,18.347,0.183,-0.122,-0.305
1610125525096,2021-01-08T10.05.25.096,18.356,0.183,-0.183,-0.244
1610125525106,2021-01-08T10.05.25.106,18.366,-0.061,-0.183,-0.305
1610125525116,2021-01-08T10.05.25.116,18.376,-0.122,-0.122,-0.244
1610125525127,2021-01-08T10.05.25.127,18.387,0.061,-0.183,-0.366
1610125525135,2021-01-08T10.05.25.135,18.395,0.305,-0.122,-0.427
1610125525146,2021-01-08T10.05.25.146,18.406,0.244,-0.061,-0.366
1610125525156,2021-01-08T10.05.25.156,18.416,0.061,-0.061,-0.366
1610125525166,2021-01-08T10.05.25.166,18.426,0.000,-0.183,-0.305
1610125525176,2021-01-08T10.05.25.176,18.436,0.305,-0.183,-0.305
1610125525185,2021-01-08T10.05.25.185,18.445,0.305,-0.183,-0.305
1610125525196,2021-01-08T10.05.25.196,18.456,0.000,-0.183,-0.305
1610125525206,2021-01-08T10.05.25.206,18.466,-0.122,-0.061,-0.305
1610125525216,2021-01-08T10.05.25.216,18.476,0.000,-0.183,-0.305
1610125525225,2021-01-08T10.05.25.225,18.485,0.244,-0.244,-0.305
1610125525235,2021-01-08T10.05.25.235,18.495,0.244,-0.183,-0.244
1610125525245,2021-01-08T10.05.25.245,18.505,-0.061,-0.122,-0.366
1610125525256,2021-01-08T10.05.25.256,18.516,-0.183,-0.122,-0.305
1610125525264,2021-01-08T10.05.25.264,18.524,0.061,-0.061,-0.305
1610125525275,2021-01-08T10.05.25.275,18.535,0.366,-0.122,-0.366
1610125525285,2021-01-08T10.05.25.285,18.545,0.305,-0.122,-0.305
1610125525295,2021-01-08T10.05.25.295,18.555,0.061,-0.122,-0.366
1610125525304,2021-01-08T10.05.25.304,18.564,-0.061,-0.183,-0.427
1610125525314,2021-01-08T10.05.25.314,18.574,0.183,-0.122,-0.305
1610125525324,2021-01-08T10.05.25.324,18.584,0.427,-0.183,-0.305
1610125525335,2021-01-08T10.05.25.335,18.595,0.305,-0.183,-0.366
1610125525343,2021-01-08T10.05.25.343,18.603,-0.122,-0.122,-0.305
1610125525354,2021-01-08T10.05.25.354,18.614,-0.183,-0.183,-0.244
1610125525364,2021-01-08T10.05.25.364,18.624,-0.061,-0.061,-0.244
1610125525374,2021-01-08T10.05.25.374,18.634,0.244,-0.061,-0.305
1610125525383,2021-01-08T10.05.25.383,18.643,0.244,-0.183,-0.305
1610125525393,2021-01-08T10.05.25.393,18.653,-0.061,-0.122,-0.305
1610125525404,2021-01-08T10.05.25.404,18.664,0.000,-0.183,-0.305
1610125525414,2021-01-08T10.05.25.414,18.674,0.244,-0.244,-0.305
1610125525423,2021-01-08T10.05.25.423,18.683,0.305,-0.183,-0.305
1610125525433,2021-01-08T10.05.25.433,18.693,0.061,-0.122,-0.305
1610125525443,2021-01-08T10.05.25.443,18.703,-0.183,-0.244,-0.244
1610125525453,2021-01-08T10.05.25.453,18.713,0.061,-0.122,-0.305
1610125525464,2021-01-08T10.05.25.464,18.724,0.427,-0.183,-0.366
1610125525472,2021-01-08T10.05.25.472,18.732,0.244,-0.122,-0.366
1610125525483,2021-01-08T10.05.25.483,18.743,-0.061,-0.183,-0.244
1610125525493,2021-01-08T10.05.25.493,18.753,-0.183,-0.122,-0.305
1610125525503,2021-01-08T10.05.25.503,18.763,0.000,-0.122,-0.366
1610125525512,2021-01-08T10.05.25.512,18.772,0.183,-0.183,-0.305
1610125525522,2021-01-08T10.05.25.522,18.782,0.061,-0.183,-0.244
1610125525532,2021-01-08T10.05.25.532,18.792,0.000,-0.061,-0.305
1610125525543,2021-01-08T10.05.25.543,18.803,0.183,-0.183,-0.305
1610125525551,2021-01-08T10.05.25.551,18.811,0.488,-0.183,-0.366
1610125525562,2021-01-08T10.05.25.562,18.822,0.244,-0.122,-0.366
1610125525572,2021-01-08T10.05.25.572,18.832,-0.122,-0.061,-0.366
1610125525582,2021-01-08T10.05.25.582,18.842,-0.122,-0.122,-0.244
1610125525591,2021-01-08T10.05.25.591,18.851,0.183,-0.061,-0.244
1610125525601,2021-01-08T10.05.25.601,18.861,0.427,-0.183,-0.305
1610125525612,2021-01-08T10.05.25.612,18.872,0.122,-0.122,-0.305
1610125525622,2021-01-08T10.05.25.622,18.882,-0.183,-0.122,-0.305
1610125525631,2021-01-08T10.05.25.631,18.891,-0.061,-0.061,-0.305
1610125525641,2021-01-08T10.05.25.641,18.901,0.244,-0.122,-0.305
1610125525651,2021-01-08T10.05.25.651,18.911,0.183,-0.061,-0.244
1610125525661,2021-01-08T10.05.25.661,18.921,0.000,-0.122,-0.305
1610125525670,2021-01-08T10.05.25.670,18.930,-0.122,-0.244,-0.366
1610125525680,2021-01-08T10.05.25.680,18.940,0.122,-0.183,-0.305
1610125525691,2021-01-08T10.05.25.691,18.951,0.366,-0.122,-0.305
1610125525701,2021-01-08T10.05.25.701,18.961,0.305,-0.122,-0.305
1610125525710,2021-01-08T10.05.25.710,18.970,0.061,-0.061,-0.305
1610125525720,2021-01-08T10.05.25.720,18.980,0.000,-0.122,-0.305
1610125525730,2021-01-08T10.05.25.730,18.990,0.122,-0.183,-0.244
1610125525740,2021-01-08T10.05.25.740,19.000,0.122,-0.061,-0.305
1610125525751,2021-01-08T10.05.25.751,19.011,0.061,-0.183,-0.305
1610125525759,2021-01-08T10.05.25.759,19.019,0.061,-0.122,-0.305
1610125525770,2021-01-08T10.05.25.770,19.030,0.061,-0.183,-0.305
1610125525780,2021-01-08T10.05.25.780,19.040,0.000,-0.122,-0.305
1610125525790,2021-01-08T10.05.25.790,19.050,0.000,-0.183,-0.305
1610125525799,2021-01-08T10.05.25.799,19.059,0.061,-0.061,-0.427
1610125525809,2021-01-08T10.05.25.809,19.069,0.244,-0.122,-0.305
1610125525820,2021-01-08T10.05.25.820,19.080,0.366,-0.244,-0.305
1610125525830,2021-01-08T10.05.25.830,19.090,0.305,-0.183,-0.244
1610125525839,2021-01-08T10.05.25.839,19.099,0.000,-0.183,-0.305
1610125525849,2021-01-08T10.05.25.849,19.109,0.000,-0.122,-0.305
1610125525859,2021-01-08T10.05.25.859,19.119,0.183,-0.122,-0.244
1610125525869,2021-01-08T10.05.25.869,19.129,0.183,-0.122,-0.305
1610125525878,2021-01-08T10.05.25.878,19.138,0.000,-0.122,-0.305
1610125525888,2021-01-08T10.05.25.888,19.148,-0.305,-0.122,-0.244
1610125525899,2021-01-08T10.05.25.899,19.159,-0.122,-0.122,-0.183
1610125525909,2021-01-08T10.05.25.909,19.169,0.244,-0.122,-0.244
1610125525918,2021-01-08T10.05.25.918,19.178,0.427,-0.244,-0.305
1610125525928,2021-01-08T10.05.25.928,19.188,0.122,-0.122,-0.305
1610125525938,2021-01-08T10.05.25.938,19.198,0.000,-0.061,-0.366
1610125525948,2021-01-08T10.05.25.948,19.208,0.061,-0.183,-0.305
1610125525957,2021-01-08T10.05.25.957,19.217,0.305,-0.244,-0.244
1610125525967,2021-01-08T10.05.25.967,19.227,0.366,-0.183,-0.427
1610125525978,2021-01-08T10.05.25.978,19.238,0.000,-0.183,-0.305
1610125525988,2021-01-08T10.05.25.988,19.248,-0.244,-0.061,-0.305
1610125525998,2021-01-08T10.05.25.998,19.258,0.000,-0.122,-0.366
1610125526007,2021-01-08T10.05.26.007,19.267,0.305,-0.183,-0.305
1610125526017,2021-01-08T10.05.26.017,19.277,0.244,-0.122,-0.305
1610125526028,2021-01-08T10.05.26.028,19.288,0.000,-0.122,-0.305
1610125526038,2021-01-08T10.05.26.038,19.298,-0.122,-0.183,-0.305
1610125526047,2021-01-08T10.05.26.047,19.307,0.000,-0.183,-0.366
1610125526057,2021-01-08T10.05.26.057,19.317,0.122,-0.183,-0.366
1610125526067,2021-01-08T10.05.26.067,19.327,0.244,-0.122,-0.305
1610125526077,2021-01-08T10.05.26.077,19.337,0.366,-0.183,-0.366
1610125526086,2021-01-08T10.05.26.086,19.346,0.366,-0.183,-0.366
1610125526096,2021-01-08T10.05.26.096,19.356,0.061,-0.183,-0.366
1610125526107,2021-01-08T10.05.26.107,19.367,-0.061,-0.061,-0.244
1610125526117,2021-01-08T10.05.26.117,19.377,0.061,-0.061,-0.305
1610125526126,2021-01-08T10.05.26.126,19.386,0.244,-0.183,-0.366
1610125526136,2021-01-08T10.05.26.136,19.396,0.122,-0.183,-0.305
1610125526146,2021-01-08T10.05.26.146,19.406,0.000,-0.183,-0.305
1610125526156,2021-01-08T10.05.26.156,19.416,-0.061,-0.244,-0.244
1610125526165,2021-01-08T10.05.26.165,19.425,0.305,-0.183,-0.305
1610125526176,2021-01-08T10.05.26.176,19.436,0.366,-0.122,-0.366
1610125526186,2021-01-08T10.05.26.186,19.446,0.183,-0.061,-0.366
1610125526196,2021-01-08T10.05.26.196,19.456,-0.061,-0.183,-0.366
1610125526205,2021-01-08T10.05.26.205,19.465,0.061,-0.244,-0.366
1610125526215,2021-01-08T10.05.26.215,19.475,0.427,-0.183,-0.366
1610125526225,2021-01-08T10.05.26.225,19.485,0.366,-0.061,-0.366
1610125526236,2021-01-08T10.05.26.236,19.496,0.122,-0.122,-0.305
1610125526244,2021-01-08T10.05.26.244,19.504,0.000,-0.122,-0.244
1610125526255,2021-01-08T10.05.26.255,19.515,-0.061,-0.122,-0.305
1610125526265,2021-01-08T10.05.26.265,19.525,-0.061,-0.122,-0.366
1610125526275,2021-01-08T10.05.26.275,19.535,0.183,-0.061,-0.244
1610125526285,2021-01-08T10.05.26.285,19.545,0.244,-0.183,-0.305
1610125526294,2021-01-08T10.05.26.294,19.554,0.061,-0.244,-0.305
1610125526304,2021-01-08T10.05.26.304,19.564,0.000,-0.183,-0.305
1610125526315,2021-01-08T10.05.26.315,19.575,0.122,-0.122,-0.366
1610125526325,2021-01-08T10.05.26.325,19.585,0.366,-0.122,-0.366
1610125526334,2021-01-08T10.05.26.334,19.594,0.244,0.000,-0.305
1610125526344,2021-01-08T10.05.26.344,19.604,-0.061,-0.122,-0.305
1610125526354,2021-01-08T10.05.26.354,19.614,0.061,-0.183,-0.366
1610125526364,2021-01-08T10.05.26.364,19.624,0.244,-0.122,-0.427
1610125526373,2021-01-08T10.05.26.373,19.633,0.122,-0.122,-0.244
1610125526384,2021-01-08T10.05.26.384,19.644,0.000,-0.122,-0.244
1610125526394,2021-01-08T10.05.26.394,19.654,-0.061,-0.061,-0.305
1610125526404,2021-01-08T10.05.26.404,19.664,0.122,-0.183,-0.244
1610125526413,2021-01-08T10.05.26.413,19.673,0.183,-0.183,-0.305
1610125526423,2021-01-08T10.05.26.423,19.683,0.244,-0.183,-0.427
1610125526433,2021-01-08T10.05.26.433,19.693,-0.061,-0.183,-0.244
1610125526444,2021-01-08T10.05.26.444,19.704,0.122,-0.183,-0.244
1610125526452,2021-01-08T10.05.26.452,19.712,0.305,-0.183,-0.427
1610125526463,2021-01-08T10.05.26.463,19.723,0.305,-0.183,-0.366
1610125526473,2021-01-08T10.05.26.473,19.733,0.244,-0.183,-0.366
1610125526483,2021-01-08T10.05.26.483,19.743,0.000,-0.183,-0.244
1610125526492,2021-01-08T10.05.26.492,19.752,0.000,-0.122,-0.305
1610125526502,2021-01-08T10.05.26.502,19.762,0.244,-0.122,-0.305
1610125526512,2021-01-08T10.05.26.512,19.772,0.122,-0.122,-0.305
1610125526523,2021-01-08T10.05.26.523,19.783,-0.061,-0.061,-0.366
1610125526533,2021-01-08T10.05.26.533,19.793,0.000,-0.122,-0.366
1610125526542,2021-01-08T10.05.26.542,19.802,0.122,-0.122,-0.305
1610125526552,2021-01-08T10.05.26.552,19.812,0.244,-0.183,-0.244
1610125526562,2021-01-08T10.05.26.562,19.822,0.183,-0.183,-0.305
1610125526572,2021-01-08T10.05.26.572,19.832,0.122,-0.122,-0.366
1610125526581,2021-01-08T10.05.26.581,19.841,0.061,-0.122,-0.305
1610125526592,2021-01-08T10.05.26.592,19.852,0.122,-0.122,-0.305
1610125526602,2021-01-08T10.05.26.602,19.862,0.183,-0.122,-0.305
1610125526612,2021-01-08T10.05.26.612,19.872,0.183,-0.183,-0.305
1610125526621,2021-01-08T10.05.26.621,19.881,0.366,-0.244,-0.366
1610125526631,2021-01-08T10.05.26.631,19.891,0.122,-0.244,-0.366
1610125526641,2021-01-08T10.05.26.641,19.901,-0.122,-0.122,-0.305
1610125526652,2021-01-08T10.05.26.652,19.912,-0.183,-0.122,-0.244
1610125526660,2021-01-08T10.05.26.660,19.920,0.122,-0.183,-0.244
1610125526671,2021-01-08T10.05.26.671,19.931,0.305,-0.244,-0.305
1610125526681,2021-01-08T10.05.26.681,19.941,0.183,-0.183,-0.366
1610125526691,2021-01-08T10.05.26.691,19.951,0.000,-0.183,-0.305
1610125526700,2021-01-08T10.05.26.700,19.960,0.061,-0.244,-0.305
1610125526710,2021-01-08T10.05.26.710,19.970,0.366,-0.122,-0.366
1610125526720,2021-01-08T10.05.26.720,19.980,0.427,-0.061,-0.366
1610125526731,2021-01-08T10.05.26.731,19.991,0.061,-0.183,-0.366
1610125526739,2021-01-08T10.05.26.739,19.999,-0.183,-0.183,-0.305
1610125526750,2021-01-08T10.05.26.750,20.010,-0.061,-0.122,-0.244
1610125526760,2021-01-08T10.05.26.760,20.020,0.366,-0.122,-0.305
1610125526770,2021-01-08T10.05.26.770,20.030,0.488,-0.122,-0.305
1610125526779,2021-01-08T10.05.26.779,20.039,0.061,-0.183,-0.305
1610125526789,2021-01-08T10.05.26.789,20.049,-0.427,-0.061,-0.366
1610125526800,2021-01-08T10.05.26.800,20.060,-0.244,-0.061,-0.305
1610125526810,2021-01-08T10.05.26.810,20.070,0.366,-0.305,-0.244
1610125526820,2021-01-08T10.05.26.820,20.080,0.549,-0.183,-0.366
1610125526829,2021-01-08T10.05.26.829,20.089,0.122,-0.183,-0.305
1610125526839,2021-01-08T10.05.26.839,20.099,-0.122,-0.183,-0.244
1610125526849,2021-01-08T10.05.26.849,20.109,0.122,-0.183,-0.366
1610125526860,2021-01-08T10.05.26.860,20.120,0.183,-0.183,-0.244
1610125526868,2021-01-08T10.05.26.868,20.128,0.183,-0.122,-0.183
1610125526879,2021-01-08T10.05.26.879,20.139,0.122,-0.183,-0.305
1610125526889,2021-01-08T10.05.26.889,20.149,0.122,-0.366,-0.305
1610125526899,2021-01-08T10.05.26.899,20.159,0.000,-0.244,-0.366
1610125526908,2021-01-08T10.05.26.908,20.168,-0.061,-0.061,-0.244
1610125526918,2021-01-08T10.05.26.918,20.178,0.122,-0.122,-0.305
1610125526928,2021-01-08T10.05.26.928,20.188,0.305,-0.122,-0.305
1610125526939,2021-01-08T10.05.26.939,20.199,0.305,-0.244,-0.305
1610125526947,2021-01-08T10.05.26.947,20.207,-0.061,-0.183,-0.366
1610125526958,2021-01-08T10.05.26.958,20.218,-0.122,-0.061,-0.366
1610125526968,2021-01-08T10.05.26.968,20.228,0.183,-0.244,-0.305
1610125526978,2021-01-08T10.05.26.978,20.238,0.427,-0.183,-0.305
1610125526987,2021-01-08T10.05.26.987,20.247,0.305,-0.061,-0.305
1610125526997,2021-01-08T10.05.26.997,20.257,-0.061,-0.061,-0.366
1610125527008,2021-01-08T10.05.27.008,20.268,-0.183,-0.183,-0.244
1610125527018,2021-01-08T10.05.27.018,20.278,0.122,-0.183,-0.305
1610125527027,2021-01-08T10.05.27.027,20.287,0.427,-0.244,-0.244
1610125527037,2021-01-08T10.05.27.037,20.297,0.305,-0.183,-0.244
1610125527047,2021-01-08T10.05.27.047,20.307,-0.122,-0.061,-0.244
1610125527057,2021-01-08T10.05.27.057,20.317,-0.305,-0.122,-0.366
1610125527066,2021-01-08T10.05.27.066,20.326,0.183,-0.122,-0.366
1610125527076,2021-01-08T10.05.27.076,20.336,0.610,-0.244,-0.305
1610125527087,2021-01-08T10.05.27.087,20.347,0.610,-0.183,-0.305
1610125527097,2021-01-08T10.05.27.097,20.357,0.183,-0.122,-0.305
1610125527107,2021-01-08T10.05.27.107,20.367,-0.244,-0.183,-0.305
1610125527116,2021-01-08T10.05.27.116,20.376,-0.122,-0.122,-0.305
1610125527126,2021-01-08T10.05.27.126,20.386,0.305,-0.122,-0.305
1610125527136,2021-01-08T10.05.27.136,20.396,0.305,-0.122,-0.366
1610125527147,2021-01-08T10.05.27.147,20.407,0.122,-0.183,-0.366
1610125527155,2021-01-08T10.05.27.155,20.415,-0.183,-0.183,-0.366
1610125527166,2021-01-08T10.05.27.166,20.426,0.000,-0.183,-0.305
1610125527176,2021-01-08T10.05.27.176,20.436,0.244,-0.122,-0.305
1610125527186,2021-01-08T10.05.27.186,20.446,0.366,-0.183,-0.244
1610125527195,2021-01-08T10.05.27.195,20.455,0.061,-0.122,-0.305
1610125527205,2021-01-08T10.05.27.205,20.465,-0.122,-0.183,-0.366
1610125527216,2021-01-08T10.05.27.216,20.476,0.122,-0.305,-0.427
1610125527226,2021-01-08T10.05.27.226,20.486,0.488,-0.305,-0.305
1610125527235,2021-01-08T10.05.27.235,20.495,0.305,-0.244,-0.305
1610125527245,2021-01-08T10.05.27.245,20.505,-0.061,-0.122,-0.305
1610125527255,2021-01-08T10.05.27.255,20.515,-0.061,-0.183,-0.305
1610125527265,2021-01-08T10.05.27.265,20.525,0.061,-0.244,-0.305
1610125527274,2021-01-08T10.05.27.274,20.534,0.061,-0.122,-0.305
1610125527284,2021-01-08T10.05.27.284,20.544,0.183,0.000,-0.305
1610125527295,2021-01-08T10.05.27.295,20.555,0.305,-0.061,-0.305
1610125527305,2021-01-08T10.05.27.305,20.565,0.244,-0.305,-0.305
1610125527314,2021-01-08T10.05.27.314,20.574,-0.061,-0.061,-0.305
1610125527324,2021-01-08T10.05.27.324,20.584,-0.061,-0.061,-0.366
1610125527334,2021-01-08T10.05.27.334,20.594,0.305,-0.122,-0.366
1610125527344,2021-01-08T10.05.27.344,20.604,0.427,-0.122,-0.305
1610125527353,2021-01-08T10.05.27.353,20.613,0.183,-0.183,-0.305
1610125527363,2021-01-08T10.05.27.363,20.623,-0.061,-0.122,-0.305
1610125527374,2021-01-08T10.05.27.374,20.634,0.305,-0.122,-0.305
1610125527384,2021-01-08T10.05.27.384,20.644,0.366,-0.244,-0.305
1610125527394,2021-01-08T10.05.27.394,20.654,0.000,-0.122,-0.366
1610125527403,2021-01-08T10.05.27.403,20.663,-0.244,0.000,-0.244
1610125527413,2021-01-08T10.05.27.413,20.673,-0.122,-0.244,-0.244
1610125527424,2021-01-08T10.05.27.424,20.684,0.244,-0.183,-0.366
1610125527434,2021-01-08T10.05.27.434,20.694,0.305,-0.183,-0.366
1610125527443,2021-01-08T10.05.27.443,20.703,0.183,-0.122,-0.366
1610125527453,2021-01-08T10.05.27.453,20.713,0.122,-0.183,-0.305
1610125527463,2021-01-08T10.05.27.463,20.723,0.061,-0.122,-0.305
1610125527473,2021-01-08T10.05.27.473,20.733,0.122,-0.122,-0.305
1610125527482,2021-01-08T10.05.27.482,20.742,0.183,-0.183,-0.305
1610125527492,2021-01-08T10.05.27.492,20.752,0.244,-0.244,-0.366
1610125527503,2021-01-08T10.05.27.503,20.763,0.122,-0.183,-0.244
1610125527513,2021-01-08T10.05.27.513,20.773,-0.061,-0.183,-0.244
1610125527522,2021-01-08T10.05.27.522,20.782,0.061,-0.183,-0.305
1610125527532,2021-01-08T10.05.27.532,20.792,0.183,-0.183,-0.244
1610125527542,2021-01-08T10.05.27.542,20.802,0.183,-0.183,-0.305
1610125527552,2021-01-08T10.05.27.552,20.812,0.000,-0.122,-0.366
1610125527561,2021-01-08T10.05.27.561,20.821,0.000,-0.244,-0.305
1610125527572,2021-01-08T10.05.27.572,20.832,0.244,-0.183,-0.305
1610125527582,2021-01-08T10.05.27.582,20.842,0.305,-0.122,-0.366
