epoc (ms),timestamp (-0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1610125506988,2021-01-08T10.05.06.988,0.248,0.427,-0.183,-0.366
1610125506998,2021-01-08T10.05.06.998,0.258,0.122,-0.183,-0.305
1610125507008,2021-01-08T10.05.07.008,0.268,-0.183,-0.183,-0.244
1610125507017,2021-01-08T10.05.07.017,0.277,-0.061,-0.122,-0.305
1610125507027,2021-01-08T10.05.07.027,0.287,0.305,-0.183,-0.366
1610125507037,2021-01-08T10.05.07.037,0.297,0.366,-0.244,-0.366
1610125507048,2021-01-08T10.05.07.048,0.308,0.122,-0.244,-0.366
1610125507056,2021-01-08T10.05.07.056,0.316,-0.122,-0.122,-0.244
1610125507067,2021-01-08T10.05.07.067,0.327,0.000,-0.183,-0.244
1610125507077,2021-01-08T10.05.07.077,0.337,0.366,-0.122,-0.244
1610125507087,2021-01-08T10.05.07.087,0.347,0.244,-0.183,-0.305
1610125507096,2021-01-08T10.05.07.096,0.356,-0.122,-0.122,-0.305
1610125507106,2021-01-08T10.05.07.106,0.366,-0.122,-0.122,-0.305
1610125507116,2021-01-08T10.05.07.116,0.376,0.183,-0.183,-0.305
1610125507127,2021-01-08T10.05.07.127,0.387,0.366,-0.122,-0.244
1610125507135,2021-01-08T10.05.07.135,0.395,0.183,-0.183,-0.305
1610125507146,2021-01-08T10.05.07.146,0.406,0.000,-0.244,-0.366
1610125507156,2021-01-08T10.05.07.156,0.416,0.061,-0.244,-0.366
1610125507166,2021-01-08T10.05.07.166,0.426,0.183,-0.183,-0.366
1610125507175,2021-01-08T10.05.07.175,0.435,0.183,-0.122,-0.366
1610125507185,2021-01-08T10.05.07.185,0.445,0.183,-0.061,-0.366
1610125507196,2021-01-08T10.05.07.196,0.456,0.244,-0.183,-0.244
1610125507206,2021-01-08T10.05.07.206,0.466,0.244,-0.183,-0.305
1610125507215,2021-01-08T10.05.07.215,0.475,0.122,-0.122,-0.366
1610125507225,2021-01-08T10.05.07.225,0.485,0.061,-0.183,-0.244
1610125507235,2021-01-08T10.05.07.235,0.495,0.122,-0.122,-0.244
1610125507245,2021-01-08T10.05.07.245,0.505,0.244,-0.122,-0.244
1610125507254,2021-01-08T10.05.07.254,0.514,0.122,-0.244,-0.305
1610125507264,2021-01-08T10.05.07.264,0.524,0.000,-0.122,-0.305
1610125507275,2021-01-08T10.05.07.275,0.535,0.000,-0.183,-0.244
1610125507285,2021-01-08T10.05.07.285,0.545,0.122,-0.183,-0.305
1610125507295,2021-01-08T10.05.07.295,0.555,0.244,-0.122,-0.305
1610125507304,2021-01-08T10.05.07.304,0.564,0.244,-0.183,-0.244
1610125507314,2021-01-08T10.05.07.314,0.574,0.000,-0.183,-0.305
1610125507324,2021-01-08T10.05.07.324,0.584,-0.061,-0.122,-0.366
1610125507335,2021-01-08T10.05.07.335,0.595,0.244,-0.122,-0.305
1610125507343,2021-01-08T10.05.07.343,0.603,0.427,-0.183,-0.305
1610125507354,2021-01-08T10.05.07.354,0.614,0.244,-0.244,-0.244
1610125507364,2021-01-08T10.05.07.364,0.624,-0.061,-0.183,-0.305
1610125507374,2021-01-08T10.05.07.374,0.634,0.061,-0.183,-0.366
1610125507383,2021-01-08T10.05.07.383,0.643,0.183,-0.183,-0.305
1610125507393,2021-01-08T10.05.07.393,0.653,0.305,-0.183,-0.305
1610125507404,2021-01-08T10.05.07.404,0.664,0.122,-0.122,-0.366
1610125507414,2021-01-08T10.05.07.414,0.674,-0.183,-0.244,-0.366
1610125507423,2021-01-08T10.05.07.423,0.683,0.061,-0.183,-0.366
1610125507433,2021-01-08T10.05.07.433,0.693,0.366,-0.244,-0.305
1610125507443,2021-01-08T10.05.07.443,0.703,0.305,-0.244,-0.305
1610125507453,2021-01-08T10.05.07.453,0.713,0.061,-0.122,-0.366
1610125507462,2021-01-08T10.05.07.462,0.722,-0.061,-0.183,-0.305
1610125507472,2021-01-08T10.05.07.472,0.732,0.000,-0.183,-0.305
1610125507483,2021-01-08T10.05.07.483,0.743,0.183,-0.122,-0.305
1610125507493,2021-01-08T10.05.07.493,0.753,0.183,-0.183,-0.305
1610125507502,2021-01-08T10.05.07.502,0.762,0.183,-0.183,-0.244
1610125507512,2021-01-08T10.05.07.512,0.772,0.122,-0.122,-0.244
1610125507522,2021-01-08T10.05.07.522,0.782,0.000,-0.061,-0.366
1610125507532,2021-01-08T10.05.07.532,0.792,0.000,-0.061,-0.244
1610125507541,2021-01-08T10.05.07.541,0.801,0.122,-0.122,-0.305
1610125507551,2021-01-08T10.05.07.551,0.811,0.122,-0.122,-0.305
1610125507562,2021-01-08T10.05.07.562,0.822,0.122,-0.183,-0.305
1610125507572,2021-01-08T10.05.07.572,0.832,0.122,-0.244,-0.366
1610125507582,2021-01-08T10.05.07.582,0.842,0.122,-0.122,-0.305
1610125507591,2021-01-08T10.05.07.591,0.851,0.122,-0.183,-0.244
1610125507601,2021-01-08T10.05.07.601,0.861,0.183,-0.183,-0.305
1610125507612,2021-01-08T10.05.07.612,0.872,0.061,-0.122,-0.305
1610125507622,2021-01-08T10.05.07.622,0.882,-0.122,-0.183,-0.305
1610125507631,2021-01-08T10.05.07.631,0.891,-0.061,-0.122,-0.305
1610125507641,2021-01-08T10.05.07.641,0.901,0.244,-0.122,-0.305
1610125507651,2021-01-08T10.05.07.651,0.911,0.549,-0.305,-0.366
1610125507661,2021-01-08T10.05.07.661,0.921,0.183,-0.183,-0.427
1610125507670,2021-01-08T10.05.07.670,0.930,-0.183,-0.122,-0.305
1610125507680,2021-01-08T10.05.07.680,0.940,-0.061,-0.183,-0.244
1610125507691,2021-01-08T10.05.07.691,0.951,0.305,-0.061,-0.305
1610125507701,2021-01-08T10.05.07.701,0.961,0.244,-0.122,-0.305
1610125507710,2021-01-08T10.05.07.710,0.970,0.000,-0.183,-0.366
1610125507720,2021-01-08T10.05.07.720,0.980,-0.061,-0.183,-0.305
1610125507730,2021-01-08T10.05.07.730,0.990,0.122,-0.244,-0.305
1610125507740,2021-01-08T10.05.07.740,1.000,0.244,-0.244,-0.366
1610125507749,2021-01-08T10.05.07.749,1.009,0.122,-0.061,-0.427
1610125507759,2021-01-08T10.05.07.759,1.019,-0.122,-0.122,-0.305
1610125507770,2021-01-08T10.05.07.770,1.030,-0.122,-0.122,-0.244
1610125507780,2021-01-08T10.05.07.780,1.040,0.122,-0.244,-0.183
1610125507789,2021-01-08T10.05.07.789,1.049,0.305,-0.183,-0.305
1610125507799,2021-01-08T10.05.07.799,1.059,0.427,-0.244,-0.366
1610125507809,2021-01-08T10.05.07.809,1.069,0.122,-0.183,-0.183
1610125507820,2021-01-08T10.05.07.820,1.080,-0.183,-0.122,-0.305
1610125507828,2021-01-08T10.05.07.828,1.088,0.061,-0.122,-0.427
1610125507839,2021-01-08T10.05.07.839,1.099,0.427,-0.122,-0.366
1610125507849,2021-01-08T10.05.07.849,1.109,0.305,-0.183,-0.305
1610125507859,2021-01-08T10.05.07.859,1.119,-0.122,-0.122,-0.305
1610125507868,2021-01-08T10.05.07.868,1.128,-0.183,-0.244,-0.305
1610125507878,2021-01-08T10.05.07.878,1.138,0.305,-0.244,-0.305
1610125507888,2021-01-08T10.05.07.888,1.148,0.549,-0.244,-0.305
1610125507899,2021-01-08T10.05.07.899,1.159,0.244,-0.122,-0.366
1610125507907,2021-01-08T10.05.07.907,1.167,-0.122,-0.122,-0.366
1610125507918,2021-01-08T10.05.07.918,1.178,-0.061,-0.183,-0.305
1610125507928,2021-01-08T10.05.07.928,1.188,0.244,-0.122,-0.366
1610125507938,2021-01-08T10.05.07.938,1.198,0.305,-0.122,-0.305
1610125507947,2021-01-08T10.05.07.947,1.207,0.183,-0.122,-0.366
1610125507957,2021-01-08T10.05.07.957,1.217,0.000,-0.244,-0.366
1610125507967,2021-01-08T10.05.07.967,1.227,-0.061,-0.122,-0.305
1610125507978,2021-01-08T10.05.07.978,1.238,0.122,-0.061,-0.244
1610125507988,2021-01-08T10.05.07.988,1.248,0.366,-0.183,-0.244
1610125507997,2021-01-08T10.05.07.997,1.257,0.122,-0.244,-0.305
1610125508007,2021-01-08T10.05.08.007,1.267,-0.305,-0.122,-0.366
1610125508017,2021-01-08T10.05.08.017,1.277,-0.061,-0.183,-0.305
1610125508028,2021-01-08T10.05.08.028,1.288,0.366,-0.244,-0.244
1610125508036,2021-01-08T10.05.08.036,1.296,0.488,-0.244,-0.366
1610125508047,2021-01-08T10.05.08.047,1.307,0.061,-0.122,-0.305
1610125508057,2021-01-08T10.05.08.057,1.317,-0.244,-0.122,-0.244
1610125508067,2021-01-08T10.05.08.067,1.327,-0.122,-0.122,-0.305
1610125508076,2021-01-08T10.05.08.076,1.336,0.183,-0.122,-0.305
1610125508086,2021-01-08T10.05.08.086,1.346,0.366,-0.122,-0.305
1610125508096,2021-01-08T10.05.08.096,1.356,0.244,-0.244,-0.305
1610125508107,2021-01-08T10.05.08.107,1.367,0.061,-0.183,-0.366
1610125508115,2021-01-08T10.05.08.115,1.375,0.061,-0.122,-0.366
1610125508126,2021-01-08T10.05.08.126,1.386,0.183,-0.244,-0.366
1610125508136,2021-01-08T10.05.08.136,1.396,0.183,-0.183,-0.305
1610125508146,2021-01-08T10.05.08.146,1.406,0.061,-0.122,-0.366
1610125508155,2021-01-08T10.05.08.155,1.415,-0.122,-0.183,-0.427
1610125508165,2021-01-08T10.05.08.165,1.425,-0.061,-0.122,-0.366
1610125508176,2021-01-08T10.05.08.176,1.436,0.366,-0.244,-0.305
1610125508186,2021-01-08T10.05.08.186,1.446,0.366,-0.244,-0.244
1610125508195,2021-01-08T10.05.08.195,1.455,0.244,-0.122,-0.244
1610125508205,2021-01-08T10.05.08.205,1.465,0.000,-0.061,-0.427
1610125508215,2021-01-08T10.05.08.215,1.475,0.000,-0.122,-0.305
1610125508225,2021-01-08T10.05.08.225,1.485,0.061,-0.183,-0.244
1610125508234,2021-01-08T10.05.08.234,1.494,0.183,0.000,-0.305
1610125508244,2021-01-08T10.05.08.244,1.504,0.244,-0.183,-0.366
1610125508255,2021-01-08T10.05.08.255,1.515,0.183,-0.244,-0.366
1610125508265,2021-01-08T10.05.08.265,1.525,0.061,-0.183,-0.366
1610125508275,2021-01-08T10.05.08.275,1.535,0.000,0.000,-0.305
1610125508284,2021-01-08T10.05.08.284,1.544,0.183,-0.122,-0.305
1610125508294,2021-01-08T10.05.08.294,1.554,0.183,-0.244,-0.305
1610125508304,2021-01-08T10.05.08.304,1.564,0.000,-0.122,-0.305
1610125508315,2021-01-08T10.05.08.315,1.575,-0.061,0.000,-0.305
1610125508323,2021-01-08T10.05.08.323,1.583,0.244,-0.183,-0.305
1610125508334,2021-01-08T10.05.08.334,1.594,0.427,-0.244,-0.305
1610125508344,2021-01-08T10.05.08.344,1.604,0.122,-0.122,-0.244
1610125508354,2021-01-08T10.05.08.354,1.614,-0.122,-0.061,-0.244
1610125508363,2021-01-08T10.05.08.363,1.623,-0.061,-0.183,-0.366
1610125508373,2021-01-08T10.05.08.373,1.633,0.183,-0.244,-0.305
1610125508384,2021-01-08T10.05.08.384,1.644,0.183,-0.122,-0.366
1610125508394,2021-01-08T10.05.08.394,1.654,0.122,-0.122,-0.305
1610125508403,2021-01-08T10.05.08.403,1.663,0.244,-0.183,-0.305
1610125508413,2021-01-08T10.05.08.413,1.673,0.244,-0.244,-0.305
1610125508423,2021-01-08T10.05.08.423,1.683,0.061,-0.244,-0.305
1610125508433,2021-01-08T10.05.08.433,1.693,-0.183,-0.122,-0.305
1610125508442,2021-01-08T10.05.08.442,1.702,0.183,-0.122,-0.366
1610125508452,2021-01-08T10.05.08.452,1.712,0.427,-0.305,-0.305
1610125508463,2021-01-08T10.05.08.463,1.723,0.244,-0.183,-0.244
1610125508473,2021-01-08T10.05.08.473,1.733,-0.122,-0.122,-0.366
1610125508482,2021-01-08T10.05.08.482,1.742,0.061,-0.183,-0.305
1610125508492,2021-01-08T10.05.08.492,1.752,0.366,-0.183,-0.305
1610125508502,2021-01-08T10.05.08.502,1.762,0.183,-0.244,-0.366
1610125508512,2021-01-08T10.05.08.512,1.772,-0.122,-0.122,-0.305
1610125508521,2021-01-08T10.05.08.521,1.781,-0.061,-0.122,-0.244
1610125508531,2021-01-08T10.05.08.531,1.791,0.183,-0.244,-0.244
1610125508542,2021-01-08T10.05.08.542,1.802,0.305,-0.122,-0.305
1610125508552,2021-01-08T10.05.08.552,1.812,0.244,-0.122,-0.366
1610125508561,2021-01-08T10.05.08.561,1.821,0.122,-0.244,-0.366
1610125508571,2021-01-08T10.05.08.571,1.831,0.122,-0.183,-0.366
1610125508581,2021-01-08T10.05.08.581,1.841,0.000,-0.183,-0.366
1610125508592,2021-01-08T10.05.08.592,1.852,0.122,-0.122,-0.305
1610125508602,2021-01-08T10.05.08.602,1.862,0.183,-0.183,-0.305
1610125508611,2021-01-08T10.05.08.611,1.871,0.183,-0.305,-0.305
1610125508621,2021-01-08T10.05.08.621,1.881,0.061,-0.183,-0.366
1610125508631,2021-01-08T10.05.08.631,1.891,0.061,-0.183,-0.366
1610125508641,2021-01-08T10.05.08.641,1.901,0.183,-0.122,-0.366
1610125508650,2021-01-08T10.05.08.650,1.910,0.305,-0.183,-0.305
1610125508660,2021-01-08T10.05.08.660,1.920,0.183,-0.183,-0.305
1610125508671,2021-01-08T10.05.08.671,1.931,0.000,-0.122,-0.305
1610125508681,2021-01-08T10.05.08.681,1.941,-0.122,-0.122,-0.366
1610125508690,2021-01-08T10.05.08.690,1.950,0.061,-0.183,-0.427
1610125508700,2021-01-08T10.05.08.700,1.960,0.305,-0.183,-0.366
1610125508710,2021-01-08T10.05.08.710,1.970,0.427,-0.183,-0.244
1610125508720,2021-01-08T10.05.08.720,1.980,0.122,-0.122,-0.305
1610125508729,2021-01-08T10.05.08.729,1.989,-0.183,-0.061,-0.305
1610125508739,2021-01-08T10.05.08.739,1.999,0.000,-0.183,-0.305
1610125508750,2021-01-08T10.05.08.750,2.010,0.305,-0.183,-0.305
1610125508760,2021-01-08T10.05.08.760,2.020,0.305,-0.122,-0.305
1610125508769,2021-01-08T10.05.08.769,2.029,0.061,-0.122,-0.305
1610125508779,2021-01-08T10.05.08.779,2.039,0.061,-0.244,-0.244
1610125508789,2021-01-08T10.05.08.789,2.049,0.183,-0.305,-0.305
1610125508800,2021-01-08T10.05.08.800,2.060,0.183,-0.183,-0.366
1610125508808,2021-01-08T10.05.08.808,2.068,0.183,-0.061,-0.366
1610125508819,2021-01-08T10.05.08.819,2.079,0.244,-0.122,-0.305
1610125508829,2021-01-08T10.05.08.829,2.089,0.122,-0.244,-0.366
1610125508839,2021-01-08T10.05.08.839,2.099,-0.122,-0.122,-0.244
1610125508848,2021-01-08T10.05.08.848,2.108,0.000,0.000,-0.244
1610125508858,2021-01-08T10.05.08.858,2.118,0.427,-0.183,-0.305
1610125508868,2021-01-08T10.05.08.868,2.128,0.610,-0.244,-0.366
1610125508879,2021-01-08T10.05.08.879,2.139,0.122,-0.244,-0.305
1610125508889,2021-01-08T10.05.08.889,2.149,-0.244,-0.061,-0.244
1610125508898,2021-01-08T10.05.08.898,2.158,-0.122,-0.061,-0.305
1610125508908,2021-01-08T10.05.08.908,2.168,0.488,-0.244,-0.366
1610125508918,2021-01-08T10.05.08.918,2.178,0.549,-0.183,-0.305
1610125508928,2021-01-08T10.05.08.928,2.188,0.000,-0.061,-0.366
1610125508937,2021-01-08T10.05.08.937,2.197,-0.244,-0.122,-0.366
1610125508947,2021-01-08T10.05.08.947,2.207,0.183,-0.183,-0.305
1610125508958,2021-01-08T10.05.08.958,2.218,0.366,-0.183,-0.366
1610125508968,2021-01-08T10.05.08.968,2.228,0.183,-0.122,-0.366
1610125508977,2021-01-08T10.05.08.977,2.237,-0.244,-0.305,-0.427
1610125508987,2021-01-08T10.05.08.987,2.247,-0.305,-0.244,-0.244
1610125508997,2021-01-08T10.05.08.997,2.257,0.000,-0.183,-0.244
1610125509008,2021-01-08T10.05.09.008,2.268,0.549,-0.122,-0.366
1610125509016,2021-01-08T10.05.09.016,2.276,0.610,-0.183,-0.366
1610125509027,2021-01-08T10.05.09.027,2.287,0.061,-0.183,-0.366
1610125509037,2021-01-08T10.05.09.037,2.297,-0.488,-0.122,-0.366
1610125509047,2021-01-08T10.05.09.047,2.307,-0.183,-0.122,-0.366
1610125509056,2021-01-08T10.05.09.056,2.316,0.549,-0.183,-0.366
1610125509066,2021-01-08T10.05.09.066,2.326,0.610,-0.305,-0.366
1610125509076,2021-01-08T10.05.09.076,2.336,-0.061,-0.122,-0.244
1610125509087,2021-01-08T10.05.09.087,2.347,-0.305,-0.122,-0.305
1610125509095,2021-01-08T10.05.09.095,2.355,0.122,-0.244,-0.244
1610125509106,2021-01-08T10.05.09.106,2.366,0.427,-0.244,-0.244
1610125509116,2021-01-08T10.05.09.116,2.376,0.366,-0.122,-0.305
1610125509126,2021-01-08T10.05.09.126,2.386,-0.061,-0.122,-0.305
1610125509135,2021-01-08T10.05.09.135,2.395,-0.183,-0.122,-0.305
1610125509145,2021-01-08T10.05.09.145,2.405,0.000,-0.244,-0.305
1610125509155,2021-01-08T10.05.09.155,2.415,0.305,-0.061,-0.305
1610125509166,2021-01-08T10.05.09.166,2.426,0.488,-0.061,-0.305
1610125509175,2021-01-08T10.05.09.175,2.435,0.305,-0.305,-0.305
1610125509185,2021-01-08T10.05.09.185,2.445,-0.183,-0.183,-0.305
1610125509195,2021-01-08T10.05.09.195,2.455,-0.366,0.000,-0.305
1610125509205,2021-01-08T10.05.09.205,2.465,0.061,-0.122,-0.244
1610125509216,2021-01-08T10.05.09.216,2.476,0.549,-0.244,-0.244
1610125509224,2021-01-08T10.05.09.224,2.484,0.366,-0.244,-0.305
1610125509235,2021-01-08T10.05.09.235,2.495,-0.244,-0.122,-0.366
1610125509245,2021-01-08T10.05.09.245,2.505,-0.305,-0.183,-0.305
1610125509255,2021-01-08T10.05.09.255,2.515,0.183,-0.244,-0.244
1610125509264,2021-01-08T10.05.09.264,2.524,0.488,0.000,-0.305
1610125509274,2021-01-08T10.05.09.274,2.534,0.305,-0.183,-0.305
1610125509284,2021-01-08T10.05.09.284,2.544,-0.061,-0.183,-0.366
1610125509295,2021-01-08T10.05.09.295,2.555,-0.305,-0.244,-0.366
1610125509303,2021-01-08T10.05.09.303,2.563,-0.061,-0.122,-0.244
1610125509314,2021-01-08T10.05.09.314,2.574,0.366,-0.122,-0.305
1610125509324,2021-01-08T10.05.09.324,2.584,0.488,-0.244,-0.305
1610125509334,2021-01-08T10.05.09.334,2.594,0.061,-0.244,-0.366
1610125509343,2021-01-08T10.05.09.343,2.603,-0.549,-0.061,-0.305
1610125509353,2021-01-08T10.05.09.353,2.613,-0.366,-0.122,-0.244
1610125509363,2021-01-08T10.05.09.363,2.623,0.366,-0.244,-0.366
1610125509374,2021-01-08T10.05.09.374,2.634,0.671,-0.244,-0.305
1610125509384,2021-01-08T10.05.09.384,2.644,0.183,-0.183,-0.305
1610125509393,2021-01-08T10.05.09.393,2.653,-0.305,-0.122,-0.366
1610125509403,2021-01-08T10.05.09.403,2.663,-0.183,-0.183,-0.305
1610125509413,2021-01-08T10.05.09.413,2.673,0.183,-0.183,-0.305
1610125509422,2021-01-08T10.05.09.422,2.682,0.427,0.000,-0.366
1610125509432,2021-01-08T10.05.09.432,2.692,0.366,-0.122,-0.366
1610125509443,2021-01-08T10.05.09.443,2.703,-0.122,-0.244,-0.305
1610125509453,2021-01-08T10.05.09.453,2.713,-0.244,-0.183,-0.366
1610125509462,2021-01-08T10.05.09.462,2.722,0.122,-0.183,-0.305
1610125509472,2021-01-08T10.05.09.472,2.732,0.488,-0.183,-0.305
1610125509482,2021-01-08T10.05.09.482,2.742,0.427,-0.183,-0.366
1610125509492,2021-01-08T10.05.09.492,2.752,-0.061,-0.244,-0.366
1610125509503,2021-01-08T10.05.09.503,2.763,-0.366,-0.061,-0.366
1610125509511,2021-01-08T10.05.09.511,2.771,-0.061,-0.061,-0.305
1610125509522,2021-01-08T10.05.09.522,2.782,0.549,-0.244,-0.244
1610125509532,2021-01-08T10.05.09.532,2.792,0.549,-0.183,-0.305
1610125509542,2021-01-08T10.05.09.542,2.802,-0.122,-0.122,-0.366
1610125509551,2021-01-08T10.05.09.551,2.811,-0.305,-0.183,-0.366
1610125509561,2021-01-08T10.05.09.561,2.821,0.183,-0.244,-0.427
1610125509572,2021-01-08T10.05.09.572,2.832,0.488,-0.122,-0.305
1610125509582,2021-01-08T10.05.09.582,2.842,0.366,-0.122,-0.305
1610125509591,2021-01-08T10.05.09.591,2.851,-0.122,-0.122,-0.366
1610125509601,2021-01-08T10.05.09.601,2.861,-0.305,-0.183,-0.244
1610125509611,2021-01-08T10.05.09.611,2.871,0.061,-0.244,-0.305
1610125509621,2021-01-08T10.05.09.621,2.881,0.610,-0.183,-0.366
1610125509630,2021-01-08T10.05.09.630,2.890,0.427,-0.183,-0.366
1610125509640,2021-01-08T10.05.09.640,2.900,-0.183,-0.183,-0.366
1610125509651,2021-01-08T10.05.09.651,2.911,-0.549,-0.122,-0.305
1610125509661,2021-01-08T10.05.09.661,2.921,-0.061,-0.122,-0.305
1610125509670,2021-01-08T10.05.09.670,2.930,0.671,-0.183,-0.366
1610125509680,2021-01-08T10.05.09.680,2.940,0.671,-0.244,-0.366
1610125509690,2021-01-08T10.05.09.690,2.950,-0.183,-0.061,-0.305
1610125509700,2021-01-08T10.05.09.700,2.960,-0.366,-0.061,-0.366
1610125509709,2021-01-08T10.05.09.709,2.969,0.244,-0.305,-0.305
1610125509719,2021-01-08T10.05.09.719,2.979,0.488,-0.244,-0.366
1610125509730,2021-01-08T10.05.09.730,2.990,0.122,0.000,-0.244
1610125509740,2021-01-08T10.05.09.740,3.000,-0.244,-0.122,-0.305
1610125509749,2021-01-08T10.05.09.749,3.009,0.000,-0.183,-0.305
1610125509759,2021-01-08T10.05.09.759,3.019,0.244,-0.244,-0.305
1610125509769,2021-01-08T10.05.09.769,3.029,0.244,-0.183,-0.244
1610125509780,2021-01-08T10.05.09.780,3.040,0.122,-0.061,-0.305
1610125509790,2021-01-08T10.05.09.790,3.050,0.000,-0.183,-0.244
1610125509799,2021-01-08T10.05.09.799,3.059,0.000,-0.244,-0.366
1610125509809,2021-01-08T10.05.09.809,3.069,0.122,-0.061,-0.366
1610125509819,2021-01-08T10.05.09.819,3.079,0.305,-0.183,-0.244
1610125509829,2021-01-08T10.05.09.829,3.089,0.305,-0.305,-0.305
1610125509838,2021-01-08T10.05.09.838,3.098,0.061,-0.183,-0.244
1610125509848,2021-01-08T10.05.09.848,3.108,-0.183,0.000,-0.305
1610125509859,2021-01-08T10.05.09.859,3.119,0.061,-0.061,-0.366
1610125509869,2021-01-08T10.05.09.869,3.129,0.366,-0.305,-0.366
1610125509878,2021-01-08T10.05.09.878,3.138,0.122,-0.183,-0.427
1610125509888,2021-01-08T10.05.09.888,3.148,-0.244,-0.061,-0.305
1610125509898,2021-01-08T10.05.09.898,3.158,-0.061,-0.122,-0.244
1610125509908,2021-01-08T10.05.09.908,3.168,0.366,-0.244,-0.366
1610125509917,2021-01-08T10.05.09.917,3.177,0.366,-0.244,-0.305
1610125509927,2021-01-08T10.05.09.927,3.187,0.061,-0.122,-0.305
1610125509938,2021-01-08T10.05.09.938,3.198,-0.061,-0.122,-0.305
1610125509948,2021-01-08T10.05.09.948,3.208,0.061,-0.244,-0.366
1610125509957,2021-01-08T10.05.09.957,3.217,0.305,-0.122,-0.366
1610125509967,2021-01-08T10.05.09.967,3.227,0.183,-0.061,-0.305
1610125509977,2021-01-08T10.05.09.977,3.237,0.061,-0.122,-0.305
1610125509988,2021-01-08T10.05.09.988,3.248,0.061,-0.244,-0.305
1610125509996,2021-01-08T10.05.09.996,3.256,0.061,-0.183,-0.305
1610125510007,2021-01-08T10.05.10.007,3.267,0.061,-0.122,-0.305
1610125510017,2021-01-08T10.05.10.017,3.277,0.122,-0.183,-0.366
1610125510027,2021-01-08T10.05.10.027,3.287,0.122,-0.183,-0.305
1610125510036,2021-01-08T10.05.10.036,3.296,0.000,-0.244,-0.366
1610125510046,2021-01-08T10.05.10.046,3.306,0.000,-0.122,-0.366
1610125510056,2021-01-08T10.05.10.056,3.316,0.244,-0.183,-0.305
1610125510067,2021-01-08T10.05.10.067,3.327,0.366,-0.183,-0.366
1610125510075,2021-01-08T10.05.10.075,3.335,0.061,-0.183,-0.366
1610125510086,2021-01-08T10.05.10.086,3.346,-0.061,-0.122,-0.366
1610125510096,2021-01-08T10.05.10.096,3.356,0.061,-0.183,-0.244
1610125510106,2021-01-08T10.05.10.106,3.366,0.183,-0.122,-0.183
1610125510116,2021-01-08T10.05.10.116,3.376,0.122,-0.122,-0.244
1610125510125,2021-01-08T10.05.10.125,3.385,0.122,-0.183,-0.305
1610125510135,2021-01-08T10.05.10.135,3.395,0.183,-0.183,-0.305
1610125510146,2021-01-08T10.05.10.146,3.406,0.122,-0.183,-0.305
1610125510156,2021-01-08T10.05.10.156,3.416,0.122,-0.061,-0.366
1610125510165,2021-01-08T10.05.10.165,3.425,0.000,-0.122,-0.366
1610125510175,2021-01-08T10.05.10.175,3.435,-0.061,-0.183,-0.366
1610125510185,2021-01-08T10.05.10.185,3.445,0.122,-0.244,-0.305
1610125510196,2021-01-08T10.05.10.196,3.456,0.366,-0.244,-0.305
1610125510204,2021-01-08T10.05.10.204,3.464,0.305,-0.183,-0.305
1610125510215,2021-01-08T10.05.10.215,3.475,0.122,-0.183,-0.305
1610125510225,2021-01-08T10.05.10.225,3.485,-0.122,-0.061,-0.244
1610125510235,2021-01-08T10.05.10.235,3.495,0.000,-0.122,-0.305
