epoc (ms),timestamp (-0700),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1610813629058,2021-01-16T09.13.49.058,32.136,0.022,0.044,1.008
1610813629068,2021-01-16T09.13.49.068,32.146,0.023,0.046,1.004
1610813629078,2021-01-16T09.13.49.078,32.156,0.024,0.043,1.007
1610813629087,2021-01-16T09.13.49.087,32.165,0.025,0.045,1.008
1610813629097,2021-01-16T09.13.49.097,32.175,0.022,0.044,1.010
1610813629107,2021-01-16T09.13.49.107,32.185,0.022,0.044,1.010
1610813629118,2021-01-16T09.13.49.118,32.196,0.024,0.045,1.005
1610813629127,2021-01-16T09.13.49.127,32.205,0.022,0.045,1.010
1610813629137,2021-01-16T09.13.49.137,32.215,0.022,0.046,1.011
1610813629147,2021-01-16T09.13.49.147,32.225,0.024,0.046,1.008
1610813629157,2021-01-16T09.13.49.157,32.235,0.027,0.045,1.005
1610813629166,2021-01-16T09.13.49.166,32.244,0.025,0.047,1.009
1610813629176,2021-01-16T09.13.49.176,32.254,0.025,0.044,1.008
1610813629187,2021-01-16T09.13.49.187,32.265,0.025,0.043,1.007
1610813629197,2021-01-16T09.13.49.197,32.275,0.024,0.046,1.007
1610813629206,2021-01-16T09.13.49.206,32.284,0.025,0.045,1.006
1610813629216,2021-01-16T09.13.49.216,32.294,0.025,0.045,1.008
1610813629226,2021-01-16T09.13.49.226,32.304,0.024,0.046,1.006
1610813629236,2021-01-16T09.13.49.236,32.314,0.024,0.045,1.010
1610813629245,2021-01-16T09.13.49.245,32.323,0.023,0.046,1.009
1610813629255,2021-01-16T09.13.49.255,32.333,0.024,0.045,1.008
1610813629266,2021-01-16T09.13.49.266,32.344,0.022,0.046,1.008
1610813629276,2021-01-16T09.13.49.276,32.354,0.021,0.044,1.008
1610813629285,2021-01-16T09.13.49.285,32.363,0.023,0.044,1.009
1610813629295,2021-01-16T09.13.49.295,32.373,0.024,0.044,1.005
1610813629305,2021-01-16T09.13.49.305,32.383,0.026,0.044,1.010
1610813629315,2021-01-16T09.13.49.315,32.393,0.023,0.044,1.010
1610813629326,2021-01-16T09.13.49.326,32.404,0.021,0.046,1.010
1610813629335,2021-01-16T09.13.49.335,32.413,0.024,0.046,1.011
1610813629345,2021-01-16T09.13.49.345,32.423,0.026,0.043,1.009
1610813629355,2021-01-16T09.13.49.355,32.433,0.023,0.045,1.009
1610813629365,2021-01-16T09.13.49.365,32.443,0.023,0.045,1.010
1610813629374,2021-01-16T09.13.49.374,32.452,0.026,0.046,1.007
1610813629384,2021-01-16T09.13.49.384,32.462,0.026,0.044,1.007
1610813629395,2021-01-16T09.13.49.395,32.473,0.024,0.046,1.008
1610813629405,2021-01-16T09.13.49.405,32.483,0.024,0.045,1.010
1610813629414,2021-01-16T09.13.49.414,32.492,0.026,0.046,1.008
1610813629424,2021-01-16T09.13.49.424,32.502,0.024,0.046,1.005
1610813629434,2021-01-16T09.13.49.434,32.512,0.021,0.045,1.008
1610813629444,2021-01-16T09.13.49.444,32.522,0.023,0.046,1.009
1610813629453,2021-01-16T09.13.49.453,32.531,0.028,0.046,1.007
1610813629463,2021-01-16T09.13.49.463,32.541,0.025,0.046,1.007
1610813629474,2021-01-16T09.13.49.474,32.552,0.023,0.047,1.010
1610813629484,2021-01-16T09.13.49.484,32.562,0.025,0.042,1.008
1610813629493,2021-01-16T09.13.49.493,32.571,0.023,0.044,1.006
1610813629503,2021-01-16T09.13.49.503,32.581,0.023,0.045,1.007
1610813629513,2021-01-16T09.13.49.513,32.591,0.024,0.044,1.008
1610813629524,2021-01-16T09.13.49.524,32.602,0.022,0.044,1.009
1610813629532,2021-01-16T09.13.49.532,32.610,0.025,0.046,1.009
1610813629543,2021-01-16T09.13.49.543,32.621,0.025,0.044,1.008
1610813629553,2021-01-16T09.13.49.553,32.631,0.022,0.047,1.008
1610813629563,2021-01-16T09.13.49.563,32.641,0.025,0.047,1.007
1610813629572,2021-01-16T09.13.49.572,32.650,0.023,0.044,1.007
1610813629582,2021-01-16T09.13.49.582,32.660,0.024,0.044,1.005
1610813629592,2021-01-16T09.13.49.592,32.670,0.024,0.044,1.009
1610813629603,2021-01-16T09.13.49.603,32.681,0.025,0.045,1.009
1610813629611,2021-01-16T09.13.49.611,32.689,0.026,0.046,1.008
1610813629622,2021-01-16T09.13.49.622,32.700,0.023,0.046,1.008
1610813629632,2021-01-16T09.13.49.632,32.710,0.021,0.044,1.009
1610813629642,2021-01-16T09.13.49.642,32.720,0.021,0.046,1.011
1610813629652,2021-01-16T09.13.49.652,32.730,0.021,0.044,1.005
1610813629661,2021-01-16T09.13.49.661,32.739,0.023,0.045,1.005
1610813629671,2021-01-16T09.13.49.671,32.749,0.023,0.045,1.010
1610813629682,2021-01-16T09.13.49.682,32.760,0.025,0.045,1.007
1610813629692,2021-01-16T09.13.49.692,32.770,0.024,0.043,1.009
1610813629701,2021-01-16T09.13.49.701,32.779,0.022,0.045,1.009
1610813629711,2021-01-16T09.13.49.711,32.789,0.022,0.045,1.011
1610813629721,2021-01-16T09.13.49.721,32.799,0.025,0.045,1.008
1610813629732,2021-01-16T09.13.49.732,32.810,0.021,0.045,1.005
1610813629740,2021-01-16T09.13.49.740,32.818,0.024,0.043,1.009
1610813629751,2021-01-16T09.13.49.751,32.829,0.025,0.045,1.009
1610813629761,2021-01-16T09.13.49.761,32.839,0.025,0.046,1.007
1610813629771,2021-01-16T09.13.49.771,32.849,0.023,0.044,1.006
1610813629780,2021-01-16T09.13.49.780,32.858,0.023,0.045,1.009
1610813629790,2021-01-16T09.13.49.790,32.868,0.024,0.042,1.008
1610813629800,2021-01-16T09.13.49.800,32.878,0.024,0.044,1.008
1610813629811,2021-01-16T09.13.49.811,32.889,0.024,0.047,1.006
1610813629819,2021-01-16T09.13.49.819,32.897,0.022,0.047,1.007
1610813629830,2021-01-16T09.13.49.830,32.908,0.022,0.045,1.008
1610813629840,2021-01-16T09.13.49.840,32.918,0.025,0.046,1.007
1610813629850,2021-01-16T09.13.49.850,32.928,0.024,0.045,1.007
1610813629859,2021-01-16T09.13.49.859,32.937,0.025,0.045,1.006
1610813629869,2021-01-16T09.13.49.869,32.947,0.023,0.044,1.008
1610813629879,2021-01-16T09.13.49.879,32.957,0.022,0.044,1.008
1610813629890,2021-01-16T09.13.49.890,32.968,0.022,0.046,1.007
1610813629899,2021-01-16T09.13.49.899,32.977,0.024,0.045,1.007
1610813629909,2021-01-16T09.13.49.909,32.987,0.023,0.046,1.008
1610813629919,2021-01-16T09.13.49.919,32.997,0.026,0.046,1.006
1610813629929,2021-01-16T09.13.49.929,33.007,0.024,0.043,1.009
1610813629938,2021-01-16T09.13.49.938,33.016,0.023,0.045,1.012
1610813629948,2021-01-16T09.13.49.948,33.026,0.023,0.044,1.007
1610813629959,2021-01-16T09.13.49.959,33.037,0.024,0.042,1.006
1610813629969,2021-01-16T09.13.49.969,33.047,0.025,0.045,1.009
1610813629979,2021-01-16T09.13.49.979,33.057,0.023,0.045,1.010
1610813629988,2021-01-16T09.13.49.988,33.066,0.021,0.046,1.008
1610813629998,2021-01-16T09.13.49.998,33.076,0.024,0.044,1.006
1610813630008,2021-01-16T09.13.50.008,33.086,0.022,0.045,1.007
1610813630019,2021-01-16T09.13.50.019,33.097,0.024,0.043,1.011
1610813630027,2021-01-16T09.13.50.027,33.105,0.027,0.043,1.009
1610813630038,2021-01-16T09.13.50.038,33.116,0.024,0.043,1.010
1610813630048,2021-01-16T09.13.50.048,33.126,0.024,0.046,1.009
1610813630058,2021-01-16T09.13.50.058,33.136,0.024,0.045,1.009
1610813630067,2021-01-16T09.13.50.067,33.145,0.025,0.044,1.009
1610813630077,2021-01-16T09.13.50.077,33.155,0.022,0.044,1.009
1610813630087,2021-01-16T09.13.50.087,33.165,0.022,0.044,1.009
1610813630098,2021-01-16T09.13.50.098,33.176,0.025,0.044,1.011
1610813630107,2021-01-16T09.13.50.107,33.185,0.023,0.047,1.007
1610813630117,2021-01-16T09.13.50.117,33.195,0.022,0.044,1.009
1610813630127,2021-01-16T09.13.50.127,33.205,0.027,0.044,1.008
1610813630137,2021-01-16T09.13.50.137,33.215,0.022,0.043,1.011
1610813630146,2021-01-16T09.13.50.146,33.224,0.023,0.045,1.007
1610813630156,2021-01-16T09.13.50.156,33.234,0.025,0.046,1.005
1610813630167,2021-01-16T09.13.50.167,33.245,0.023,0.043,1.009
1610813630177,2021-01-16T09.13.50.177,33.255,0.025,0.044,1.010
1610813630186,2021-01-16T09.13.50.186,33.264,0.024,0.043,1.006
1610813630196,2021-01-16T09.13.50.196,33.274,0.024,0.044,1.004
1610813630206,2021-01-16T09.13.50.206,33.284,0.023,0.044,1.005
1610813630216,2021-01-16T09.13.50.216,33.294,0.024,0.045,1.007
1610813630225,2021-01-16T09.13.50.225,33.303,0.027,0.045,1.007
1610813630235,2021-01-16T09.13.50.235,33.313,0.022,0.044,1.006
1610813630246,2021-01-16T09.13.50.246,33.324,0.024,0.045,1.009
1610813630256,2021-01-16T09.13.50.256,33.334,0.022,0.046,1.010
1610813630265,2021-01-16T09.13.50.265,33.343,0.024,0.044,1.009
1610813630275,2021-01-16T09.13.50.275,33.353,0.023,0.046,1.007
1610813630285,2021-01-16T09.13.50.285,33.363,0.024,0.046,1.005
1610813630295,2021-01-16T09.13.50.295,33.373,0.022,0.046,1.007
1610813630306,2021-01-16T09.13.50.306,33.384,0.022,0.044,1.007
1610813630315,2021-01-16T09.13.50.315,33.393,0.023,0.047,1.007
1610813630325,2021-01-16T09.13.50.325,33.403,0.025,0.043,1.006
1610813630335,2021-01-16T09.13.50.335,33.413,0.024,0.045,1.007
1610813630345,2021-01-16T09.13.50.345,33.423,0.024,0.045,1.009
1610813630354,2021-01-16T09.13.50.354,33.432,0.022,0.045,1.008
1610813630364,2021-01-16T09.13.50.364,33.442,0.023,0.044,1.006
1610813630375,2021-01-16T09.13.50.375,33.453,0.023,0.047,1.008
1610813630385,2021-01-16T09.13.50.385,33.463,0.024,0.047,1.008
1610813630394,2021-01-16T09.13.50.394,33.472,0.023,0.045,1.008
1610813630404,2021-01-16T09.13.50.404,33.482,0.027,0.045,1.009
1610813630414,2021-01-16T09.13.50.414,33.492,0.026,0.046,1.006
1610813630424,2021-01-16T09.13.50.424,33.502,0.024,0.045,1.009
1610813630433,2021-01-16T09.13.50.433,33.511,0.025,0.044,1.009
1610813630443,2021-01-16T09.13.50.443,33.521,0.021,0.044,1.009
1610813630454,2021-01-16T09.13.50.454,33.532,0.023,0.044,1.006
1610813630464,2021-01-16T09.13.50.464,33.542,0.026,0.044,1.005
1610813630473,2021-01-16T09.13.50.473,33.551,0.025,0.043,1.009
1610813630483,2021-01-16T09.13.50.483,33.561,0.024,0.044,1.007
1610813630493,2021-01-16T09.13.50.493,33.571,0.023,0.046,1.008
1610813630503,2021-01-16T09.13.50.503,33.581,0.024,0.045,1.008
1610813630512,2021-01-16T09.13.50.512,33.590,0.022,0.044,1.006
1610813630523,2021-01-16T09.13.50.523,33.601,0.022,0.045,1.010
1610813630533,2021-01-16T09.13.50.533,33.611,0.025,0.046,1.008
1610813630543,2021-01-16T09.13.50.543,33.621,0.022,0.045,1.009
1610813630552,2021-01-16T09.13.50.552,33.630,0.023,0.045,1.011
1610813630562,2021-01-16T09.13.50.562,33.640,0.023,0.046,1.007
1610813630572,2021-01-16T09.13.50.572,33.650,0.023,0.045,1.008
1610813630583,2021-01-16T09.13.50.583,33.661,0.023,0.045,1.010
1610813630591,2021-01-16T09.13.50.591,33.669,0.024,0.042,1.007
1610813630602,2021-01-16T09.13.50.602,33.680,0.024,0.045,1.007
1610813630612,2021-01-16T09.13.50.612,33.690,0.025,0.044,1.008
1610813630622,2021-01-16T09.13.50.622,33.700,0.025,0.044,1.010
1610813630631,2021-01-16T09.13.50.631,33.709,0.023,0.042,1.008
1610813630641,2021-01-16T09.13.50.641,33.719,0.024,0.047,1.008
1610813630651,2021-01-16T09.13.50.651,33.729,0.021,0.044,1.012
1610813630662,2021-01-16T09.13.50.662,33.740,0.021,0.046,1.010
1610813630672,2021-01-16T09.13.50.672,33.750,0.023,0.047,1.006
1610813630681,2021-01-16T09.13.50.681,33.759,0.022,0.044,1.009
1610813630691,2021-01-16T09.13.50.691,33.769,0.025,0.044,1.009
1610813630701,2021-01-16T09.13.50.701,33.779,0.024,0.047,1.007
1610813630711,2021-01-16T09.13.50.711,33.789,0.024,0.047,1.008
1610813630720,2021-01-16T09.13.50.720,33.798,0.023,0.045,1.008
1610813630731,2021-01-16T09.13.50.731,33.809,0.024,0.044,1.008
1610813630741,2021-01-16T09.13.50.741,33.819,0.024,0.043,1.007
1610813630751,2021-01-16T09.13.50.751,33.829,0.021,0.044,1.010
1610813630760,2021-01-16T09.13.50.760,33.838,0.023,0.044,1.008
1610813630770,2021-01-16T09.13.50.770,33.848,0.025,0.043,1.005
1610813630780,2021-01-16T09.13.50.780,33.858,0.024,0.043,1.007
1610813630791,2021-01-16T09.13.50.791,33.869,0.024,0.045,1.008
1610813630799,2021-01-16T09.13.50.799,33.877,0.025,0.046,1.008
1610813630810,2021-01-16T09.13.50.810,33.888,0.023,0.044,1.009
1610813630820,2021-01-16T09.13.50.820,33.898,0.022,0.046,1.006
1610813630830,2021-01-16T09.13.50.830,33.908,0.023,0.046,1.007
1610813630839,2021-01-16T09.13.50.839,33.917,0.021,0.044,1.012
1610813630849,2021-01-16T09.13.50.849,33.927,0.022,0.042,1.008
1610813630859,2021-01-16T09.13.50.859,33.937,0.022,0.043,1.009
1610813630870,2021-01-16T09.13.50.870,33.948,0.023,0.046,1.007
1610813630878,2021-01-16T09.13.50.878,33.956,0.023,0.044,1.009
1610813630889,2021-01-16T09.13.50.889,33.967,0.023,0.044,1.009
1610813630899,2021-01-16T09.13.50.899,33.977,0.022,0.046,1.006
1610813630909,2021-01-16T09.13.50.909,33.987,0.024,0.044,1.009
1610813630918,2021-01-16T09.13.50.918,33.996,0.026,0.046,1.006
1610813630928,2021-01-16T09.13.50.928,34.006,0.026,0.044,1.007
1610813630939,2021-01-16T09.13.50.939,34.017,0.023,0.043,1.008
1610813630949,2021-01-16T09.13.50.949,34.027,0.021,0.046,1.009
1610813630959,2021-01-16T09.13.50.959,34.037,0.022,0.047,1.008
1610813630968,2021-01-16T09.13.50.968,34.046,0.024,0.045,1.008
1610813630978,2021-01-16T09.13.50.978,34.056,0.024,0.046,1.009
1610813630988,2021-01-16T09.13.50.988,34.066,0.024,0.046,1.010
1610813630999,2021-01-16T09.13.50.999,34.077,0.024,0.045,1.006
1610813631007,2021-01-16T09.13.51.007,34.085,0.024,0.044,1.010
1610813631018,2021-01-16T09.13.51.018,34.096,0.024,0.044,1.010
1610813631028,2021-01-16T09.13.51.028,34.106,0.023,0.045,1.008
1610813631038,2021-01-16T09.13.51.038,34.116,0.022,0.043,1.005
1610813631047,2021-01-16T09.13.51.047,34.125,0.024,0.046,1.008
1610813631057,2021-01-16T09.13.51.057,34.135,0.023,0.044,1.006
1610813631067,2021-01-16T09.13.51.067,34.145,0.022,0.042,1.009
1610813631078,2021-01-16T09.13.51.078,34.156,0.023,0.046,1.008
1610813631086,2021-01-16T09.13.51.086,34.164,0.021,0.046,1.006
1610813631097,2021-01-16T09.13.51.097,34.175,0.021,0.044,1.008
1610813631107,2021-01-16T09.13.51.107,34.185,0.023,0.044,1.008
1610813631117,2021-01-16T09.13.51.117,34.195,0.024,0.046,1.007
1610813631126,2021-01-16T09.13.51.126,34.204,0.024,0.046,1.009
1610813631136,2021-01-16T09.13.51.136,34.214,0.026,0.046,1.007
1610813631147,2021-01-16T09.13.51.147,34.225,0.023,0.044,1.009
1610813631157,2021-01-16T09.13.51.157,34.235,0.022,0.046,1.008
1610813631166,2021-01-16T09.13.51.166,34.244,0.023,0.044,1.007
1610813631176,2021-01-16T09.13.51.176,34.254,0.023,0.044,1.009
1610813631186,2021-01-16T09.13.51.186,34.264,0.023,0.047,1.010
1610813631196,2021-01-16T09.13.51.196,34.274,0.023,0.047,1.007
1610813631205,2021-01-16T09.13.51.205,34.283,0.024,0.045,1.006
1610813631215,2021-01-16T09.13.51.215,34.293,0.023,0.045,1.007
1610813631226,2021-01-16T09.13.51.226,34.304,0.023,0.046,1.008
1610813631236,2021-01-16T09.13.51.236,34.314,0.025,0.044,1.007
1610813631245,2021-01-16T09.13.51.245,34.323,0.025,0.046,1.008
1610813631255,2021-01-16T09.13.51.255,34.333,0.024,0.045,1.011
1610813631265,2021-01-16T09.13.51.265,34.343,0.024,0.046,1.010
1610813631275,2021-01-16T09.13.51.275,34.353,0.022,0.045,1.008
1610813631284,2021-01-16T09.13.51.284,34.362,0.024,0.044,1.007
1610813631295,2021-01-16T09.13.51.295,34.373,0.023,0.044,1.008
1610813631305,2021-01-16T09.13.51.305,34.383,0.025,0.046,1.007
1610813631315,2021-01-16T09.13.51.315,34.393,0.024,0.046,1.006
1610813631325,2021-01-16T09.13.51.325,34.403,0.022,0.045,1.007
1610813631334,2021-01-16T09.13.51.334,34.412,0.025,0.046,1.009
1610813631344,2021-01-16T09.13.51.344,34.422,0.023,0.045,1.010
1610813631355,2021-01-16T09.13.51.355,34.433,0.024,0.046,1.008
1610813631365,2021-01-16T09.13.51.365,34.443,0.023,0.047,1.007
1610813631374,2021-01-16T09.13.51.374,34.452,0.023,0.045,1.010
1610813631384,2021-01-16T09.13.51.384,34.462,0.023,0.043,1.010
1610813631394,2021-01-16T09.13.51.394,34.472,0.023,0.044,1.008
1610813631404,2021-01-16T09.13.51.404,34.482,0.023,0.043,1.007
1610813631413,2021-01-16T09.13.51.413,34.491,0.022,0.046,1.010
1610813631423,2021-01-16T09.13.51.423,34.501,0.023,0.047,1.012
1610813631434,2021-01-16T09.13.51.434,34.512,0.025,0.045,1.006
1610813631444,2021-01-16T09.13.51.444,34.522,0.023,0.045,1.008
1610813631453,2021-01-16T09.13.51.453,34.531,0.022,0.043,1.011
1610813631463,2021-01-16T09.13.51.463,34.541,0.023,0.044,1.008
1610813631473,2021-01-16T09.13.51.473,34.551,0.025,0.045,1.006
1610813631483,2021-01-16T09.13.51.483,34.561,0.026,0.045,1.008
1610813631492,2021-01-16T09.13.51.492,34.570,0.023,0.044,1.009
1610813631503,2021-01-16T09.13.51.503,34.581,0.023,0.044,1.007
1610813631513,2021-01-16T09.13.51.513,34.591,0.024,0.041,1.009
1610813631523,2021-01-16T09.13.51.523,34.601,0.024,0.036,1.006
1610813631532,2021-01-16T09.13.51.532,34.610,0.025,0.030,1.008
1610813631542,2021-01-16T09.13.51.542,34.620,0.022,0.024,1.007
1610813631552,2021-01-16T09.13.51.552,34.630,0.024,0.023,1.009
1610813631563,2021-01-16T09.13.51.563,34.641,0.022,0.025,1.011
1610813631571,2021-01-16T09.13.51.571,34.649,0.023,0.029,1.007
1610813631582,2021-01-16T09.13.51.582,34.660,0.023,0.027,1.010
1610813631592,2021-01-16T09.13.51.592,34.670,0.022,0.030,1.009
1610813631602,2021-01-16T09.13.51.602,34.680,0.026,0.035,1.008
1610813631611,2021-01-16T09.13.51.611,34.689,0.024,0.037,1.010
1610813631621,2021-01-16T09.13.51.621,34.699,0.024,0.038,1.006
1610813631631,2021-01-16T09.13.51.631,34.709,0.024,0.038,1.009
1610813631642,2021-01-16T09.13.51.642,34.720,0.022,0.041,1.009
1610813631652,2021-01-16T09.13.51.652,34.730,0.024,0.045,1.008
1610813631661,2021-01-16T09.13.51.661,34.739,0.024,0.047,1.008
1610813631671,2021-01-16T09.13.51.671,34.749,0.025,0.048,1.009
1610813631681,2021-01-16T09.13.51.681,34.759,0.023,0.049,1.007
1610813631691,2021-01-16T09.13.51.691,34.769,0.023,0.049,1.007
1610813631700,2021-01-16T09.13.51.700,34.778,0.024,0.050,1.006
1610813631711,2021-01-16T09.13.51.711,34.789,0.023,0.049,1.008
1610813631721,2021-01-16T09.13.51.721,34.799,0.024,0.051,1.009
1610813631731,2021-01-16T09.13.51.731,34.809,0.025,0.049,1.008
1610813631740,2021-01-16T09.13.51.740,34.818,0.025,0.045,1.004
1610813631750,2021-01-16T09.13.51.750,34.828,0.023,0.045,1.008
1610813631760,2021-01-16T09.13.51.760,34.838,0.025,0.044,1.011
1610813631771,2021-01-16T09.13.51.771,34.849,0.025,0.042,1.007
1610813631779,2021-01-16T09.13.51.779,34.857,0.022,0.039,1.006
1610813631790,2021-01-16T09.13.51.790,34.868,0.022,0.037,1.010
1610813631800,2021-01-16T09.13.51.800,34.878,0.027,0.037,1.009
1610813631810,2021-01-16T09.13.51.810,34.888,0.025,0.036,1.010
1610813631819,2021-01-16T09.13.51.819,34.897,0.021,0.036,1.008
1610813631829,2021-01-16T09.13.51.829,34.907,0.023,0.033,1.004
1610813631839,2021-01-16T09.13.51.839,34.917,0.022,0.035,1.010
1610813631850,2021-01-16T09.13.51.850,34.928,0.027,0.036,1.009
1610813631858,2021-01-16T09.13.51.858,34.936,0.026,0.034,1.010
1610813631869,2021-01-16T09.13.51.869,34.947,0.024,0.033,1.011
1610813631879,2021-01-16T09.13.51.879,34.957,0.023,0.039,1.007
1610813631889,2021-01-16T09.13.51.889,34.967,0.024,0.040,1.008
1610813631898,2021-01-16T09.13.51.898,34.976,0.025,0.041,1.006
1610813631908,2021-01-16T09.13.51.908,34.986,0.024,0.041,1.007
1610813631919,2021-01-16T09.13.51.919,34.997,0.024,0.042,1.009
1610813631929,2021-01-16T09.13.51.929,35.007,0.024,0.044,1.005
1610813631938,2021-01-16T09.13.51.938,35.016,0.025,0.045,1.009
1610813631948,2021-01-16T09.13.51.948,35.026,0.023,0.045,1.009
1610813631958,2021-01-16T09.13.51.958,35.036,0.024,0.048,1.009
1610813631968,2021-01-16T09.13.51.968,35.046,0.024,0.048,1.009
1610813631979,2021-01-16T09.13.51.979,35.057,0.024,0.050,1.008
1610813631987,2021-01-16T09.13.51.987,35.065,0.023,0.050,1.009
1610813631998,2021-01-16T09.13.51.998,35.076,0.022,0.049,1.009
1610813632008,2021-01-16T09.13.52.008,35.086,0.023,0.048,1.006
1610813632018,2021-01-16T09.13.52.018,35.096,0.026,0.046,1.009
1610813632027,2021-01-16T09.13.52.027,35.105,0.024,0.044,1.012
1610813632037,2021-01-16T09.13.52.037,35.115,0.025,0.046,1.008
1610813632047,2021-01-16T09.13.52.047,35.125,0.023,0.044,1.007
1610813632058,2021-01-16T09.13.52.058,35.136,0.024,0.045,1.008
1610813632066,2021-01-16T09.13.52.066,35.144,0.024,0.045,1.008
1610813632077,2021-01-16T09.13.52.077,35.155,0.025,0.044,1.008
1610813632087,2021-01-16T09.13.52.087,35.165,0.027,0.044,1.005
1610813632097,2021-01-16T09.13.52.097,35.175,0.025,0.044,1.008
1610813632106,2021-01-16T09.13.52.106,35.184,0.022,0.042,1.008
1610813632116,2021-01-16T09.13.52.116,35.194,0.022,0.045,1.008
1610813632127,2021-01-16T09.13.52.127,35.205,0.023,0.043,1.008
1610813632137,2021-01-16T09.13.52.137,35.215,0.024,0.043,1.006
1610813632146,2021-01-16T09.13.52.146,35.224,0.023,0.044,1.009
1610813632156,2021-01-16T09.13.52.156,35.234,0.025,0.043,1.009
1610813632166,2021-01-16T09.13.52.166,35.244,0.024,0.045,1.009
1610813632176,2021-01-16T09.13.52.176,35.254,0.024,0.044,1.007
1610813632185,2021-01-16T09.13.52.185,35.263,0.024,0.043,1.008
1610813632195,2021-01-16T09.13.52.195,35.273,0.023,0.045,1.009
1610813632206,2021-01-16T09.13.52.206,35.284,0.022,0.046,1.007
1610813632216,2021-01-16T09.13.52.216,35.294,0.023,0.046,1.006
1610813632225,2021-01-16T09.13.52.225,35.303,0.022,0.046,1.009
1610813632235,2021-01-16T09.13.52.235,35.313,0.024,0.047,1.010
1610813632245,2021-01-16T09.13.52.245,35.323,0.023,0.047,1.004
1610813632255,2021-01-16T09.13.52.255,35.333,0.024,0.047,1.006
1610813632264,2021-01-16T09.13.52.264,35.342,0.022,0.047,1.010
1610813632274,2021-01-16T09.13.52.274,35.352,0.024,0.047,1.007
1610813632285,2021-01-16T09.13.52.285,35.363,0.024,0.046,1.007
1610813632295,2021-01-16T09.13.52.295,35.373,0.023,0.047,1.006
1610813632305,2021-01-16T09.13.52.305,35.383,0.020,0.049,1.009
1610813632314,2021-01-16T09.13.52.314,35.392,0.023,0.050,1.009
1610813632324,2021-01-16T09.13.52.324,35.402,0.024,0.050,1.007
1610813632335,2021-01-16T09.13.52.335,35.413,0.023,0.049,1.006
1610813632345,2021-01-16T09.13.52.345,35.423,0.025,0.050,1.007
1610813632354,2021-01-16T09.13.52.354,35.432,0.024,0.050,1.009
1610813632364,2021-01-16T09.13.52.364,35.442,0.023,0.048,1.006
1610813632374,2021-01-16T09.13.52.374,35.452,0.024,0.050,1.006
1610813632384,2021-01-16T09.13.52.384,35.462,0.023,0.050,1.009
1610813632393,2021-01-16T09.13.52.393,35.471,0.025,0.050,1.008
1610813632403,2021-01-16T09.13.52.403,35.481,0.024,0.048,1.005
1610813632414,2021-01-16T09.13.52.414,35.492,0.023,0.047,1.009
1610813632424,2021-01-16T09.13.52.424,35.502,0.022,0.049,1.011
1610813632433,2021-01-16T09.13.52.433,35.511,0.023,0.046,1.009
1610813632443,2021-01-16T09.13.52.443,35.521,0.024,0.047,1.008
1610813632453,2021-01-16T09.13.52.453,35.531,0.024,0.050,1.007
1610813632463,2021-01-16T09.13.52.463,35.541,0.024,0.049,1.008
1610813632472,2021-01-16T09.13.52.472,35.550,0.023,0.049,1.007
1610813632482,2021-01-16T09.13.52.482,35.560,0.025,0.048,1.007
1610813632493,2021-01-16T09.13.52.493,35.571,0.026,0.050,1.008
1610813632503,2021-01-16T09.13.52.503,35.581,0.022,0.051,1.007
1610813632512,2021-01-16T09.13.52.512,35.590,0.025,0.048,1.008
1610813632522,2021-01-16T09.13.52.522,35.600,0.025,0.050,1.008
1610813632532,2021-01-16T09.13.52.532,35.610,0.024,0.051,1.007
1610813632543,2021-01-16T09.13.52.543,35.621,0.022,0.048,1.010
1610813632551,2021-01-16T09.13.52.551,35.629,0.023,0.049,1.008
1610813632562,2021-01-16T09.13.52.562,35.640,0.024,0.050,1.008
1610813632572,2021-01-16T09.13.52.572,35.650,0.023,0.048,1.008
1610813632582,2021-01-16T09.13.52.582,35.660,0.023,0.048,1.009
1610813632591,2021-01-16T09.13.52.591,35.669,0.023,0.049,1.010
1610813632601,2021-01-16T09.13.52.601,35.679,0.024,0.050,1.008
1610813632611,2021-01-16T09.13.52.611,35.689,0.025,0.049,1.008
1610813632622,2021-01-16T09.13.52.622,35.700,0.025,0.047,1.007
1610813632630,2021-01-16T09.13.52.630,35.708,0.022,0.047,1.004
1610813632641,2021-01-16T09.13.52.641,35.719,0.023,0.048,1.008
1610813632651,2021-01-16T09.13.52.651,35.729,0.022,0.050,1.007
1610813632661,2021-01-16T09.13.52.661,35.739,0.025,0.047,1.005
1610813632671,2021-01-16T09.13.52.671,35.749,0.023,0.049,1.007
1610813632680,2021-01-16T09.13.52.680,35.758,0.024,0.050,1.009
1610813632690,2021-01-16T09.13.52.690,35.768,0.025,0.051,1.009
1610813632701,2021-01-16T09.13.52.701,35.779,0.024,0.046,1.009
1610813632711,2021-01-16T09.13.52.711,35.789,0.024,0.049,1.009
1610813632720,2021-01-16T09.13.52.720,35.798,0.024,0.049,1.010
1610813632730,2021-01-16T09.13.52.730,35.808,0.025,0.051,1.007
1610813632740,2021-01-16T09.13.52.740,35.818,0.024,0.049,1.007
1610813632751,2021-01-16T09.13.52.751,35.829,0.025,0.050,1.008
1610813632759,2021-01-16T09.13.52.759,35.837,0.023,0.051,1.006
1610813632770,2021-01-16T09.13.52.770,35.848,0.022,0.049,1.009
1610813632780,2021-01-16T09.13.52.780,35.858,0.023,0.048,1.012
