epoc (ms),timestamp (-0700),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1610813596922,2021-01-16T09.13.16.922,0.000,0.023,0.044,1.002
1610813596932,2021-01-16T09.13.16.932,0.010,0.021,0.045,1.009
1610813596942,2021-01-16T09.13.16.942,0.020,0.023,0.044,1.008
1610813596951,2021-01-16T09.13.16.951,0.029,0.024,0.044,1.008
1610813596961,2021-01-16T09.13.16.961,0.039,0.023,0.047,1.008
1610813596972,2021-01-16T09.13.16.972,0.050,0.021,0.044,1.005
1610813596982,2021-01-16T09.13.16.982,0.060,0.024,0.045,1.005
1610813596991,2021-01-16T09.13.16.991,0.069,0.025,0.046,1.006
1610813597001,2021-01-16T09.13.17.001,0.079,0.021,0.045,1.005
1610813597011,2021-01-16T09.13.17.011,0.089,0.022,0.045,1.007
1610813597022,2021-01-16T09.13.17.022,0.100,0.023,0.045,1.007
1610813597030,2021-01-16T09.13.17.030,0.108,0.024,0.046,1.005
1610813597041,2021-01-16T09.13.17.041,0.119,0.025,0.046,1.005
1610813597051,2021-01-16T09.13.17.051,0.129,0.024,0.045,1.006
1610813597061,2021-01-16T09.13.17.061,0.139,0.022,0.043,1.007
1610813597070,2021-01-16T09.13.17.070,0.148,0.023,0.045,1.006
1610813597080,2021-01-16T09.13.17.080,0.158,0.024,0.044,1.004
1610813597090,2021-01-16T09.13.17.090,0.168,0.023,0.045,1.004
1610813597101,2021-01-16T09.13.17.101,0.179,0.023,0.047,1.004
1610813597109,2021-01-16T09.13.17.109,0.187,0.023,0.047,1.006
1610813597120,2021-01-16T09.13.17.120,0.198,0.023,0.045,1.008
1610813597130,2021-01-16T09.13.17.130,0.208,0.024,0.045,1.008
1610813597140,2021-01-16T09.13.17.140,0.218,0.021,0.045,1.007
1610813597149,2021-01-16T09.13.17.149,0.227,0.023,0.046,1.007
1610813597159,2021-01-16T09.13.17.159,0.237,0.023,0.046,1.007
1610813597170,2021-01-16T09.13.17.170,0.248,0.023,0.045,1.010
1610813597180,2021-01-16T09.13.17.180,0.258,0.024,0.045,1.006
1610813597189,2021-01-16T09.13.17.189,0.267,0.026,0.045,1.003
1610813597199,2021-01-16T09.13.17.199,0.277,0.023,0.045,1.007
1610813597209,2021-01-16T09.13.17.209,0.287,0.022,0.046,1.006
1610813597219,2021-01-16T09.13.17.219,0.297,0.021,0.048,1.005
1610813597230,2021-01-16T09.13.17.230,0.308,0.023,0.045,1.005
1610813597238,2021-01-16T09.13.17.238,0.316,0.023,0.044,1.005
1610813597249,2021-01-16T09.13.17.249,0.327,0.025,0.045,1.006
1610813597259,2021-01-16T09.13.17.259,0.337,0.022,0.048,1.008
1610813597269,2021-01-16T09.13.17.269,0.347,0.022,0.047,1.004
1610813597278,2021-01-16T09.13.17.278,0.356,0.024,0.045,1.007
1610813597288,2021-01-16T09.13.17.288,0.366,0.021,0.044,1.008
1610813597298,2021-01-16T09.13.17.298,0.376,0.022,0.046,1.006
1610813597309,2021-01-16T09.13.17.309,0.387,0.023,0.047,1.006
1610813597317,2021-01-16T09.13.17.317,0.395,0.023,0.045,1.006
1610813597328,2021-01-16T09.13.17.328,0.406,0.021,0.045,1.007
1610813597338,2021-01-16T09.13.17.338,0.416,0.024,0.045,1.005
1610813597348,2021-01-16T09.13.17.348,0.426,0.024,0.046,1.004
1610813597357,2021-01-16T09.13.17.357,0.435,0.022,0.047,1.006
1610813597367,2021-01-16T09.13.17.367,0.445,0.022,0.047,1.008
1610813597378,2021-01-16T09.13.17.378,0.456,0.021,0.044,1.004
1610813597388,2021-01-16T09.13.17.388,0.466,0.023,0.046,1.007
1610813597397,2021-01-16T09.13.17.397,0.475,0.025,0.046,1.008
1610813597407,2021-01-16T09.13.17.407,0.485,0.024,0.045,1.007
1610813597417,2021-01-16T09.13.17.417,0.495,0.023,0.046,1.006
1610813597427,2021-01-16T09.13.17.427,0.505,0.023,0.046,1.004
1610813597436,2021-01-16T09.13.17.436,0.514,0.022,0.045,1.009
1610813597446,2021-01-16T09.13.17.446,0.524,0.023,0.043,1.007
1610813597457,2021-01-16T09.13.17.457,0.535,0.023,0.044,1.004
1610813597467,2021-01-16T09.13.17.467,0.545,0.026,0.044,1.008
1610813597477,2021-01-16T09.13.17.477,0.555,0.026,0.044,1.013
1610813597486,2021-01-16T09.13.17.486,0.564,0.023,0.046,1.006
1610813597496,2021-01-16T09.13.17.496,0.574,0.022,0.045,1.006
1610813597506,2021-01-16T09.13.17.506,0.584,0.022,0.045,1.005
1610813597517,2021-01-16T09.13.17.517,0.595,0.024,0.045,1.005
1610813597525,2021-01-16T09.13.17.525,0.603,0.023,0.045,1.009
1610813597536,2021-01-16T09.13.17.536,0.614,0.023,0.046,1.007
1610813597546,2021-01-16T09.13.17.546,0.624,0.023,0.045,1.005
1610813597556,2021-01-16T09.13.17.556,0.634,0.021,0.045,1.007
1610813597565,2021-01-16T09.13.17.565,0.643,0.022,0.045,1.010
1610813597575,2021-01-16T09.13.17.575,0.653,0.024,0.043,1.006
1610813597586,2021-01-16T09.13.17.586,0.664,0.023,0.045,1.007
1610813597596,2021-01-16T09.13.17.596,0.674,0.023,0.045,1.011
1610813597605,2021-01-16T09.13.17.605,0.683,0.024,0.047,1.009
1610813597615,2021-01-16T09.13.17.615,0.693,0.025,0.048,1.006
1610813597625,2021-01-16T09.13.17.625,0.703,0.024,0.043,1.007
1610813597635,2021-01-16T09.13.17.635,0.713,0.022,0.043,1.010
1610813597644,2021-01-16T09.13.17.644,0.722,0.025,0.044,1.009
1610813597654,2021-01-16T09.13.17.654,0.732,0.022,0.045,1.007
1610813597665,2021-01-16T09.13.17.665,0.743,0.023,0.043,1.006
1610813597675,2021-01-16T09.13.17.675,0.753,0.022,0.046,1.009
1610813597684,2021-01-16T09.13.17.684,0.762,0.021,0.043,1.005
1610813597694,2021-01-16T09.13.17.694,0.772,0.024,0.042,1.004
1610813597704,2021-01-16T09.13.17.704,0.782,0.021,0.045,1.007
1610813597714,2021-01-16T09.13.17.714,0.792,0.024,0.045,1.007
1610813597723,2021-01-16T09.13.17.723,0.801,0.023,0.044,1.004
1610813597733,2021-01-16T09.13.17.733,0.811,0.022,0.044,1.006
1610813597744,2021-01-16T09.13.17.744,0.822,0.021,0.045,1.010
1610813597754,2021-01-16T09.13.17.754,0.832,0.025,0.047,1.010
1610813597764,2021-01-16T09.13.17.764,0.842,0.023,0.046,1.005
1610813597773,2021-01-16T09.13.17.773,0.851,0.022,0.045,1.007
1610813597783,2021-01-16T09.13.17.783,0.861,0.024,0.044,1.010
1610813597794,2021-01-16T09.13.17.794,0.872,0.024,0.044,1.006
1610813597804,2021-01-16T09.13.17.804,0.882,0.024,0.045,1.006
1610813597813,2021-01-16T09.13.17.813,0.891,0.022,0.045,1.005
1610813597823,2021-01-16T09.13.17.823,0.901,0.021,0.046,1.009
1610813597833,2021-01-16T09.13.17.833,0.911,0.025,0.046,1.007
1610813597843,2021-01-16T09.13.17.843,0.921,0.022,0.044,1.005
1610813597852,2021-01-16T09.13.17.852,0.930,0.021,0.045,1.009
1610813597862,2021-01-16T09.13.17.862,0.940,0.023,0.046,1.008
1610813597873,2021-01-16T09.13.17.873,0.951,0.021,0.045,1.009
1610813597883,2021-01-16T09.13.17.883,0.961,0.023,0.044,1.008
1610813597892,2021-01-16T09.13.17.892,0.970,0.023,0.046,1.006
1610813597902,2021-01-16T09.13.17.902,0.980,0.022,0.044,1.009
1610813597912,2021-01-16T09.13.17.912,0.990,0.024,0.043,1.007
1610813597922,2021-01-16T09.13.17.922,1.000,0.021,0.045,1.008
1610813597931,2021-01-16T09.13.17.931,1.009,0.023,0.043,1.007
1610813597941,2021-01-16T09.13.17.941,1.019,0.024,0.043,1.009
1610813597952,2021-01-16T09.13.17.952,1.030,0.024,0.044,1.005
1610813597962,2021-01-16T09.13.17.962,1.040,0.024,0.048,1.006
1610813597971,2021-01-16T09.13.17.971,1.049,0.024,0.046,1.007
1610813597981,2021-01-16T09.13.17.981,1.059,0.020,0.044,1.006
1610813597991,2021-01-16T09.13.17.991,1.069,0.023,0.044,1.010
1610813598002,2021-01-16T09.13.18.002,1.080,0.025,0.045,1.008
1610813598010,2021-01-16T09.13.18.010,1.088,0.023,0.046,1.009
1610813598021,2021-01-16T09.13.18.021,1.099,0.021,0.047,1.006
1610813598031,2021-01-16T09.13.18.031,1.109,0.023,0.044,1.007
1610813598041,2021-01-16T09.13.18.041,1.119,0.023,0.043,1.008
1610813598051,2021-01-16T09.13.18.051,1.129,0.022,0.044,1.005
1610813598060,2021-01-16T09.13.18.060,1.138,0.021,0.046,1.006
1610813598070,2021-01-16T09.13.18.070,1.148,0.022,0.045,1.006
1610813598081,2021-01-16T09.13.18.081,1.159,0.023,0.045,1.009
1610813598091,2021-01-16T09.13.18.091,1.169,0.023,0.045,1.007
1610813598100,2021-01-16T09.13.18.100,1.178,0.024,0.044,1.009
1610813598110,2021-01-16T09.13.18.110,1.188,0.024,0.045,1.008
1610813598120,2021-01-16T09.13.18.120,1.198,0.026,0.045,1.005
1610813598130,2021-01-16T09.13.18.130,1.208,0.022,0.045,1.006
1610813598139,2021-01-16T09.13.18.139,1.217,0.022,0.043,1.010
1610813598149,2021-01-16T09.13.18.149,1.227,0.023,0.044,1.005
1610813598160,2021-01-16T09.13.18.160,1.238,0.023,0.043,1.007
1610813598170,2021-01-16T09.13.18.170,1.248,0.024,0.044,1.008
1610813598179,2021-01-16T09.13.18.179,1.257,0.021,0.045,1.009
1610813598189,2021-01-16T09.13.18.189,1.267,0.022,0.045,1.009
1610813598199,2021-01-16T09.13.18.199,1.277,0.023,0.044,1.008
1610813598210,2021-01-16T09.13.18.210,1.288,0.023,0.044,1.004
1610813598218,2021-01-16T09.13.18.218,1.296,0.025,0.045,1.007
1610813598229,2021-01-16T09.13.18.229,1.307,0.025,0.044,1.006
1610813598239,2021-01-16T09.13.18.239,1.317,0.021,0.046,1.007
1610813598249,2021-01-16T09.13.18.249,1.327,0.021,0.046,1.010
1610813598258,2021-01-16T09.13.18.258,1.336,0.024,0.045,1.010
1610813598268,2021-01-16T09.13.18.268,1.346,0.025,0.044,1.009
1610813598278,2021-01-16T09.13.18.278,1.356,0.024,0.046,1.009
1610813598289,2021-01-16T09.13.18.289,1.367,0.023,0.047,1.009
1610813598299,2021-01-16T09.13.18.299,1.377,0.024,0.047,1.007
1610813598308,2021-01-16T09.13.18.308,1.386,0.024,0.046,1.004
1610813598318,2021-01-16T09.13.18.318,1.396,0.023,0.044,1.009
1610813598328,2021-01-16T09.13.18.328,1.406,0.024,0.045,1.010
1610813598338,2021-01-16T09.13.18.338,1.416,0.022,0.045,1.006
1610813598347,2021-01-16T09.13.18.347,1.425,0.022,0.045,1.004
1610813598357,2021-01-16T09.13.18.357,1.435,0.024,0.044,1.008
1610813598368,2021-01-16T09.13.18.368,1.446,0.022,0.045,1.011
1610813598378,2021-01-16T09.13.18.378,1.456,0.022,0.044,1.007
1610813598387,2021-01-16T09.13.18.387,1.465,0.021,0.046,1.003
1610813598397,2021-01-16T09.13.18.397,1.475,0.025,0.046,1.008
1610813598407,2021-01-16T09.13.18.407,1.485,0.022,0.046,1.010
1610813598418,2021-01-16T09.13.18.418,1.496,0.021,0.045,1.008
1610813598426,2021-01-16T09.13.18.426,1.504,0.024,0.044,1.008
1610813598437,2021-01-16T09.13.18.437,1.515,0.021,0.046,1.006
1610813598447,2021-01-16T09.13.18.447,1.525,0.021,0.046,1.006
1610813598457,2021-01-16T09.13.18.457,1.535,0.023,0.044,1.008
1610813598466,2021-01-16T09.13.18.466,1.544,0.023,0.046,1.009
1610813598476,2021-01-16T09.13.18.476,1.554,0.023,0.047,1.007
1610813598486,2021-01-16T09.13.18.486,1.564,0.022,0.046,1.008
1610813598497,2021-01-16T09.13.18.497,1.575,0.022,0.043,1.011
1610813598505,2021-01-16T09.13.18.505,1.583,0.022,0.045,1.007
1610813598516,2021-01-16T09.13.18.516,1.594,0.021,0.047,1.005
1610813598526,2021-01-16T09.13.18.526,1.604,0.021,0.046,1.006
1610813598536,2021-01-16T09.13.18.536,1.614,0.022,0.044,1.007
1610813598545,2021-01-16T09.13.18.545,1.623,0.023,0.045,1.007
1610813598555,2021-01-16T09.13.18.555,1.633,0.022,0.047,1.011
1610813598565,2021-01-16T09.13.18.565,1.643,0.022,0.047,1.007
1610813598576,2021-01-16T09.13.18.576,1.654,0.023,0.046,1.006
1610813598586,2021-01-16T09.13.18.586,1.664,0.023,0.045,1.008
1610813598595,2021-01-16T09.13.18.595,1.673,0.025,0.043,1.008
1610813598605,2021-01-16T09.13.18.605,1.683,0.022,0.045,1.011
1610813598615,2021-01-16T09.13.18.615,1.693,0.021,0.048,1.008
1610813598626,2021-01-16T09.13.18.626,1.704,0.023,0.045,1.007
1610813598634,2021-01-16T09.13.18.634,1.712,0.023,0.043,1.010
1610813598645,2021-01-16T09.13.18.645,1.723,0.026,0.046,1.010
1610813598655,2021-01-16T09.13.18.655,1.733,0.021,0.046,1.008
1610813598665,2021-01-16T09.13.18.665,1.743,0.024,0.044,1.005
1610813598674,2021-01-16T09.13.18.674,1.752,0.024,0.045,1.009
1610813598684,2021-01-16T09.13.18.684,1.762,0.025,0.047,1.012
1610813598694,2021-01-16T09.13.18.694,1.772,0.022,0.046,1.009
1610813598705,2021-01-16T09.13.18.705,1.783,0.022,0.044,1.004
1610813598713,2021-01-16T09.13.18.713,1.791,0.024,0.044,1.006
1610813598724,2021-01-16T09.13.18.724,1.802,0.024,0.046,1.010
1610813598734,2021-01-16T09.13.18.734,1.812,0.024,0.046,1.006
1610813598744,2021-01-16T09.13.18.744,1.822,0.024,0.046,1.008
1610813598753,2021-01-16T09.13.18.753,1.831,0.023,0.045,1.008
1610813598763,2021-01-16T09.13.18.763,1.841,0.024,0.045,1.007
1610813598774,2021-01-16T09.13.18.774,1.852,0.024,0.045,1.006
1610813598784,2021-01-16T09.13.18.784,1.862,0.022,0.046,1.008
1610813598793,2021-01-16T09.13.18.793,1.871,0.022,0.048,1.010
1610813598803,2021-01-16T09.13.18.803,1.881,0.022,0.046,1.008
1610813598813,2021-01-16T09.13.18.813,1.891,0.022,0.043,1.007
1610813598823,2021-01-16T09.13.18.823,1.901,0.022,0.043,1.009
1610813598834,2021-01-16T09.13.18.834,1.912,0.023,0.046,1.008
1610813598842,2021-01-16T09.13.18.842,1.920,0.024,0.047,1.008
1610813598853,2021-01-16T09.13.18.853,1.931,0.022,0.046,1.007
1610813598863,2021-01-16T09.13.18.863,1.941,0.022,0.046,1.007
1610813598873,2021-01-16T09.13.18.873,1.951,0.022,0.044,1.009
1610813598882,2021-01-16T09.13.18.882,1.960,0.021,0.044,1.008
1610813598892,2021-01-16T09.13.18.892,1.970,0.024,0.046,1.008
1610813598902,2021-01-16T09.13.18.902,1.980,0.024,0.045,1.008
1610813598913,2021-01-16T09.13.18.913,1.991,0.023,0.046,1.008
1610813598921,2021-01-16T09.13.18.921,1.999,0.021,0.045,1.010
1610813598932,2021-01-16T09.13.18.932,2.010,0.025,0.046,1.008
1610813598942,2021-01-16T09.13.18.942,2.020,0.026,0.046,1.009
1610813598952,2021-01-16T09.13.18.952,2.030,0.023,0.047,1.006
1610813598961,2021-01-16T09.13.18.961,2.039,0.025,0.045,1.005
1610813598971,2021-01-16T09.13.18.971,2.049,0.022,0.045,1.006
1610813598982,2021-01-16T09.13.18.982,2.060,0.022,0.046,1.006
1610813598992,2021-01-16T09.13.18.992,2.070,0.024,0.045,1.009
1610813599001,2021-01-16T09.13.19.001,2.079,0.024,0.047,1.009
1610813599011,2021-01-16T09.13.19.011,2.089,0.021,0.048,1.006
1610813599021,2021-01-16T09.13.19.021,2.099,0.019,0.045,1.009
1610813599031,2021-01-16T09.13.19.031,2.109,0.022,0.044,1.008
1610813599040,2021-01-16T09.13.19.040,2.118,0.025,0.046,1.009
1610813599050,2021-01-16T09.13.19.050,2.128,0.024,0.047,1.008
1610813599061,2021-01-16T09.13.19.061,2.139,0.023,0.045,1.007
1610813599071,2021-01-16T09.13.19.071,2.149,0.022,0.046,1.009
1610813599080,2021-01-16T09.13.19.080,2.158,0.025,0.046,1.007
1610813599090,2021-01-16T09.13.19.090,2.168,0.025,0.047,1.007
1610813599100,2021-01-16T09.13.19.100,2.178,0.023,0.046,1.007
1610813599110,2021-01-16T09.13.19.110,2.188,0.025,0.044,1.007
1610813599121,2021-01-16T09.13.19.121,2.199,0.024,0.043,1.009
1610813599129,2021-01-16T09.13.19.129,2.207,0.022,0.045,1.005
1610813599140,2021-01-16T09.13.19.140,2.218,0.023,0.043,1.005
1610813599150,2021-01-16T09.13.19.150,2.228,0.025,0.047,1.009
1610813599160,2021-01-16T09.13.19.160,2.238,0.023,0.046,1.008
1610813599169,2021-01-16T09.13.19.169,2.247,0.022,0.045,1.009
1610813599179,2021-01-16T09.13.19.179,2.257,0.021,0.044,1.011
1610813599190,2021-01-16T09.13.19.190,2.268,0.025,0.044,1.011
1610813599200,2021-01-16T09.13.19.200,2.278,0.025,0.046,1.008
1610813599209,2021-01-16T09.13.19.209,2.287,0.023,0.045,1.007
1610813599219,2021-01-16T09.13.19.219,2.297,0.023,0.044,1.007
1610813599229,2021-01-16T09.13.19.229,2.307,0.023,0.045,1.007
1610813599239,2021-01-16T09.13.19.239,2.317,0.022,0.045,1.006
1610813599248,2021-01-16T09.13.19.248,2.326,0.024,0.045,1.006
1610813599258,2021-01-16T09.13.19.258,2.336,0.022,0.046,1.009
1610813599269,2021-01-16T09.13.19.269,2.347,0.024,0.047,1.012
1610813599279,2021-01-16T09.13.19.279,2.357,0.025,0.046,1.006
1610813599288,2021-01-16T09.13.19.288,2.366,0.024,0.045,1.006
1610813599298,2021-01-16T09.13.19.298,2.376,0.021,0.044,1.012
1610813599308,2021-01-16T09.13.19.308,2.386,0.021,0.045,1.008
1610813599318,2021-01-16T09.13.19.318,2.396,0.023,0.044,1.007
1610813599327,2021-01-16T09.13.19.327,2.405,0.024,0.044,1.009
1610813599337,2021-01-16T09.13.19.337,2.415,0.024,0.047,1.007
1610813599348,2021-01-16T09.13.19.348,2.426,0.024,0.046,1.009
1610813599358,2021-01-16T09.13.19.358,2.436,0.024,0.046,1.009
1610813599368,2021-01-16T09.13.19.368,2.446,0.024,0.046,1.008
1610813599377,2021-01-16T09.13.19.377,2.455,0.023,0.045,1.013
1610813599387,2021-01-16T09.13.19.387,2.465,0.023,0.047,1.007
1610813599398,2021-01-16T09.13.19.398,2.476,0.024,0.046,1.008
1610813599408,2021-01-16T09.13.19.408,2.486,0.023,0.045,1.013
1610813599417,2021-01-16T09.13.19.417,2.495,0.023,0.047,1.012
1610813599427,2021-01-16T09.13.19.427,2.505,0.021,0.045,1.008
1610813599437,2021-01-16T09.13.19.437,2.515,0.022,0.046,1.007
1610813599447,2021-01-16T09.13.19.447,2.525,0.023,0.046,1.008
1610813599456,2021-01-16T09.13.19.456,2.534,0.022,0.045,1.009
1610813599466,2021-01-16T09.13.19.466,2.544,0.022,0.046,1.007
1610813599477,2021-01-16T09.13.19.477,2.555,0.023,0.045,1.005
1610813599487,2021-01-16T09.13.19.487,2.565,0.023,0.046,1.008
1610813599496,2021-01-16T09.13.19.496,2.574,0.021,0.047,1.011
1610813599506,2021-01-16T09.13.19.506,2.584,0.024,0.043,1.011
1610813599516,2021-01-16T09.13.19.516,2.594,0.025,0.046,1.006
1610813599526,2021-01-16T09.13.19.526,2.604,0.021,0.048,1.008
1610813599535,2021-01-16T09.13.19.535,2.613,0.021,0.046,1.009
1610813599545,2021-01-16T09.13.19.545,2.623,0.024,0.046,1.008
1610813599556,2021-01-16T09.13.19.556,2.634,0.025,0.045,1.010
1610813599566,2021-01-16T09.13.19.566,2.644,0.024,0.044,1.012
1610813599575,2021-01-16T09.13.19.575,2.653,0.022,0.047,1.009
1610813599585,2021-01-16T09.13.19.585,2.663,0.021,0.047,1.009
1610813599595,2021-01-16T09.13.19.595,2.673,0.022,0.046,1.007
1610813599606,2021-01-16T09.13.19.606,2.684,0.024,0.046,1.009
1610813599614,2021-01-16T09.13.19.614,2.692,0.024,0.044,1.007
1610813599625,2021-01-16T09.13.19.625,2.703,0.022,0.046,1.007
1610813599635,2021-01-16T09.13.19.635,2.713,0.022,0.046,1.011
1610813599645,2021-01-16T09.13.19.645,2.723,0.025,0.046,1.008
1610813599655,2021-01-16T09.13.19.655,2.733,0.025,0.046,1.010
1610813599664,2021-01-16T09.13.19.664,2.742,0.023,0.046,1.011
1610813599674,2021-01-16T09.13.19.674,2.752,0.023,0.044,1.007
1610813599685,2021-01-16T09.13.19.685,2.763,0.021,0.043,1.008
1610813599695,2021-01-16T09.13.19.695,2.773,0.021,0.044,1.010
1610813599704,2021-01-16T09.13.19.704,2.782,0.025,0.046,1.008
1610813599714,2021-01-16T09.13.19.714,2.792,0.026,0.045,1.009
1610813599724,2021-01-16T09.13.19.724,2.802,0.023,0.045,1.009
1610813599734,2021-01-16T09.13.19.734,2.812,0.023,0.045,1.008
1610813599743,2021-01-16T09.13.19.743,2.821,0.024,0.046,1.008
1610813599753,2021-01-16T09.13.19.753,2.831,0.026,0.047,1.006
1610813599764,2021-01-16T09.13.19.764,2.842,0.021,0.044,1.008
1610813599774,2021-01-16T09.13.19.774,2.852,0.021,0.044,1.009
1610813599783,2021-01-16T09.13.19.783,2.861,0.021,0.044,1.005
1610813599793,2021-01-16T09.13.19.793,2.871,0.025,0.046,1.008
1610813599803,2021-01-16T09.13.19.803,2.881,0.023,0.045,1.009
1610813599814,2021-01-16T09.13.19.814,2.892,0.022,0.044,1.008
1610813599822,2021-01-16T09.13.19.822,2.900,0.024,0.042,1.007
1610813599833,2021-01-16T09.13.19.833,2.911,0.023,0.044,1.005
1610813599843,2021-01-16T09.13.19.843,2.921,0.021,0.045,1.009
1610813599853,2021-01-16T09.13.19.853,2.931,0.021,0.046,1.008
1610813599862,2021-01-16T09.13.19.862,2.940,0.021,0.044,1.008
1610813599872,2021-01-16T09.13.19.872,2.950,0.022,0.045,1.007
1610813599882,2021-01-16T09.13.19.882,2.960,0.023,0.047,1.007
1610813599893,2021-01-16T09.13.19.893,2.971,0.022,0.045,1.009
1610813599901,2021-01-16T09.13.19.901,2.979,0.021,0.046,1.007
1610813599912,2021-01-16T09.13.19.912,2.990,0.024,0.047,1.007
1610813599922,2021-01-16T09.13.19.922,3.000,0.023,0.046,1.010
1610813599932,2021-01-16T09.13.19.932,3.010,0.024,0.047,1.009
1610813599942,2021-01-16T09.13.19.942,3.020,0.022,0.042,1.009
1610813599951,2021-01-16T09.13.19.951,3.029,0.021,0.044,1.009
1610813599961,2021-01-16T09.13.19.961,3.039,0.024,0.045,1.011
1610813599972,2021-01-16T09.13.19.972,3.050,0.022,0.045,1.008
1610813599982,2021-01-16T09.13.19.982,3.060,0.023,0.047,1.006
1610813599991,2021-01-16T09.13.19.991,3.069,0.024,0.045,1.007
1610813600001,2021-01-16T09.13.20.001,3.079,0.021,0.045,1.011
1610813600011,2021-01-16T09.13.20.011,3.089,0.021,0.046,1.007
1610813600022,2021-01-16T09.13.20.022,3.100,0.024,0.044,1.007
1610813600030,2021-01-16T09.13.20.030,3.108,0.024,0.045,1.007
1610813600041,2021-01-16T09.13.20.041,3.119,0.023,0.045,1.009
1610813600051,2021-01-16T09.13.20.051,3.129,0.022,0.045,1.008
1610813600061,2021-01-16T09.13.20.061,3.139,0.023,0.045,1.006
1610813600070,2021-01-16T09.13.20.070,3.148,0.021,0.047,1.009
1610813600080,2021-01-16T09.13.20.080,3.158,0.023,0.047,1.009
1610813600090,2021-01-16T09.13.20.090,3.168,0.025,0.045,1.006
1610813600101,2021-01-16T09.13.20.101,3.179,0.024,0.046,1.009
1610813600109,2021-01-16T09.13.20.109,3.187,0.024,0.047,1.010
1610813600120,2021-01-16T09.13.20.120,3.198,0.022,0.045,1.007
1610813600130,2021-01-16T09.13.20.130,3.208,0.023,0.044,1.009
1610813600140,2021-01-16T09.13.20.140,3.218,0.024,0.044,1.007
1610813600149,2021-01-16T09.13.20.149,3.227,0.024,0.046,1.008
1610813600159,2021-01-16T09.13.20.159,3.237,0.023,0.047,1.008
1610813600170,2021-01-16T09.13.20.170,3.248,0.022,0.046,1.011
1610813600180,2021-01-16T09.13.20.180,3.258,0.024,0.046,1.009
1610813600190,2021-01-16T09.13.20.190,3.268,0.023,0.048,1.007
1610813600199,2021-01-16T09.13.20.199,3.277,0.022,0.046,1.009
1610813600209,2021-01-16T09.13.20.209,3.287,0.024,0.044,1.009
1610813600219,2021-01-16T09.13.20.219,3.297,0.022,0.047,1.011
1610813600230,2021-01-16T09.13.20.230,3.308,0.023,0.047,1.009
1610813600238,2021-01-16T09.13.20.238,3.316,0.024,0.045,1.009
1610813600249,2021-01-16T09.13.20.249,3.327,0.023,0.046,1.007
1610813600259,2021-01-16T09.13.20.259,3.337,0.023,0.045,1.009
1610813600269,2021-01-16T09.13.20.269,3.347,0.025,0.044,1.009
1610813600278,2021-01-16T09.13.20.278,3.356,0.022,0.045,1.009
1610813600288,2021-01-16T09.13.20.288,3.366,0.024,0.045,1.008
1610813600298,2021-01-16T09.13.20.298,3.376,0.023,0.047,1.007
1610813600309,2021-01-16T09.13.20.309,3.387,0.023,0.046,1.011
1610813600317,2021-01-16T09.13.20.317,3.395,0.023,0.044,1.008
1610813600328,2021-01-16T09.13.20.328,3.406,0.025,0.046,1.007
1610813600338,2021-01-16T09.13.20.338,3.416,0.022,0.045,1.008
1610813600348,2021-01-16T09.13.20.348,3.426,0.021,0.044,1.008
1610813600357,2021-01-16T09.13.20.357,3.435,0.023,0.044,1.006
1610813600367,2021-01-16T09.13.20.367,3.445,0.025,0.047,1.007
1610813600378,2021-01-16T09.13.20.378,3.456,0.022,0.045,1.009
1610813600388,2021-01-16T09.13.20.388,3.466,0.022,0.046,1.008
1610813600397,2021-01-16T09.13.20.397,3.475,0.022,0.045,1.006
1610813600407,2021-01-16T09.13.20.407,3.485,0.023,0.045,1.010
1610813600417,2021-01-16T09.13.20.417,3.495,0.025,0.044,1.010
1610813600427,2021-01-16T09.13.20.427,3.505,0.023,0.044,1.008
1610813600436,2021-01-16T09.13.20.436,3.514,0.021,0.045,1.009
1610813600446,2021-01-16T09.13.20.446,3.524,0.022,0.047,1.008
1610813600457,2021-01-16T09.13.20.457,3.535,0.023,0.045,1.005
1610813600467,2021-01-16T09.13.20.467,3.545,0.022,0.044,1.006
1610813600477,2021-01-16T09.13.20.477,3.555,0.023,0.047,1.006
1610813600486,2021-01-16T09.13.20.486,3.564,0.023,0.046,1.006
1610813600496,2021-01-16T09.13.20.496,3.574,0.023,0.045,1.006
1610813600506,2021-01-16T09.13.20.506,3.584,0.024,0.045,1.010
1610813600517,2021-01-16T09.13.20.517,3.595,0.023,0.045,1.009
1610813600525,2021-01-16T09.13.20.525,3.603,0.024,0.046,1.006
1610813600536,2021-01-16T09.13.20.536,3.614,0.021,0.046,1.006
1610813600546,2021-01-16T09.13.20.546,3.624,0.021,0.047,1.010
1610813600556,2021-01-16T09.13.20.556,3.634,0.023,0.046,1.010
1610813600565,2021-01-16T09.13.20.565,3.643,0.023,0.045,1.008
1610813600575,2021-01-16T09.13.20.575,3.653,0.023,0.046,1.008
1610813600586,2021-01-16T09.13.20.586,3.664,0.023,0.047,1.009
1610813600596,2021-01-16T09.13.20.596,3.674,0.025,0.045,1.005
1610813600605,2021-01-16T09.13.20.605,3.683,0.022,0.046,1.006
1610813600615,2021-01-16T09.13.20.615,3.693,0.024,0.043,1.008
1610813600625,2021-01-16T09.13.20.625,3.703,0.024,0.046,1.009
1610813600635,2021-01-16T09.13.20.635,3.713,0.022,0.048,1.006
1610813600644,2021-01-16T09.13.20.644,3.722,0.025,0.046,1.006
