epoc (ms),timestamp (-0700),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1610813063379,2021-01-16T09.04.23.379,25.683,-0.019,0.058,1.010
1610813063389,2021-01-16T09.04.23.389,25.693,-0.019,0.059,1.010
1610813063398,2021-01-16T09.04.23.398,25.702,-0.018,0.058,1.010
1610813063408,2021-01-16T09.04.23.408,25.712,-0.018,0.061,1.012
1610813063418,2021-01-16T09.04.23.418,25.722,-0.018,0.059,1.011
1610813063429,2021-01-16T09.04.23.429,25.733,-0.021,0.060,1.007
1610813063437,2021-01-16T09.04.23.437,25.741,-0.019,0.061,1.009
1610813063448,2021-01-16T09.04.23.448,25.752,-0.018,0.057,1.010
1610813063458,2021-01-16T09.04.23.458,25.762,-0.019,0.060,1.008
1610813063468,2021-01-16T09.04.23.468,25.772,-0.019,0.061,1.008
1610813063477,2021-01-16T09.04.23.477,25.781,-0.019,0.059,1.010
1610813063487,2021-01-16T09.04.23.487,25.791,-0.018,0.060,1.013
1610813063497,2021-01-16T09.04.23.497,25.801,-0.017,0.059,1.008
1610813063508,2021-01-16T09.04.23.508,25.812,-0.018,0.058,1.007
1610813063516,2021-01-16T09.04.23.516,25.820,-0.020,0.060,1.010
1610813063527,2021-01-16T09.04.23.527,25.831,-0.018,0.059,1.013
1610813063537,2021-01-16T09.04.23.537,25.841,-0.017,0.058,1.012
1610813063547,2021-01-16T09.04.23.547,25.851,-0.019,0.058,1.009
1610813063557,2021-01-16T09.04.23.557,25.861,-0.020,0.058,1.010
1610813063566,2021-01-16T09.04.23.566,25.870,-0.017,0.059,1.008
1610813063577,2021-01-16T09.04.23.577,25.881,-0.018,0.059,1.008
1610813063587,2021-01-16T09.04.23.587,25.891,-0.020,0.059,1.008
1610813063597,2021-01-16T09.04.23.597,25.901,-0.020,0.059,1.009
1610813063606,2021-01-16T09.04.23.606,25.910,-0.018,0.058,1.007
1610813063616,2021-01-16T09.04.23.616,25.920,-0.018,0.058,1.007
1610813063626,2021-01-16T09.04.23.626,25.930,-0.018,0.058,1.009
1610813063637,2021-01-16T09.04.23.637,25.941,-0.018,0.059,1.009
1610813063645,2021-01-16T09.04.23.645,25.949,-0.018,0.058,1.009
1610813063656,2021-01-16T09.04.23.656,25.960,-0.021,0.060,1.007
1610813063666,2021-01-16T09.04.23.666,25.970,-0.019,0.060,1.009
1610813063676,2021-01-16T09.04.23.676,25.980,-0.020,0.058,1.009
1610813063685,2021-01-16T09.04.23.685,25.989,-0.020,0.060,1.009
1610813063695,2021-01-16T09.04.23.695,25.999,-0.020,0.059,1.010
1610813063705,2021-01-16T09.04.23.705,26.009,-0.020,0.058,1.009
1610813063716,2021-01-16T09.04.23.716,26.020,-0.020,0.059,1.009
1610813063724,2021-01-16T09.04.23.724,26.028,-0.018,0.062,1.010
1610813063735,2021-01-16T09.04.23.735,26.039,-0.020,0.059,1.010
1610813063745,2021-01-16T09.04.23.745,26.049,-0.020,0.060,1.011
1610813063755,2021-01-16T09.04.23.755,26.059,-0.019,0.058,1.010
1610813063764,2021-01-16T09.04.23.764,26.068,-0.019,0.059,1.008
1610813063774,2021-01-16T09.04.23.774,26.078,-0.019,0.059,1.010
1610813063785,2021-01-16T09.04.23.785,26.089,-0.018,0.059,1.009
1610813063795,2021-01-16T09.04.23.795,26.099,-0.019,0.061,1.008
1610813063804,2021-01-16T09.04.23.804,26.108,-0.019,0.059,1.008
1610813063814,2021-01-16T09.04.23.814,26.118,-0.019,0.060,1.007
1610813063824,2021-01-16T09.04.23.824,26.128,-0.019,0.060,1.010
1610813063834,2021-01-16T09.04.23.834,26.138,-0.021,0.058,1.007
1610813063843,2021-01-16T09.04.23.843,26.147,-0.020,0.059,1.008
1610813063853,2021-01-16T09.04.23.853,26.157,-0.019,0.061,1.009
1610813063864,2021-01-16T09.04.23.864,26.168,-0.021,0.061,1.011
1610813063874,2021-01-16T09.04.23.874,26.178,-0.021,0.059,1.010
1610813063884,2021-01-16T09.04.23.884,26.188,-0.019,0.059,1.011
1610813063893,2021-01-16T09.04.23.893,26.197,-0.019,0.059,1.010
1610813063903,2021-01-16T09.04.23.903,26.207,-0.020,0.059,1.008
1610813063913,2021-01-16T09.04.23.913,26.217,-0.019,0.058,1.008
1610813063924,2021-01-16T09.04.23.924,26.228,-0.021,0.059,1.009
1610813063932,2021-01-16T09.04.23.932,26.236,-0.021,0.059,1.010
1610813063943,2021-01-16T09.04.23.943,26.247,-0.019,0.060,1.010
1610813063953,2021-01-16T09.04.23.953,26.257,-0.017,0.060,1.011
1610813063963,2021-01-16T09.04.23.963,26.267,-0.018,0.059,1.009
1610813063972,2021-01-16T09.04.23.972,26.276,-0.018,0.058,1.008
1610813063982,2021-01-16T09.04.23.982,26.286,-0.019,0.060,1.009
1610813063993,2021-01-16T09.04.23.993,26.297,-0.016,0.061,1.009
1610813064003,2021-01-16T09.04.24.003,26.307,-0.019,0.059,1.008
1610813064012,2021-01-16T09.04.24.012,26.316,-0.019,0.058,1.010
1610813064022,2021-01-16T09.04.24.022,26.326,-0.018,0.059,1.011
1610813064032,2021-01-16T09.04.24.032,26.336,-0.019,0.058,1.010
1610813064042,2021-01-16T09.04.24.042,26.346,-0.017,0.059,1.009
1610813064051,2021-01-16T09.04.24.051,26.355,-0.019,0.059,1.009
1610813064061,2021-01-16T09.04.24.061,26.365,-0.020,0.061,1.009
1610813064072,2021-01-16T09.04.24.072,26.376,-0.017,0.060,1.007
1610813064082,2021-01-16T09.04.24.082,26.386,-0.020,0.059,1.007
1610813064091,2021-01-16T09.04.24.091,26.395,-0.021,0.060,1.009
1610813064101,2021-01-16T09.04.24.101,26.405,-0.019,0.060,1.010
1610813064111,2021-01-16T09.04.24.111,26.415,-0.019,0.058,1.011
1610813064121,2021-01-16T09.04.24.121,26.425,-0.018,0.059,1.008
1610813064130,2021-01-16T09.04.24.130,26.434,-0.019,0.058,1.006
1610813064141,2021-01-16T09.04.24.141,26.445,-0.019,0.057,1.010
1610813064151,2021-01-16T09.04.24.151,26.455,-0.017,0.060,1.009
1610813064161,2021-01-16T09.04.24.161,26.465,-0.017,0.061,1.006
1610813064171,2021-01-16T09.04.24.171,26.475,-0.019,0.060,1.008
1610813064180,2021-01-16T09.04.24.180,26.484,-0.019,0.060,1.010
1610813064190,2021-01-16T09.04.24.190,26.494,-0.019,0.058,1.007
1610813064201,2021-01-16T09.04.24.201,26.505,-0.019,0.059,1.008
1610813064211,2021-01-16T09.04.24.211,26.515,-0.019,0.058,1.008
1610813064220,2021-01-16T09.04.24.220,26.524,-0.018,0.059,1.012
1610813064230,2021-01-16T09.04.24.230,26.534,-0.017,0.060,1.011
1610813064240,2021-01-16T09.04.24.240,26.544,-0.019,0.060,1.008
1610813064250,2021-01-16T09.04.24.250,26.554,-0.018,0.059,1.010
1610813064259,2021-01-16T09.04.24.259,26.563,-0.018,0.059,1.010
1610813064269,2021-01-16T09.04.24.269,26.573,-0.019,0.062,1.009
1610813064280,2021-01-16T09.04.24.280,26.584,-0.017,0.059,1.009
1610813064290,2021-01-16T09.04.24.290,26.594,-0.019,0.060,1.009
1610813064299,2021-01-16T09.04.24.299,26.603,-0.020,0.059,1.007
1610813064309,2021-01-16T09.04.24.309,26.613,-0.020,0.060,1.008
1610813064319,2021-01-16T09.04.24.319,26.623,-0.018,0.058,1.011
1610813064329,2021-01-16T09.04.24.329,26.633,-0.017,0.058,1.010
1610813064338,2021-01-16T09.04.24.338,26.642,-0.018,0.057,1.009
1610813064349,2021-01-16T09.04.24.349,26.653,-0.019,0.059,1.006
1610813064359,2021-01-16T09.04.24.359,26.663,-0.017,0.059,1.008
1610813064369,2021-01-16T09.04.24.369,26.673,-0.017,0.058,1.010
1610813064378,2021-01-16T09.04.24.378,26.682,-0.019,0.061,1.009
1610813064388,2021-01-16T09.04.24.388,26.692,-0.020,0.059,1.010
1610813064398,2021-01-16T09.04.24.398,26.702,-0.018,0.060,1.008
1610813064409,2021-01-16T09.04.24.409,26.713,-0.018,0.058,1.010
1610813064417,2021-01-16T09.04.24.417,26.721,-0.020,0.058,1.010
1610813064428,2021-01-16T09.04.24.428,26.732,-0.020,0.059,1.009
1610813064438,2021-01-16T09.04.24.438,26.742,-0.018,0.057,1.007
1610813064448,2021-01-16T09.04.24.448,26.752,-0.019,0.058,1.011
1610813064457,2021-01-16T09.04.24.457,26.761,-0.018,0.059,1.010
1610813064467,2021-01-16T09.04.24.467,26.771,-0.020,0.059,1.010
1610813064477,2021-01-16T09.04.24.477,26.781,-0.018,0.062,1.009
1610813064488,2021-01-16T09.04.24.488,26.792,-0.018,0.059,1.008
1610813064498,2021-01-16T09.04.24.498,26.802,-0.020,0.059,1.012
1610813064507,2021-01-16T09.04.24.507,26.811,-0.019,0.059,1.007
1610813064517,2021-01-16T09.04.24.517,26.821,-0.017,0.060,1.010
1610813064527,2021-01-16T09.04.24.527,26.831,-0.018,0.059,1.008
1610813064537,2021-01-16T09.04.24.537,26.841,-0.019,0.062,1.009
1610813064546,2021-01-16T09.04.24.546,26.850,-0.017,0.061,1.009
1610813064557,2021-01-16T09.04.24.557,26.861,-0.017,0.058,1.008
1610813064567,2021-01-16T09.04.24.567,26.871,-0.018,0.059,1.007
1610813064577,2021-01-16T09.04.24.577,26.881,-0.018,0.059,1.007
1610813064586,2021-01-16T09.04.24.586,26.890,-0.017,0.061,1.009
1610813064596,2021-01-16T09.04.24.596,26.900,-0.019,0.059,1.008
1610813064606,2021-01-16T09.04.24.606,26.910,-0.022,0.059,1.009
1610813064617,2021-01-16T09.04.24.617,26.921,-0.020,0.059,1.009
1610813064625,2021-01-16T09.04.24.625,26.929,-0.017,0.059,1.011
1610813064636,2021-01-16T09.04.24.636,26.940,-0.019,0.059,1.009
1610813064646,2021-01-16T09.04.24.646,26.950,-0.017,0.059,1.009
1610813064656,2021-01-16T09.04.24.656,26.960,-0.019,0.060,1.010
1610813064665,2021-01-16T09.04.24.665,26.969,-0.019,0.060,1.009
1610813064675,2021-01-16T09.04.24.675,26.979,-0.020,0.060,1.008
1610813064685,2021-01-16T09.04.24.685,26.989,-0.020,0.059,1.007
1610813064696,2021-01-16T09.04.24.696,27.000,-0.018,0.059,1.009
1610813064704,2021-01-16T09.04.24.704,27.008,-0.020,0.060,1.008
1610813064715,2021-01-16T09.04.24.715,27.019,-0.019,0.058,1.009
1610813064725,2021-01-16T09.04.24.725,27.029,-0.021,0.057,1.010
1610813064735,2021-01-16T09.04.24.735,27.039,-0.018,0.060,1.007
1610813064744,2021-01-16T09.04.24.744,27.048,-0.019,0.060,1.010
1610813064754,2021-01-16T09.04.24.754,27.058,-0.019,0.060,1.010
1610813064765,2021-01-16T09.04.24.765,27.069,-0.019,0.057,1.013
1610813064775,2021-01-16T09.04.24.775,27.079,-0.018,0.056,1.010
1610813064785,2021-01-16T09.04.24.785,27.089,-0.019,0.061,1.011
1610813064794,2021-01-16T09.04.24.794,27.098,-0.019,0.059,1.011
1610813064804,2021-01-16T09.04.24.804,27.108,-0.018,0.059,1.010
1610813064814,2021-01-16T09.04.24.814,27.118,-0.018,0.060,1.008
1610813064825,2021-01-16T09.04.24.825,27.129,-0.018,0.059,1.008
1610813064833,2021-01-16T09.04.24.833,27.137,-0.018,0.060,1.006
1610813064844,2021-01-16T09.04.24.844,27.148,-0.019,0.061,1.007
1610813064854,2021-01-16T09.04.24.854,27.158,-0.019,0.059,1.007
1610813064864,2021-01-16T09.04.24.864,27.168,-0.018,0.058,1.010
1610813064873,2021-01-16T09.04.24.873,27.177,-0.020,0.060,1.013
1610813064883,2021-01-16T09.04.24.883,27.187,-0.020,0.059,1.008
1610813064893,2021-01-16T09.04.24.893,27.197,-0.020,0.056,1.008
1610813064904,2021-01-16T09.04.24.904,27.208,-0.020,0.057,1.010
1610813064912,2021-01-16T09.04.24.912,27.216,-0.021,0.058,1.009
1610813064923,2021-01-16T09.04.24.923,27.227,-0.020,0.058,1.009
1610813064933,2021-01-16T09.04.24.933,27.237,-0.019,0.058,1.011
1610813064943,2021-01-16T09.04.24.943,27.247,-0.020,0.059,1.010
1610813064952,2021-01-16T09.04.24.952,27.256,-0.018,0.059,1.011
1610813064962,2021-01-16T09.04.24.962,27.266,-0.019,0.058,1.009
1610813064973,2021-01-16T09.04.24.973,27.277,-0.018,0.060,1.007
1610813064983,2021-01-16T09.04.24.983,27.287,-0.019,0.062,1.011
1610813064992,2021-01-16T09.04.24.992,27.296,-0.019,0.058,1.009
1610813065002,2021-01-16T09.04.25.002,27.306,-0.019,0.059,1.006
1610813065012,2021-01-16T09.04.25.012,27.316,-0.016,0.060,1.010
1610813065022,2021-01-16T09.04.25.022,27.326,-0.019,0.060,1.012
1610813065031,2021-01-16T09.04.25.031,27.335,-0.020,0.061,1.010
1610813065041,2021-01-16T09.04.25.041,27.345,-0.018,0.061,1.010
1610813065052,2021-01-16T09.04.25.052,27.356,-0.019,0.059,1.009
1610813065062,2021-01-16T09.04.25.062,27.366,-0.018,0.059,1.011
1610813065072,2021-01-16T09.04.25.072,27.376,-0.018,0.061,1.010
1610813065081,2021-01-16T09.04.25.081,27.385,-0.019,0.062,1.009
1610813065091,2021-01-16T09.04.25.091,27.395,-0.017,0.062,1.010
1610813065101,2021-01-16T09.04.25.101,27.405,-0.018,0.058,1.010
1610813065112,2021-01-16T09.04.25.112,27.416,-0.019,0.056,1.011
1610813065120,2021-01-16T09.04.25.120,27.424,-0.018,0.059,1.009
1610813065131,2021-01-16T09.04.25.131,27.435,-0.021,0.059,1.007
1610813065141,2021-01-16T09.04.25.141,27.445,-0.019,0.059,1.009
1610813065151,2021-01-16T09.04.25.151,27.455,-0.018,0.058,1.010
1610813065160,2021-01-16T09.04.25.160,27.464,-0.017,0.060,1.011
1610813065170,2021-01-16T09.04.25.170,27.474,-0.018,0.057,1.009
1610813065181,2021-01-16T09.04.25.181,27.485,-0.019,0.058,1.009
1610813065191,2021-01-16T09.04.25.191,27.495,-0.020,0.061,1.007
1610813065200,2021-01-16T09.04.25.200,27.504,-0.016,0.058,1.007
1610813065210,2021-01-16T09.04.25.210,27.514,-0.017,0.058,1.009
1610813065220,2021-01-16T09.04.25.220,27.524,-0.020,0.059,1.009
1610813065230,2021-01-16T09.04.25.230,27.534,-0.021,0.060,1.009
1610813065239,2021-01-16T09.04.25.239,27.543,-0.018,0.061,1.008
1610813065249,2021-01-16T09.04.25.249,27.553,-0.019,0.059,1.010
1610813065260,2021-01-16T09.04.25.260,27.564,-0.017,0.058,1.011
1610813065270,2021-01-16T09.04.25.270,27.574,-0.016,0.058,1.010
1610813065279,2021-01-16T09.04.25.279,27.583,-0.020,0.058,1.008
1610813065289,2021-01-16T09.04.25.289,27.593,-0.019,0.059,1.010
1610813065299,2021-01-16T09.04.25.299,27.603,-0.019,0.058,1.009
1610813065309,2021-01-16T09.04.25.309,27.613,-0.018,0.061,1.010
1610813065318,2021-01-16T09.04.25.318,27.622,-0.018,0.060,1.009
1610813065328,2021-01-16T09.04.25.328,27.632,-0.018,0.057,1.008
1610813065339,2021-01-16T09.04.25.339,27.643,-0.016,0.058,1.010
1610813065349,2021-01-16T09.04.25.349,27.653,-0.020,0.058,1.010
1610813065359,2021-01-16T09.04.25.359,27.663,-0.019,0.058,1.010
1610813065368,2021-01-16T09.04.25.368,27.672,-0.018,0.060,1.011
1610813065378,2021-01-16T09.04.25.378,27.682,-0.019,0.059,1.008
1610813065389,2021-01-16T09.04.25.389,27.693,-0.019,0.058,1.011
1610813065399,2021-01-16T09.04.25.399,27.703,-0.018,0.057,1.010
1610813065408,2021-01-16T09.04.25.408,27.712,-0.018,0.058,1.009
1610813065418,2021-01-16T09.04.25.418,27.722,-0.018,0.058,1.010
1610813065428,2021-01-16T09.04.25.428,27.732,-0.018,0.060,1.009
1610813065438,2021-01-16T09.04.25.438,27.742,-0.018,0.058,1.010
1610813065447,2021-01-16T09.04.25.447,27.751,-0.019,0.059,1.008
1610813065457,2021-01-16T09.04.25.457,27.761,-0.017,0.057,1.009
1610813065468,2021-01-16T09.04.25.468,27.772,-0.020,0.058,1.010
1610813065478,2021-01-16T09.04.25.478,27.782,-0.020,0.060,1.011
1610813065487,2021-01-16T09.04.25.487,27.791,-0.018,0.059,1.008
1610813065497,2021-01-16T09.04.25.497,27.801,-0.019,0.059,1.011
1610813065507,2021-01-16T09.04.25.507,27.811,-0.019,0.059,1.010
1610813065517,2021-01-16T09.04.25.517,27.821,-0.018,0.058,1.009
1610813065526,2021-01-16T09.04.25.526,27.830,-0.019,0.058,1.010
1610813065536,2021-01-16T09.04.25.536,27.840,-0.018,0.060,1.011
1610813065547,2021-01-16T09.04.25.547,27.851,-0.020,0.059,1.010
1610813065557,2021-01-16T09.04.25.557,27.861,-0.017,0.060,1.009
1610813065566,2021-01-16T09.04.25.566,27.870,-0.016,0.059,1.011
1610813065576,2021-01-16T09.04.25.576,27.880,-0.021,0.059,1.008
1610813065586,2021-01-16T09.04.25.586,27.890,-0.018,0.060,1.006
1610813065597,2021-01-16T09.04.25.597,27.901,-0.016,0.059,1.011
1610813065605,2021-01-16T09.04.25.605,27.909,-0.018,0.058,1.011
1610813065616,2021-01-16T09.04.25.616,27.920,-0.019,0.058,1.011
1610813065626,2021-01-16T09.04.25.626,27.930,-0.018,0.057,1.007
1610813065636,2021-01-16T09.04.25.636,27.940,-0.018,0.059,1.008
1610813065646,2021-01-16T09.04.25.646,27.950,-0.017,0.057,1.013
1610813065655,2021-01-16T09.04.25.655,27.959,-0.017,0.060,1.010
1610813065665,2021-01-16T09.04.25.665,27.969,-0.019,0.057,1.010
1610813065676,2021-01-16T09.04.25.676,27.980,-0.019,0.061,1.010
1610813065686,2021-01-16T09.04.25.686,27.990,-0.020,0.061,1.010
1610813065695,2021-01-16T09.04.25.695,27.999,-0.018,0.056,1.011
1610813065705,2021-01-16T09.04.25.705,28.009,-0.018,0.059,1.008
1610813065715,2021-01-16T09.04.25.715,28.019,-0.020,0.062,1.008
1610813065725,2021-01-16T09.04.25.725,28.029,-0.018,0.060,1.009
1610813065734,2021-01-16T09.04.25.734,28.038,-0.016,0.058,1.008
1610813065745,2021-01-16T09.04.25.745,28.049,-0.016,0.058,1.010
1610813065755,2021-01-16T09.04.25.755,28.059,-0.017,0.058,1.010
1610813065765,2021-01-16T09.04.25.765,28.069,-0.020,0.059,1.008
1610813065774,2021-01-16T09.04.25.774,28.078,-0.019,0.059,1.010
1610813065784,2021-01-16T09.04.25.784,28.088,-0.019,0.059,1.009
1610813065794,2021-01-16T09.04.25.794,28.098,-0.021,0.061,1.009
1610813065805,2021-01-16T09.04.25.805,28.109,-0.018,0.059,1.010
1610813065813,2021-01-16T09.04.25.813,28.117,-0.017,0.061,1.009
1610813065824,2021-01-16T09.04.25.824,28.128,-0.021,0.059,1.007
1610813065834,2021-01-16T09.04.25.834,28.138,-0.019,0.060,1.008
1610813065844,2021-01-16T09.04.25.844,28.148,-0.017,0.058,1.006
1610813065853,2021-01-16T09.04.25.853,28.157,-0.017,0.058,1.010
1610813065863,2021-01-16T09.04.25.863,28.167,-0.017,0.058,1.008
1610813065873,2021-01-16T09.04.25.873,28.177,-0.018,0.059,1.009
1610813065884,2021-01-16T09.04.25.884,28.188,-0.019,0.058,1.011
1610813065892,2021-01-16T09.04.25.892,28.196,-0.018,0.059,1.009
1610813065903,2021-01-16T09.04.25.903,28.207,-0.017,0.058,1.008
1610813065913,2021-01-16T09.04.25.913,28.217,-0.019,0.059,1.009
1610813065923,2021-01-16T09.04.25.923,28.227,-0.019,0.057,1.011
1610813065933,2021-01-16T09.04.25.933,28.237,-0.019,0.059,1.008
1610813065942,2021-01-16T09.04.25.942,28.246,-0.019,0.059,1.010
1610813065953,2021-01-16T09.04.25.953,28.257,-0.018,0.059,1.009
1610813065963,2021-01-16T09.04.25.963,28.267,-0.017,0.059,1.011
1610813065973,2021-01-16T09.04.25.973,28.277,-0.020,0.058,1.011
1610813065982,2021-01-16T09.04.25.982,28.286,-0.021,0.057,1.005
1610813065992,2021-01-16T09.04.25.992,28.296,-0.018,0.059,1.007
1610813066002,2021-01-16T09.04.26.002,28.306,-0.020,0.060,1.008
1610813066013,2021-01-16T09.04.26.013,28.317,-0.018,0.062,1.007
1610813066021,2021-01-16T09.04.26.021,28.325,-0.018,0.058,1.007
1610813066032,2021-01-16T09.04.26.032,28.336,-0.015,0.059,1.009
1610813066042,2021-01-16T09.04.26.042,28.346,-0.017,0.060,1.011
1610813066052,2021-01-16T09.04.26.052,28.356,-0.020,0.060,1.007
1610813066061,2021-01-16T09.04.26.061,28.365,-0.020,0.058,1.006
1610813066071,2021-01-16T09.04.26.071,28.375,-0.020,0.058,1.007
1610813066081,2021-01-16T09.04.26.081,28.385,-0.018,0.059,1.008
1610813066092,2021-01-16T09.04.26.092,28.396,-0.018,0.058,1.009
1610813066100,2021-01-16T09.04.26.100,28.404,-0.019,0.059,1.008
1610813066111,2021-01-16T09.04.26.111,28.415,-0.021,0.060,1.010
1610813066121,2021-01-16T09.04.26.121,28.425,-0.020,0.058,1.010
1610813066131,2021-01-16T09.04.26.131,28.435,-0.020,0.059,1.008
1610813066140,2021-01-16T09.04.26.140,28.444,-0.018,0.057,1.009
1610813066150,2021-01-16T09.04.26.150,28.454,-0.020,0.059,1.008
1610813066161,2021-01-16T09.04.26.161,28.465,-0.019,0.059,1.010
1610813066171,2021-01-16T09.04.26.171,28.475,-0.018,0.057,1.009
1610813066181,2021-01-16T09.04.26.181,28.485,-0.020,0.057,1.012
1610813066190,2021-01-16T09.04.26.190,28.494,-0.019,0.056,1.009
1610813066200,2021-01-16T09.04.26.200,28.504,-0.018,0.058,1.009
1610813066210,2021-01-16T09.04.26.210,28.514,-0.019,0.061,1.011
1610813066221,2021-01-16T09.04.26.221,28.525,-0.020,0.059,1.008
1610813066229,2021-01-16T09.04.26.229,28.533,-0.019,0.058,1.009
1610813066240,2021-01-16T09.04.26.240,28.544,-0.019,0.058,1.008
1610813066250,2021-01-16T09.04.26.250,28.554,-0.020,0.062,1.010
1610813066260,2021-01-16T09.04.26.260,28.564,-0.020,0.060,1.011
1610813066269,2021-01-16T09.04.26.269,28.573,-0.018,0.059,1.013
1610813066279,2021-01-16T09.04.26.279,28.583,-0.020,0.057,1.008
1610813066289,2021-01-16T09.04.26.289,28.593,-0.019,0.060,1.008
1610813066300,2021-01-16T09.04.26.300,28.604,-0.021,0.060,1.009
1610813066308,2021-01-16T09.04.26.308,28.612,-0.017,0.058,1.011
1610813066319,2021-01-16T09.04.26.319,28.623,-0.017,0.059,1.009
1610813066329,2021-01-16T09.04.26.329,28.633,-0.018,0.058,1.008
1610813066339,2021-01-16T09.04.26.339,28.643,-0.019,0.056,1.006
1610813066348,2021-01-16T09.04.26.348,28.652,-0.021,0.061,1.008
1610813066358,2021-01-16T09.04.26.358,28.662,-0.023,0.058,1.008
1610813066369,2021-01-16T09.04.26.369,28.673,-0.021,0.058,1.008
1610813066379,2021-01-16T09.04.26.379,28.683,-0.017,0.058,1.011
1610813066388,2021-01-16T09.04.26.388,28.692,-0.019,0.059,1.011
1610813066398,2021-01-16T09.04.26.398,28.702,-0.020,0.059,1.008
1610813066408,2021-01-16T09.04.26.408,28.712,-0.019,0.059,1.009
1610813066418,2021-01-16T09.04.26.418,28.722,-0.019,0.057,1.011
1610813066427,2021-01-16T09.04.26.427,28.731,-0.019,0.058,1.011
1610813066437,2021-01-16T09.04.26.437,28.741,-0.020,0.059,1.006
1610813066448,2021-01-16T09.04.26.448,28.752,-0.019,0.059,1.008
1610813066458,2021-01-16T09.04.26.458,28.762,-0.019,0.059,1.008
1610813066468,2021-01-16T09.04.26.468,28.772,-0.020,0.059,1.007
1610813066477,2021-01-16T09.04.26.477,28.781,-0.019,0.059,1.009
1610813066487,2021-01-16T09.04.26.487,28.791,-0.018,0.058,1.009
1610813066497,2021-01-16T09.04.26.497,28.801,-0.018,0.058,1.007
1610813066508,2021-01-16T09.04.26.508,28.812,-0.019,0.060,1.011
1610813066516,2021-01-16T09.04.26.516,28.820,-0.018,0.059,1.008
1610813066527,2021-01-16T09.04.26.527,28.831,-0.019,0.059,1.007
1610813066537,2021-01-16T09.04.26.537,28.841,-0.020,0.059,1.006
1610813066547,2021-01-16T09.04.26.547,28.851,-0.017,0.059,1.009
1610813066556,2021-01-16T09.04.26.556,28.860,-0.017,0.060,1.011
1610813066566,2021-01-16T09.04.26.566,28.870,-0.018,0.059,1.009
1610813066577,2021-01-16T09.04.26.577,28.881,-0.020,0.060,1.011
1610813066587,2021-01-16T09.04.26.587,28.891,-0.019,0.060,1.012
1610813066596,2021-01-16T09.04.26.596,28.900,-0.019,0.057,1.007
1610813066606,2021-01-16T09.04.26.606,28.910,-0.018,0.058,1.009
1610813066616,2021-01-16T09.04.26.616,28.920,-0.017,0.060,1.010
1610813066626,2021-01-16T09.04.26.626,28.930,-0.019,0.061,1.008
1610813066635,2021-01-16T09.04.26.635,28.939,-0.020,0.060,1.008
1610813066645,2021-01-16T09.04.26.645,28.949,-0.020,0.059,1.009
1610813066656,2021-01-16T09.04.26.656,28.960,-0.019,0.060,1.009
1610813066666,2021-01-16T09.04.26.666,28.970,-0.017,0.060,1.010
1610813066675,2021-01-16T09.04.26.675,28.979,-0.017,0.059,1.009
1610813066685,2021-01-16T09.04.26.685,28.989,-0.019,0.058,1.010
1610813066695,2021-01-16T09.04.26.695,28.999,-0.019,0.059,1.011
1610813066705,2021-01-16T09.04.26.705,29.009,-0.019,0.060,1.009
1610813066714,2021-01-16T09.04.26.714,29.018,-0.018,0.060,1.008
1610813066724,2021-01-16T09.04.26.724,29.028,-0.018,0.058,1.009
1610813066735,2021-01-16T09.04.26.735,29.039,-0.016,0.058,1.010
1610813066745,2021-01-16T09.04.26.745,29.049,-0.018,0.058,1.008
1610813066754,2021-01-16T09.04.26.754,29.058,-0.021,0.058,1.008
1610813066764,2021-01-16T09.04.26.764,29.068,-0.020,0.059,1.010
1610813066774,2021-01-16T09.04.26.774,29.078,-0.020,0.057,1.009
1610813066785,2021-01-16T09.04.26.785,29.089,-0.019,0.061,1.010
1610813066795,2021-01-16T09.04.26.795,29.099,-0.020,0.059,1.009
1610813066804,2021-01-16T09.04.26.804,29.108,-0.017,0.059,1.009
1610813066814,2021-01-16T09.04.26.814,29.118,-0.019,0.060,1.007
1610813066824,2021-01-16T09.04.26.824,29.128,-0.021,0.059,1.007
1610813066834,2021-01-16T09.04.26.834,29.138,-0.020,0.060,1.007
1610813066843,2021-01-16T09.04.26.843,29.147,-0.018,0.060,1.011
1610813066853,2021-01-16T09.04.26.853,29.157,-0.019,0.061,1.010
1610813066864,2021-01-16T09.04.26.864,29.168,-0.019,0.061,1.009
1610813066874,2021-01-16T09.04.26.874,29.178,-0.016,0.062,1.009
1610813066883,2021-01-16T09.04.26.883,29.187,-0.017,0.058,1.009
1610813066893,2021-01-16T09.04.26.893,29.197,-0.019,0.059,1.009
1610813066903,2021-01-16T09.04.26.903,29.207,-0.020,0.060,1.007
1610813066913,2021-01-16T09.04.26.913,29.217,-0.019,0.060,1.006
1610813066922,2021-01-16T09.04.26.922,29.226,-0.018,0.058,1.008
1610813066932,2021-01-16T09.04.26.932,29.236,-0.020,0.056,1.012
1610813066943,2021-01-16T09.04.26.943,29.247,-0.018,0.058,1.008
1610813066953,2021-01-16T09.04.26.953,29.257,-0.017,0.060,1.008
1610813066962,2021-01-16T09.04.26.962,29.266,-0.018,0.061,1.011
1610813066972,2021-01-16T09.04.26.972,29.276,-0.019,0.060,1.010
1610813066982,2021-01-16T09.04.26.982,29.286,-0.017,0.061,1.010
1610813066993,2021-01-16T09.04.26.993,29.297,-0.018,0.060,1.009
1610813067001,2021-01-16T09.04.27.001,29.305,-0.020,0.060,1.011
