epoc (ms),timestamp (-0700),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1610813038082,2021-01-16T09.03.58.082,0.386,-0.020,0.059,1.011
1610813038091,2021-01-16T09.03.58.091,0.395,-0.020,0.058,1.008
1610813038101,2021-01-16T09.03.58.101,0.405,-0.019,0.059,1.005
1610813038112,2021-01-16T09.03.58.112,0.416,-0.019,0.060,1.006
1610813038122,2021-01-16T09.03.58.122,0.426,-0.019,0.058,1.006
1610813038131,2021-01-16T09.03.58.131,0.435,-0.020,0.059,1.010
1610813038141,2021-01-16T09.03.58.141,0.445,-0.019,0.060,1.009
1610813038151,2021-01-16T09.03.58.151,0.455,-0.018,0.059,1.008
1610813038161,2021-01-16T09.03.58.161,0.465,-0.021,0.059,1.009
1610813038170,2021-01-16T09.03.58.170,0.474,-0.018,0.060,1.009
1610813038181,2021-01-16T09.03.58.181,0.485,-0.020,0.061,1.009
1610813038191,2021-01-16T09.03.58.191,0.495,-0.018,0.059,1.008
1610813038201,2021-01-16T09.03.58.201,0.505,-0.019,0.061,1.009
1610813038210,2021-01-16T09.03.58.210,0.514,-0.018,0.061,1.012
1610813038220,2021-01-16T09.03.58.220,0.524,-0.019,0.060,1.010
1610813038230,2021-01-16T09.03.58.230,0.534,-0.020,0.059,1.010
1610813038241,2021-01-16T09.03.58.241,0.545,-0.019,0.057,1.009
1610813038251,2021-01-16T09.03.58.251,0.555,-0.021,0.061,1.009
1610813038260,2021-01-16T09.03.58.260,0.564,-0.021,0.060,1.012
1610813038270,2021-01-16T09.03.58.270,0.574,-0.020,0.061,1.010
1610813038280,2021-01-16T09.03.58.280,0.584,-0.020,0.060,1.008
1610813038290,2021-01-16T09.03.58.290,0.594,-0.019,0.060,1.008
1610813038299,2021-01-16T09.03.58.299,0.603,-0.019,0.057,1.006
1610813038309,2021-01-16T09.03.58.309,0.613,-0.018,0.059,1.010
1610813038320,2021-01-16T09.03.58.320,0.624,-0.021,0.060,1.010
1610813038330,2021-01-16T09.03.58.330,0.634,-0.020,0.060,1.007
1610813038339,2021-01-16T09.03.58.339,0.643,-0.019,0.058,1.007
1610813038349,2021-01-16T09.03.58.349,0.653,-0.020,0.061,1.007
1610813038359,2021-01-16T09.03.58.359,0.663,-0.021,0.059,1.006
1610813038370,2021-01-16T09.03.58.370,0.674,-0.021,0.059,1.007
1610813038378,2021-01-16T09.03.58.378,0.682,-0.021,0.059,1.006
1610813038389,2021-01-16T09.03.58.389,0.693,-0.019,0.061,1.008
1610813038399,2021-01-16T09.03.58.399,0.703,-0.020,0.060,1.008
1610813038409,2021-01-16T09.03.58.409,0.713,-0.019,0.060,1.010
1610813038418,2021-01-16T09.03.58.418,0.722,-0.017,0.058,1.010
1610813038428,2021-01-16T09.03.58.428,0.732,-0.018,0.061,1.007
1610813038438,2021-01-16T09.03.58.438,0.742,-0.019,0.060,1.010
1610813038449,2021-01-16T09.03.58.449,0.753,-0.020,0.059,1.010
1610813038457,2021-01-16T09.03.58.457,0.761,-0.020,0.059,1.009
1610813038468,2021-01-16T09.03.58.468,0.772,-0.020,0.059,1.007
1610813038478,2021-01-16T09.03.58.478,0.782,-0.020,0.060,1.008
1610813038488,2021-01-16T09.03.58.488,0.792,-0.017,0.062,1.009
1610813038498,2021-01-16T09.03.58.498,0.802,-0.020,0.060,1.008
1610813038507,2021-01-16T09.03.58.507,0.811,-0.020,0.060,1.008
1610813038517,2021-01-16T09.03.58.517,0.821,-0.019,0.058,1.009
1610813038528,2021-01-16T09.03.58.528,0.832,-0.021,0.058,1.007
1610813038538,2021-01-16T09.03.58.538,0.842,-0.019,0.062,1.009
1610813038547,2021-01-16T09.03.58.547,0.851,-0.018,0.059,1.007
1610813038557,2021-01-16T09.03.58.557,0.861,-0.020,0.059,1.006
1610813038567,2021-01-16T09.03.58.567,0.871,-0.018,0.060,1.008
1610813038578,2021-01-16T09.03.58.578,0.882,-0.020,0.060,1.011
1610813038586,2021-01-16T09.03.58.586,0.890,-0.021,0.059,1.010
1610813038597,2021-01-16T09.03.58.597,0.901,-0.018,0.058,1.010
1610813038607,2021-01-16T09.03.58.607,0.911,-0.019,0.061,1.008
1610813038617,2021-01-16T09.03.58.617,0.921,-0.019,0.062,1.009
1610813038626,2021-01-16T09.03.58.626,0.930,-0.020,0.060,1.007
1610813038636,2021-01-16T09.03.58.636,0.940,-0.020,0.058,1.009
1610813038646,2021-01-16T09.03.58.646,0.950,-0.019,0.060,1.010
1610813038657,2021-01-16T09.03.58.657,0.961,-0.021,0.057,1.007
1610813038665,2021-01-16T09.03.58.665,0.969,-0.021,0.057,1.007
1610813038676,2021-01-16T09.03.58.676,0.980,-0.019,0.060,1.008
1610813038686,2021-01-16T09.03.58.686,0.990,-0.019,0.060,1.009
1610813038696,2021-01-16T09.03.58.696,1.000,-0.020,0.058,1.008
1610813038705,2021-01-16T09.03.58.705,1.009,-0.020,0.058,1.010
1610813038715,2021-01-16T09.03.58.715,1.019,-0.020,0.062,1.010
1610813038725,2021-01-16T09.03.58.725,1.029,-0.017,0.063,1.008
1610813038736,2021-01-16T09.03.58.736,1.040,-0.019,0.058,1.008
1610813038746,2021-01-16T09.03.58.746,1.050,-0.020,0.060,1.009
1610813038755,2021-01-16T09.03.58.755,1.059,-0.018,0.058,1.011
1610813038765,2021-01-16T09.03.58.765,1.069,-0.018,0.058,1.008
1610813038775,2021-01-16T09.03.58.775,1.079,-0.020,0.060,1.010
1610813038786,2021-01-16T09.03.58.786,1.090,-0.018,0.060,1.010
1610813038794,2021-01-16T09.03.58.794,1.098,-0.019,0.058,1.010
1610813038805,2021-01-16T09.03.58.805,1.109,-0.019,0.057,1.007
1610813038815,2021-01-16T09.03.58.815,1.119,-0.018,0.060,1.007
1610813038825,2021-01-16T09.03.58.825,1.129,-0.019,0.058,1.009
1610813038834,2021-01-16T09.03.58.834,1.138,-0.019,0.059,1.008
1610813038844,2021-01-16T09.03.58.844,1.148,-0.020,0.060,1.010
1610813038854,2021-01-16T09.03.58.854,1.158,-0.017,0.060,1.009
1610813038865,2021-01-16T09.03.58.865,1.169,-0.021,0.058,1.008
1610813038873,2021-01-16T09.03.58.873,1.177,-0.019,0.058,1.009
1610813038884,2021-01-16T09.03.58.884,1.188,-0.017,0.058,1.010
1610813038894,2021-01-16T09.03.58.894,1.198,-0.018,0.059,1.008
1610813038904,2021-01-16T09.03.58.904,1.208,-0.019,0.059,1.009
1610813038913,2021-01-16T09.03.58.913,1.217,-0.018,0.058,1.009
1610813038923,2021-01-16T09.03.58.923,1.227,-0.019,0.058,1.008
1610813038933,2021-01-16T09.03.58.933,1.237,-0.020,0.059,1.008
1610813038944,2021-01-16T09.03.58.944,1.248,-0.019,0.060,1.010
1610813038953,2021-01-16T09.03.58.953,1.257,-0.018,0.059,1.010
1610813038963,2021-01-16T09.03.58.963,1.267,-0.021,0.058,1.007
1610813038973,2021-01-16T09.03.58.973,1.277,-0.020,0.058,1.009
1610813038983,2021-01-16T09.03.58.983,1.287,-0.020,0.058,1.010
1610813038994,2021-01-16T09.03.58.994,1.298,-0.018,0.060,1.007
1610813039002,2021-01-16T09.03.59.002,1.306,-0.020,0.058,1.008
1610813039013,2021-01-16T09.03.59.013,1.317,-0.019,0.059,1.008
1610813039023,2021-01-16T09.03.59.023,1.327,-0.018,0.059,1.009
1610813039033,2021-01-16T09.03.59.033,1.337,-0.020,0.059,1.008
1610813039042,2021-01-16T09.03.59.042,1.346,-0.020,0.059,1.006
1610813039052,2021-01-16T09.03.59.052,1.356,-0.021,0.060,1.009
1610813039062,2021-01-16T09.03.59.062,1.366,-0.021,0.059,1.008
1610813039073,2021-01-16T09.03.59.073,1.377,-0.017,0.061,1.006
1610813039081,2021-01-16T09.03.59.081,1.385,-0.019,0.059,1.008
1610813039092,2021-01-16T09.03.59.092,1.396,-0.022,0.058,1.010
1610813039102,2021-01-16T09.03.59.102,1.406,-0.020,0.057,1.011
1610813039112,2021-01-16T09.03.59.112,1.416,-0.020,0.059,1.008
1610813039121,2021-01-16T09.03.59.121,1.425,-0.020,0.059,1.010
1610813039131,2021-01-16T09.03.59.131,1.435,-0.021,0.059,1.010
1610813039141,2021-01-16T09.03.59.141,1.445,-0.019,0.057,1.010
1610813039152,2021-01-16T09.03.59.152,1.456,-0.017,0.057,1.011
1610813039161,2021-01-16T09.03.59.161,1.465,-0.017,0.058,1.006
1610813039171,2021-01-16T09.03.59.171,1.475,-0.018,0.059,1.008
1610813039181,2021-01-16T09.03.59.181,1.485,-0.021,0.060,1.007
1610813039191,2021-01-16T09.03.59.191,1.495,-0.019,0.059,1.008
1610813039200,2021-01-16T09.03.59.200,1.504,-0.018,0.058,1.011
1610813039210,2021-01-16T09.03.59.210,1.514,-0.019,0.059,1.011
1610813039221,2021-01-16T09.03.59.221,1.525,-0.020,0.059,1.011
1610813039231,2021-01-16T09.03.59.231,1.535,-0.018,0.059,1.008
1610813039241,2021-01-16T09.03.59.241,1.545,-0.019,0.058,1.007
1610813039250,2021-01-16T09.03.59.250,1.554,-0.020,0.059,1.008
1610813039260,2021-01-16T09.03.59.260,1.564,-0.020,0.060,1.009
1610813039270,2021-01-16T09.03.59.270,1.574,-0.021,0.059,1.010
1610813039281,2021-01-16T09.03.59.281,1.585,-0.020,0.057,1.006
1610813039289,2021-01-16T09.03.59.289,1.593,-0.018,0.058,1.010
1610813039300,2021-01-16T09.03.59.300,1.604,-0.017,0.059,1.011
1610813039310,2021-01-16T09.03.59.310,1.614,-0.020,0.059,1.008
1610813039320,2021-01-16T09.03.59.320,1.624,-0.021,0.057,1.007
1610813039329,2021-01-16T09.03.59.329,1.633,-0.019,0.057,1.008
1610813039339,2021-01-16T09.03.59.339,1.643,-0.018,0.059,1.010
1610813039349,2021-01-16T09.03.59.349,1.653,-0.020,0.061,1.009
1610813039360,2021-01-16T09.03.59.360,1.664,-0.018,0.060,1.009
1610813039369,2021-01-16T09.03.59.369,1.673,-0.017,0.060,1.010
1610813039379,2021-01-16T09.03.59.379,1.683,-0.021,0.059,1.009
1610813039389,2021-01-16T09.03.59.389,1.693,-0.018,0.059,1.007
1610813039399,2021-01-16T09.03.59.399,1.703,-0.019,0.060,1.007
1610813039408,2021-01-16T09.03.59.408,1.712,-0.021,0.058,1.009
1610813039418,2021-01-16T09.03.59.418,1.722,-0.019,0.059,1.008
1610813039429,2021-01-16T09.03.59.429,1.733,-0.020,0.058,1.010
1610813039439,2021-01-16T09.03.59.439,1.743,-0.021,0.057,1.009
1610813039448,2021-01-16T09.03.59.448,1.752,-0.019,0.058,1.011
1610813039458,2021-01-16T09.03.59.458,1.762,-0.019,0.058,1.009
1610813039468,2021-01-16T09.03.59.468,1.772,-0.018,0.060,1.009
1610813039478,2021-01-16T09.03.59.478,1.782,-0.020,0.060,1.008
1610813039487,2021-01-16T09.03.59.487,1.791,-0.019,0.057,1.010
1610813039497,2021-01-16T09.03.59.497,1.801,-0.019,0.058,1.010
1610813039508,2021-01-16T09.03.59.508,1.812,-0.020,0.057,1.008
1610813039518,2021-01-16T09.03.59.518,1.822,-0.019,0.060,1.009
1610813039528,2021-01-16T09.03.59.528,1.832,-0.019,0.061,1.010
1610813039537,2021-01-16T09.03.59.537,1.841,-0.019,0.061,1.010
1610813039547,2021-01-16T09.03.59.547,1.851,-0.018,0.059,1.011
1610813039557,2021-01-16T09.03.59.557,1.861,-0.019,0.058,1.010
1610813039568,2021-01-16T09.03.59.568,1.872,-0.019,0.059,1.007
1610813039577,2021-01-16T09.03.59.577,1.881,-0.020,0.058,1.008
1610813039587,2021-01-16T09.03.59.587,1.891,-0.018,0.060,1.010
1610813039597,2021-01-16T09.03.59.597,1.901,-0.020,0.060,1.009
1610813039607,2021-01-16T09.03.59.607,1.911,-0.019,0.057,1.010
1610813039616,2021-01-16T09.03.59.616,1.920,-0.018,0.059,1.008
1610813039626,2021-01-16T09.03.59.626,1.930,-0.018,0.062,1.008
1610813039637,2021-01-16T09.03.59.637,1.941,-0.019,0.060,1.007
1610813039647,2021-01-16T09.03.59.647,1.951,-0.020,0.059,1.009
1610813039656,2021-01-16T09.03.59.656,1.960,-0.019,0.059,1.009
1610813039666,2021-01-16T09.03.59.666,1.970,-0.019,0.060,1.009
1610813039676,2021-01-16T09.03.59.676,1.980,-0.019,0.060,1.010
1610813039686,2021-01-16T09.03.59.686,1.990,-0.022,0.059,1.010
1610813039695,2021-01-16T09.03.59.695,1.999,-0.020,0.061,1.007
1610813039705,2021-01-16T09.03.59.705,2.009,-0.019,0.060,1.008
1610813039716,2021-01-16T09.03.59.716,2.020,-0.020,0.059,1.008
1610813039726,2021-01-16T09.03.59.726,2.030,-0.020,0.058,1.008
1610813039735,2021-01-16T09.03.59.735,2.039,-0.020,0.057,1.010
1610813039745,2021-01-16T09.03.59.745,2.049,-0.021,0.058,1.009
1610813039755,2021-01-16T09.03.59.755,2.059,-0.019,0.059,1.009
1610813039766,2021-01-16T09.03.59.766,2.070,-0.019,0.059,1.008
1610813039776,2021-01-16T09.03.59.776,2.080,-0.021,0.058,1.007
1610813039785,2021-01-16T09.03.59.785,2.089,-0.020,0.057,1.007
1610813039795,2021-01-16T09.03.59.795,2.099,-0.018,0.060,1.008
1610813039805,2021-01-16T09.03.59.805,2.109,-0.017,0.061,1.008
1610813039815,2021-01-16T09.03.59.815,2.119,-0.019,0.060,1.008
1610813039824,2021-01-16T09.03.59.824,2.128,-0.019,0.058,1.008
1610813039834,2021-01-16T09.03.59.834,2.138,-0.019,0.061,1.010
1610813039845,2021-01-16T09.03.59.845,2.149,-0.019,0.060,1.011
1610813039855,2021-01-16T09.03.59.855,2.159,-0.019,0.059,1.008
1610813039864,2021-01-16T09.03.59.864,2.168,-0.020,0.059,1.008
1610813039874,2021-01-16T09.03.59.874,2.178,-0.021,0.059,1.009
1610813039884,2021-01-16T09.03.59.884,2.188,-0.019,0.059,1.010
1610813039894,2021-01-16T09.03.59.894,2.198,-0.021,0.059,1.010
1610813039903,2021-01-16T09.03.59.903,2.207,-0.020,0.059,1.011
1610813039913,2021-01-16T09.03.59.913,2.217,-0.019,0.058,1.010
1610813039924,2021-01-16T09.03.59.924,2.228,-0.018,0.059,1.009
1610813039934,2021-01-16T09.03.59.934,2.238,-0.018,0.059,1.009
1610813039943,2021-01-16T09.03.59.943,2.247,-0.020,0.059,1.010
1610813039953,2021-01-16T09.03.59.953,2.257,-0.019,0.060,1.011
1610813039963,2021-01-16T09.03.59.963,2.267,-0.018,0.059,1.008
1610813039974,2021-01-16T09.03.59.974,2.278,-0.020,0.058,1.008
1610813039984,2021-01-16T09.03.59.984,2.288,-0.020,0.057,1.010
1610813039993,2021-01-16T09.03.59.993,2.297,-0.019,0.058,1.009
1610813040003,2021-01-16T09.04.00.003,2.307,-0.021,0.059,1.008
1610813040013,2021-01-16T09.04.00.013,2.317,-0.016,0.057,1.010
1610813040023,2021-01-16T09.04.00.023,2.327,-0.020,0.058,1.007
1610813040032,2021-01-16T09.04.00.032,2.336,-0.019,0.059,1.009
1610813040042,2021-01-16T09.04.00.042,2.346,-0.020,0.060,1.011
1610813040053,2021-01-16T09.04.00.053,2.357,-0.018,0.061,1.007
1610813040063,2021-01-16T09.04.00.063,2.367,-0.018,0.060,1.011
1610813040072,2021-01-16T09.04.00.072,2.376,-0.020,0.058,1.009
1610813040082,2021-01-16T09.04.00.082,2.386,-0.021,0.058,1.009
1610813040092,2021-01-16T09.04.00.092,2.396,-0.019,0.058,1.010
1610813040102,2021-01-16T09.04.00.102,2.406,-0.019,0.058,1.010
1610813040111,2021-01-16T09.04.00.111,2.415,-0.018,0.059,1.009
1610813040121,2021-01-16T09.04.00.121,2.425,-0.020,0.059,1.008
1610813040132,2021-01-16T09.04.00.132,2.436,-0.019,0.057,1.010
1610813040142,2021-01-16T09.04.00.142,2.446,-0.018,0.060,1.007
1610813040151,2021-01-16T09.04.00.151,2.455,-0.020,0.060,1.007
1610813040161,2021-01-16T09.04.00.161,2.465,-0.017,0.061,1.008
1610813040171,2021-01-16T09.04.00.171,2.475,-0.021,0.059,1.012
1610813040182,2021-01-16T09.04.00.182,2.486,-0.019,0.057,1.012
1610813040190,2021-01-16T09.04.00.190,2.494,-0.020,0.058,1.009
1610813040201,2021-01-16T09.04.00.201,2.505,-0.020,0.059,1.007
1610813040211,2021-01-16T09.04.00.211,2.515,-0.019,0.059,1.009
1610813040221,2021-01-16T09.04.00.221,2.525,-0.018,0.059,1.013
1610813040230,2021-01-16T09.04.00.230,2.534,-0.019,0.061,1.009
1610813040240,2021-01-16T09.04.00.240,2.544,-0.021,0.059,1.008
1610813040250,2021-01-16T09.04.00.250,2.554,-0.019,0.060,1.010
1610813040261,2021-01-16T09.04.00.261,2.565,-0.019,0.060,1.010
1610813040271,2021-01-16T09.04.00.271,2.575,-0.019,0.059,1.009
1610813040280,2021-01-16T09.04.00.280,2.584,-0.020,0.056,1.008
1610813040290,2021-01-16T09.04.00.290,2.594,-0.019,0.058,1.009
1610813040300,2021-01-16T09.04.00.300,2.604,-0.018,0.060,1.011
1610813040310,2021-01-16T09.04.00.310,2.614,-0.019,0.059,1.009
1610813040319,2021-01-16T09.04.00.319,2.623,-0.019,0.060,1.010
1610813040329,2021-01-16T09.04.00.329,2.633,-0.018,0.059,1.009
1610813040340,2021-01-16T09.04.00.340,2.644,-0.019,0.060,1.009
1610813040350,2021-01-16T09.04.00.350,2.654,-0.019,0.061,1.008
1610813040359,2021-01-16T09.04.00.359,2.663,-0.019,0.059,1.010
1610813040369,2021-01-16T09.04.00.369,2.673,-0.018,0.061,1.010
1610813040379,2021-01-16T09.04.00.379,2.683,-0.021,0.060,1.011
1610813040390,2021-01-16T09.04.00.390,2.694,-0.018,0.060,1.010
1610813040398,2021-01-16T09.04.00.398,2.702,-0.019,0.059,1.008
1610813040409,2021-01-16T09.04.00.409,2.713,-0.019,0.062,1.008
1610813040419,2021-01-16T09.04.00.419,2.723,-0.019,0.060,1.009
1610813040429,2021-01-16T09.04.00.429,2.733,-0.018,0.062,1.008
1610813040438,2021-01-16T09.04.00.438,2.742,-0.017,0.060,1.010
1610813040448,2021-01-16T09.04.00.448,2.752,-0.019,0.060,1.008
1610813040458,2021-01-16T09.04.00.458,2.762,-0.018,0.059,1.009
1610813040469,2021-01-16T09.04.00.469,2.773,-0.019,0.060,1.008
1610813040477,2021-01-16T09.04.00.477,2.781,-0.018,0.059,1.007
1610813040488,2021-01-16T09.04.00.488,2.792,-0.019,0.057,1.009
1610813040498,2021-01-16T09.04.00.498,2.802,-0.020,0.058,1.009
1610813040508,2021-01-16T09.04.00.508,2.812,-0.018,0.061,1.009
1610813040518,2021-01-16T09.04.00.518,2.822,-0.018,0.060,1.006
1610813040527,2021-01-16T09.04.00.527,2.831,-0.019,0.059,1.013
1610813040537,2021-01-16T09.04.00.537,2.841,-0.021,0.059,1.012
1610813040548,2021-01-16T09.04.00.548,2.852,-0.019,0.060,1.008
1610813040558,2021-01-16T09.04.00.558,2.862,-0.018,0.060,1.007
1610813040567,2021-01-16T09.04.00.567,2.871,-0.020,0.062,1.007
1610813040577,2021-01-16T09.04.00.577,2.881,-0.020,0.061,1.010
1610813040587,2021-01-16T09.04.00.587,2.891,-0.018,0.061,1.010
1610813040598,2021-01-16T09.04.00.598,2.902,-0.018,0.059,1.008
1610813040606,2021-01-16T09.04.00.606,2.910,-0.021,0.060,1.012
1610813040617,2021-01-16T09.04.00.617,2.921,-0.020,0.061,1.010
1610813040627,2021-01-16T09.04.00.627,2.931,-0.018,0.060,1.008
1610813040637,2021-01-16T09.04.00.637,2.941,-0.021,0.061,1.010
1610813040646,2021-01-16T09.04.00.646,2.950,-0.021,0.059,1.009
1610813040656,2021-01-16T09.04.00.656,2.960,-0.017,0.059,1.007
1610813040666,2021-01-16T09.04.00.666,2.970,-0.019,0.061,1.009
1610813040677,2021-01-16T09.04.00.677,2.981,-0.020,0.058,1.009
1610813040685,2021-01-16T09.04.00.685,2.989,-0.021,0.059,1.011
1610813040696,2021-01-16T09.04.00.696,3.000,-0.019,0.059,1.008
1610813040706,2021-01-16T09.04.00.706,3.010,-0.018,0.057,1.008
1610813040716,2021-01-16T09.04.00.716,3.020,-0.018,0.058,1.007
1610813040725,2021-01-16T09.04.00.725,3.029,-0.019,0.058,1.010
1610813040735,2021-01-16T09.04.00.735,3.039,-0.019,0.059,1.011
1610813040745,2021-01-16T09.04.00.745,3.049,-0.019,0.060,1.008
1610813040756,2021-01-16T09.04.00.756,3.060,-0.020,0.058,1.011
1610813040766,2021-01-16T09.04.00.766,3.070,-0.020,0.060,1.011
1610813040775,2021-01-16T09.04.00.775,3.079,-0.019,0.060,1.009
1610813040785,2021-01-16T09.04.00.785,3.089,-0.019,0.060,1.010
1610813040795,2021-01-16T09.04.00.795,3.099,-0.021,0.059,1.009
1610813040806,2021-01-16T09.04.00.806,3.110,-0.020,0.060,1.007
1610813040814,2021-01-16T09.04.00.814,3.118,-0.020,0.059,1.012
1610813040825,2021-01-16T09.04.00.825,3.129,-0.019,0.058,1.011
1610813040835,2021-01-16T09.04.00.835,3.139,-0.018,0.060,1.010
1610813040845,2021-01-16T09.04.00.845,3.149,-0.018,0.059,1.009
1610813040854,2021-01-16T09.04.00.854,3.158,-0.021,0.059,1.009
1610813040864,2021-01-16T09.04.00.864,3.168,-0.017,0.059,1.008
1610813040874,2021-01-16T09.04.00.874,3.178,-0.018,0.057,1.010
1610813040885,2021-01-16T09.04.00.885,3.189,-0.020,0.058,1.012
1610813040893,2021-01-16T09.04.00.893,3.197,-0.019,0.060,1.009
1610813040904,2021-01-16T09.04.00.904,3.208,-0.017,0.059,1.008
1610813040914,2021-01-16T09.04.00.914,3.218,-0.018,0.061,1.010
1610813040924,2021-01-16T09.04.00.924,3.228,-0.018,0.058,1.011
1610813040933,2021-01-16T09.04.00.933,3.237,-0.020,0.062,1.009
1610813040943,2021-01-16T09.04.00.943,3.247,-0.020,0.057,1.008
1610813040953,2021-01-16T09.04.00.953,3.257,-0.020,0.059,1.009
1610813040964,2021-01-16T09.04.00.964,3.268,-0.020,0.060,1.008
1610813040973,2021-01-16T09.04.00.973,3.277,-0.020,0.057,1.010
1610813040983,2021-01-16T09.04.00.983,3.287,-0.019,0.060,1.010
1610813040993,2021-01-16T09.04.00.993,3.297,-0.018,0.061,1.009
1610813041003,2021-01-16T09.04.01.003,3.307,-0.019,0.059,1.009
1610813041012,2021-01-16T09.04.01.012,3.316,-0.019,0.060,1.010
1610813041022,2021-01-16T09.04.01.022,3.326,-0.019,0.061,1.010
1610813041033,2021-01-16T09.04.01.033,3.337,-0.021,0.061,1.010
1610813041043,2021-01-16T09.04.01.043,3.347,-0.019,0.061,1.009
1610813041053,2021-01-16T09.04.01.053,3.357,-0.019,0.059,1.008
1610813041062,2021-01-16T09.04.01.062,3.366,-0.020,0.060,1.007
1610813041072,2021-01-16T09.04.01.072,3.376,-0.020,0.060,1.010
1610813041082,2021-01-16T09.04.01.082,3.386,-0.020,0.060,1.011
1610813041093,2021-01-16T09.04.01.093,3.397,-0.020,0.060,1.009
1610813041101,2021-01-16T09.04.01.101,3.405,-0.019,0.060,1.011
1610813041112,2021-01-16T09.04.01.112,3.416,-0.020,0.060,1.010
1610813041122,2021-01-16T09.04.01.122,3.426,-0.022,0.057,1.008
1610813041132,2021-01-16T09.04.01.132,3.436,-0.021,0.056,1.007
1610813041141,2021-01-16T09.04.01.141,3.445,-0.020,0.058,1.009
1610813041151,2021-01-16T09.04.01.151,3.455,-0.021,0.060,1.012
1610813041161,2021-01-16T09.04.01.161,3.465,-0.021,0.059,1.009
1610813041172,2021-01-16T09.04.01.172,3.476,-0.018,0.059,1.009
1610813041181,2021-01-16T09.04.01.181,3.485,-0.018,0.058,1.010
1610813041191,2021-01-16T09.04.01.191,3.495,-0.020,0.059,1.010
1610813041201,2021-01-16T09.04.01.201,3.505,-0.020,0.060,1.009
1610813041211,2021-01-16T09.04.01.211,3.515,-0.017,0.058,1.011
1610813041220,2021-01-16T09.04.01.220,3.524,-0.017,0.061,1.010
1610813041230,2021-01-16T09.04.01.230,3.534,-0.020,0.063,1.007
1610813041241,2021-01-16T09.04.01.241,3.545,-0.020,0.059,1.009
1610813041251,2021-01-16T09.04.01.251,3.555,-0.018,0.058,1.006
1610813041260,2021-01-16T09.04.01.260,3.564,-0.018,0.059,1.006
1610813041270,2021-01-16T09.04.01.270,3.574,-0.019,0.060,1.008
1610813041280,2021-01-16T09.04.01.280,3.584,-0.018,0.058,1.009
1610813041290,2021-01-16T09.04.01.290,3.594,-0.019,0.057,1.008
1610813041301,2021-01-16T09.04.01.301,3.605,-0.021,0.062,1.010
1610813041309,2021-01-16T09.04.01.309,3.613,-0.020,0.060,1.011
