10Hz,YAW,THRESHOLDS_0.5HZ_GAP6S_100TRIALS_20193281550_1.CSV,,
0,0,
100,0,,,,,,,,,
200,-0.0114,,,,,,,,,
300,0,,,,,,,,,
400,0,,,,,,,,,
500,0.0229,,,,,,,,,
600,0.0522,,,,,,,,,
700,0.0343,,,,,,,,,
800,0.0458,,,,,,,,,
900,0.063,,,,,,,,,
1000,0.0229,,,,,,,,,
1100,0.0526,,,,,,,,,
1200,0.0343,,,,,,,,,
1300,0.0229,,,,,,,,,
1400,0.0458,,,,,,,,,
1500,0.0229,,,,,,,,,
1600,0.0229,,,,,,,,,
1700,0.0114,,,,,,,,,
1800,0,,,,,,,,,
1900,0,,,,,,,,,
2000,0,,,,,,,,,
2100,0,,,,,,,,,
2200,0,,,,,,,,,
2300,0.0114,,,,,,,,,
2400,0,,,,,,,,,
2500,0,,,,,,,,,
2600,0,,,,,,,,,
2700,0,,,,,,,,,
2800,0,,,,,,,,,
2900,-0.0114,,,,,,,,,
3000,-0.0114,,,,,,,,,
3100,0,,,,,,,,,
3200,0.0114,,,,,,,,,
3300,0,,,,,,,,,
3400,0,,,,,,,,,
3500,0,,,,,,,,,
3600,0,,,,,,,,,
3700,0,,,,,,,,,
3800,-0.0114,,,,,,,,,
3900,0,,,,,,,,,
4000,0,,,,,,,,,
4100,0,,,,,,,,,
4200,0,,,,,,,,,
4300,0.0114,,,,,,,,,
4400,0.0114,,,,,,,,,
4500,0,,,,,,,,,
4600,0,,,,,,,,,
4700,-0.0114,,,,,,,,,
4800,0,,,,,,,,,
4900,0,,,,,,,,,
5000,0,,,,,,,,,
5100,-0.0114,,,,,,,,,
5200,0,,,,,,,,,
5300,0.0114,,,,,,,,,
5400,0,,,,,,,,,
5500,0.0114,,,,,,,,,
5600,0,,,,,,,,,
5700,0,,,,,,,,,
5800,0,,,,,,,,,
5900,0.0114,,,,,,,,,
6000,0,,,,,,,,,
6100,0.0114,,,,,,,,,
6200,-0.0114,,,,,,,,,
6300,0,,,,,,,,,
6400,0,,,,,,,,,
6500,0,,,,,,,,,
6600,0.0114,,,,,,,,,
6700,0.0114,,,,,,,,,
6800,0.0114,,,,,,,,,
6900,-0.0114,,,,,,,,,
7000,-0.0114,,,,,,,,,
7100,0,,,,,,,,,
7200,0.0114,,,,,,,,,
7300,0.0114,,,,,,,,,
7400,0,,,,,,,,,
7500,0,,,,,,,,,
7600,-0.0114,,,,,,,,,
7700,0,,,,,,,,,
7800,-0.0114,,,,,,,,,
7900,0,,,,,,,,,
8000,0.0114,,,,,,,,,
8100,-0.0114,,,,,,,,,
