epoc (ms),timestamp (-0700),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1610125533116,2021-01-08T10.05.33.116,26.386,0.033,-0.097,1.000
1610125533126,2021-01-08T10.05.33.126,26.396,0.032,-0.096,1.001
1610125533136,2021-01-08T10.05.33.136,26.406,0.030,-0.094,1.000
1610125533147,2021-01-08T10.05.33.147,26.417,0.033,-0.097,0.997
1610125533155,2021-01-08T10.05.33.155,26.425,0.035,-0.098,0.989
1610125533166,2021-01-08T10.05.33.166,26.436,0.033,-0.099,0.993
1610125533176,2021-01-08T10.05.33.176,26.446,0.034,-0.100,0.997
1610125533186,2021-01-08T10.05.33.186,26.456,0.034,-0.098,1.000
1610125533197,2021-01-08T10.05.33.197,26.467,0.034,-0.098,1.001
1610125533205,2021-01-08T10.05.33.205,26.475,0.032,-0.100,1.000
1610125533216,2021-01-08T10.05.33.216,26.486,0.033,-0.100,0.994
1610125533226,2021-01-08T10.05.33.226,26.496,0.032,-0.102,0.991
1610125533236,2021-01-08T10.05.33.236,26.506,0.034,-0.097,0.991
1610125533245,2021-01-08T10.05.33.245,26.515,0.035,-0.097,0.997
1610125533255,2021-01-08T10.05.33.255,26.525,0.032,-0.097,1.002
1610125533265,2021-01-08T10.05.33.265,26.535,0.032,-0.096,1.001
1610125533276,2021-01-08T10.05.33.276,26.546,0.032,-0.099,1.000
1610125533284,2021-01-08T10.05.33.284,26.554,0.032,-0.097,0.994
1610125533295,2021-01-08T10.05.33.295,26.565,0.033,-0.098,0.991
1610125533305,2021-01-08T10.05.33.305,26.575,0.033,-0.099,0.990
1610125533315,2021-01-08T10.05.33.315,26.585,0.033,-0.097,0.994
1610125533324,2021-01-08T10.05.33.324,26.594,0.033,-0.099,1.002
1610125533334,2021-01-08T10.05.33.334,26.604,0.033,-0.098,1.004
1610125533344,2021-01-08T10.05.33.344,26.614,0.031,-0.100,0.998
1610125533355,2021-01-08T10.05.33.355,26.625,0.032,-0.099,0.993
1610125533363,2021-01-08T10.05.33.363,26.633,0.031,-0.100,0.993
1610125533374,2021-01-08T10.05.33.374,26.644,0.032,-0.097,0.991
1610125533384,2021-01-08T10.05.33.384,26.654,0.031,-0.096,0.995
1610125533394,2021-01-08T10.05.33.394,26.664,0.034,-0.094,1.001
1610125533403,2021-01-08T10.05.33.403,26.673,0.032,-0.095,1.000
1610125533413,2021-01-08T10.05.33.413,26.683,0.032,-0.096,0.996
1610125533424,2021-01-08T10.05.33.424,26.694,0.031,-0.098,0.992
1610125533434,2021-01-08T10.05.33.434,26.704,0.031,-0.100,0.991
1610125533444,2021-01-08T10.05.33.444,26.714,0.034,-0.099,0.991
1610125533453,2021-01-08T10.05.33.453,26.723,0.032,-0.099,0.998
1610125533463,2021-01-08T10.05.33.463,26.733,0.033,-0.099,1.000
1610125533473,2021-01-08T10.05.33.473,26.743,0.031,-0.099,0.998
1610125533484,2021-01-08T10.05.33.484,26.754,0.031,-0.101,0.994
1610125533492,2021-01-08T10.05.33.492,26.762,0.033,-0.099,0.991
1610125533503,2021-01-08T10.05.33.503,26.773,0.032,-0.099,0.991
1610125533513,2021-01-08T10.05.33.513,26.783,0.032,-0.096,0.994
1610125533523,2021-01-08T10.05.33.523,26.793,0.032,-0.096,0.998
1610125533532,2021-01-08T10.05.33.532,26.802,0.035,-0.095,0.999
1610125533542,2021-01-08T10.05.33.542,26.812,0.035,-0.096,0.997
1610125533552,2021-01-08T10.05.33.552,26.822,0.034,-0.097,0.996
1610125533563,2021-01-08T10.05.33.563,26.833,0.032,-0.101,0.993
1610125533572,2021-01-08T10.05.33.572,26.842,0.032,-0.101,0.994
1610125533582,2021-01-08T10.05.33.582,26.852,0.032,-0.096,0.997
1610125533592,2021-01-08T10.05.33.592,26.862,0.035,-0.099,0.999
1610125533602,2021-01-08T10.05.33.602,26.872,0.034,-0.099,1.001
1610125533611,2021-01-08T10.05.33.611,26.881,0.032,-0.099,1.000
1610125533621,2021-01-08T10.05.33.621,26.891,0.033,-0.096,0.994
1610125533632,2021-01-08T10.05.33.632,26.902,0.033,-0.097,0.992
1610125533642,2021-01-08T10.05.33.642,26.912,0.031,-0.101,0.994
1610125533651,2021-01-08T10.05.33.651,26.921,0.033,-0.098,0.996
1610125533661,2021-01-08T10.05.33.661,26.931,0.033,-0.095,0.998
1610125533671,2021-01-08T10.05.33.671,26.941,0.035,-0.098,0.999
1610125533681,2021-01-08T10.05.33.681,26.951,0.036,-0.099,0.997
1610125533690,2021-01-08T10.05.33.690,26.960,0.035,-0.100,0.994
1610125533700,2021-01-08T10.05.33.700,26.970,0.029,-0.099,0.991
1610125533711,2021-01-08T10.05.33.711,26.981,0.029,-0.098,0.992
1610125533721,2021-01-08T10.05.33.721,26.991,0.035,-0.101,0.997
1610125533731,2021-01-08T10.05.33.731,27.001,0.036,-0.099,1.003
1610125533740,2021-01-08T10.05.33.740,27.010,0.034,-0.096,0.998
1610125533750,2021-01-08T10.05.33.750,27.020,0.032,-0.097,0.994
1610125533760,2021-01-08T10.05.33.760,27.030,0.032,-0.100,0.993
1610125533771,2021-01-08T10.05.33.771,27.041,0.033,-0.099,0.992
1610125533780,2021-01-08T10.05.33.780,27.050,0.029,-0.098,0.995
1610125533790,2021-01-08T10.05.33.790,27.060,0.030,-0.096,0.998
1610125533800,2021-01-08T10.05.33.800,27.070,0.034,-0.096,1.002
1610125533810,2021-01-08T10.05.33.810,27.080,0.035,-0.099,1.002
1610125533819,2021-01-08T10.05.33.819,27.089,0.032,-0.100,0.995
1610125533829,2021-01-08T10.05.33.829,27.099,0.034,-0.098,0.993
1610125533840,2021-01-08T10.05.33.840,27.110,0.036,-0.099,0.993
1610125533850,2021-01-08T10.05.33.850,27.120,0.032,-0.099,0.995
1610125533859,2021-01-08T10.05.33.859,27.129,0.033,-0.099,0.997
1610125533869,2021-01-08T10.05.33.869,27.139,0.032,-0.098,0.997
1610125533879,2021-01-08T10.05.33.879,27.149,0.033,-0.096,0.998
1610125533889,2021-01-08T10.05.33.889,27.159,0.032,-0.099,0.996
1610125533898,2021-01-08T10.05.33.898,27.168,0.032,-0.098,0.992
1610125533908,2021-01-08T10.05.33.908,27.178,0.031,-0.099,0.990
1610125533919,2021-01-08T10.05.33.919,27.189,0.031,-0.100,0.994
1610125533929,2021-01-08T10.05.33.929,27.199,0.033,-0.097,0.997
1610125533938,2021-01-08T10.05.33.938,27.208,0.034,-0.096,1.000
1610125533948,2021-01-08T10.05.33.948,27.218,0.033,-0.097,1.002
1610125533958,2021-01-08T10.05.33.958,27.228,0.035,-0.098,0.994
1610125533968,2021-01-08T10.05.33.968,27.238,0.032,-0.100,0.992
1610125533979,2021-01-08T10.05.33.979,27.249,0.032,-0.101,0.993
1610125533988,2021-01-08T10.05.33.988,27.258,0.033,-0.099,0.995
1610125533998,2021-01-08T10.05.33.998,27.268,0.033,-0.097,0.999
1610125534008,2021-01-08T10.05.34.008,27.278,0.031,-0.098,1.002
1610125534018,2021-01-08T10.05.34.018,27.288,0.034,-0.098,1.001
1610125534027,2021-01-08T10.05.34.027,27.297,0.033,-0.101,0.994
1610125534037,2021-01-08T10.05.34.037,27.307,0.032,-0.100,0.993
1610125534048,2021-01-08T10.05.34.048,27.318,0.032,-0.096,0.995
1610125534058,2021-01-08T10.05.34.058,27.328,0.035,-0.096,0.998
1610125534067,2021-01-08T10.05.34.067,27.337,0.033,-0.097,1.000
1610125534077,2021-01-08T10.05.34.077,27.347,0.033,-0.098,0.999
1610125534087,2021-01-08T10.05.34.087,27.357,0.033,-0.099,0.995
1610125534097,2021-01-08T10.05.34.097,27.367,0.032,-0.098,0.995
1610125534106,2021-01-08T10.05.34.106,27.376,0.033,-0.100,0.994
1610125534116,2021-01-08T10.05.34.116,27.386,0.032,-0.099,0.994
1610125534127,2021-01-08T10.05.34.127,27.397,0.029,-0.099,0.994
1610125534137,2021-01-08T10.05.34.137,27.407,0.034,-0.098,0.997
1610125534146,2021-01-08T10.05.34.146,27.416,0.034,-0.098,1.000
1610125534156,2021-01-08T10.05.34.156,27.426,0.033,-0.097,0.997
1610125534166,2021-01-08T10.05.34.166,27.436,0.034,-0.096,0.992
1610125534176,2021-01-08T10.05.34.176,27.446,0.032,-0.100,0.993
1610125534185,2021-01-08T10.05.34.185,27.455,0.031,-0.100,0.996
1610125534196,2021-01-08T10.05.34.196,27.466,0.032,-0.099,0.999
1610125534206,2021-01-08T10.05.34.206,27.476,0.032,-0.096,1.000
1610125534216,2021-01-08T10.05.34.216,27.486,0.036,-0.097,0.999
1610125534226,2021-01-08T10.05.34.226,27.496,0.035,-0.101,0.997
1610125534235,2021-01-08T10.05.34.235,27.505,0.033,-0.101,0.991
1610125534245,2021-01-08T10.05.34.245,27.515,0.032,-0.098,0.993
1610125534256,2021-01-08T10.05.34.256,27.526,0.033,-0.099,0.998
1610125534266,2021-01-08T10.05.34.266,27.536,0.034,-0.099,1.001
1610125534275,2021-01-08T10.05.34.275,27.545,0.032,-0.096,1.000
1610125534285,2021-01-08T10.05.34.285,27.555,0.033,-0.096,0.996
1610125534295,2021-01-08T10.05.34.295,27.565,0.032,-0.097,0.993
1610125534305,2021-01-08T10.05.34.305,27.575,0.033,-0.101,0.994
1610125534314,2021-01-08T10.05.34.314,27.584,0.034,-0.099,0.994
1610125534324,2021-01-08T10.05.34.324,27.594,0.032,-0.097,0.997
1610125534335,2021-01-08T10.05.34.335,27.605,0.033,-0.098,1.000
1610125534345,2021-01-08T10.05.34.345,27.615,0.031,-0.098,0.999
1610125534354,2021-01-08T10.05.34.354,27.624,0.031,-0.099,0.997
1610125534364,2021-01-08T10.05.34.364,27.634,0.033,-0.097,0.992
1610125534374,2021-01-08T10.05.34.374,27.644,0.034,-0.100,0.991
1610125534384,2021-01-08T10.05.34.384,27.654,0.032,-0.098,0.995
1610125534393,2021-01-08T10.05.34.393,27.663,0.031,-0.099,0.996
1610125534404,2021-01-08T10.05.34.404,27.674,0.034,-0.095,0.999
1610125534414,2021-01-08T10.05.34.414,27.684,0.032,-0.095,1.000
1610125534424,2021-01-08T10.05.34.424,27.694,0.035,-0.096,0.995
1610125534433,2021-01-08T10.05.34.433,27.703,0.035,-0.099,0.992
1610125534443,2021-01-08T10.05.34.443,27.713,0.033,-0.098,0.990
1610125534453,2021-01-08T10.05.34.453,27.723,0.030,-0.098,0.992
1610125534464,2021-01-08T10.05.34.464,27.734,0.031,-0.096,0.999
1610125534474,2021-01-08T10.05.34.474,27.744,0.033,-0.098,1.002
1610125534483,2021-01-08T10.05.34.483,27.753,0.033,-0.099,1.003
1610125534493,2021-01-08T10.05.34.493,27.763,0.032,-0.098,0.999
1610125534503,2021-01-08T10.05.34.503,27.773,0.032,-0.098,0.993
1610125534513,2021-01-08T10.05.34.513,27.783,0.032,-0.100,0.991
1610125534522,2021-01-08T10.05.34.522,27.792,0.032,-0.097,0.990
1610125534532,2021-01-08T10.05.34.532,27.802,0.033,-0.099,0.994
1610125534543,2021-01-08T10.05.34.543,27.813,0.036,-0.097,0.999
1610125534553,2021-01-08T10.05.34.553,27.823,0.031,-0.094,1.000
1610125534562,2021-01-08T10.05.34.562,27.832,0.033,-0.098,0.998
1610125534572,2021-01-08T10.05.34.572,27.842,0.033,-0.100,0.992
1610125534582,2021-01-08T10.05.34.582,27.852,0.033,-0.101,0.992
1610125534592,2021-01-08T10.05.34.592,27.862,0.032,-0.099,0.995
1610125534601,2021-01-08T10.05.34.601,27.871,0.034,-0.098,0.997
1610125534612,2021-01-08T10.05.34.612,27.882,0.031,-0.099,1.000
1610125534622,2021-01-08T10.05.34.622,27.892,0.030,-0.099,0.998
1610125534632,2021-01-08T10.05.34.632,27.902,0.032,-0.098,0.996
1610125534641,2021-01-08T10.05.34.641,27.911,0.034,-0.099,0.995
1610125534651,2021-01-08T10.05.34.651,27.921,0.036,-0.098,0.993
1610125534661,2021-01-08T10.05.34.661,27.931,0.032,-0.097,0.996
1610125534672,2021-01-08T10.05.34.672,27.942,0.031,-0.094,0.997
1610125534680,2021-01-08T10.05.34.680,27.950,0.034,-0.097,0.999
1610125534691,2021-01-08T10.05.34.691,27.961,0.033,-0.099,1.002
1610125534701,2021-01-08T10.05.34.701,27.971,0.030,-0.098,0.999
1610125534711,2021-01-08T10.05.34.711,27.981,0.031,-0.098,0.994
1610125534720,2021-01-08T10.05.34.720,27.990,0.034,-0.100,0.992
1610125534730,2021-01-08T10.05.34.730,28.000,0.033,-0.100,0.993
1610125534740,2021-01-08T10.05.34.740,28.010,0.033,-0.099,0.997
1610125534751,2021-01-08T10.05.34.751,28.021,0.031,-0.095,0.996
1610125534761,2021-01-08T10.05.34.761,28.031,0.032,-0.097,1.000
1610125534770,2021-01-08T10.05.34.770,28.040,0.034,-0.099,0.996
1610125534780,2021-01-08T10.05.34.780,28.050,0.034,-0.098,0.993
1610125534790,2021-01-08T10.05.34.790,28.060,0.033,-0.098,0.992
1610125534801,2021-01-08T10.05.34.801,28.071,0.032,-0.098,0.993
1610125534809,2021-01-08T10.05.34.809,28.079,0.035,-0.097,1.000
1610125534820,2021-01-08T10.05.34.820,28.090,0.032,-0.096,1.000
1610125534830,2021-01-08T10.05.34.830,28.100,0.032,-0.097,0.997
1610125534840,2021-01-08T10.05.34.840,28.110,0.033,-0.100,0.994
1610125534849,2021-01-08T10.05.34.849,28.119,0.034,-0.102,0.993
1610125534859,2021-01-08T10.05.34.859,28.129,0.032,-0.100,0.994
1610125534869,2021-01-08T10.05.34.869,28.139,0.033,-0.096,0.997
1610125534880,2021-01-08T10.05.34.880,28.150,0.033,-0.098,1.000
1610125534888,2021-01-08T10.05.34.888,28.158,0.033,-0.098,0.998
1610125534899,2021-01-08T10.05.34.899,28.169,0.033,-0.097,0.997
1610125534909,2021-01-08T10.05.34.909,28.179,0.035,-0.097,0.993
1610125534919,2021-01-08T10.05.34.919,28.189,0.033,-0.097,0.994
1610125534928,2021-01-08T10.05.34.928,28.198,0.032,-0.098,0.995
1610125534938,2021-01-08T10.05.34.938,28.208,0.032,-0.098,0.996
1610125534948,2021-01-08T10.05.34.948,28.218,0.033,-0.097,0.997
1610125534959,2021-01-08T10.05.34.959,28.229,0.033,-0.101,1.000
1610125534967,2021-01-08T10.05.34.967,28.237,0.034,-0.098,0.997
1610125534978,2021-01-08T10.05.34.978,28.248,0.033,-0.097,0.990
1610125534988,2021-01-08T10.05.34.988,28.258,0.032,-0.098,0.993
1610125534998,2021-01-08T10.05.34.998,28.268,0.032,-0.101,0.995
1610125535009,2021-01-08T10.05.35.009,28.279,0.032,-0.100,0.998
1610125535017,2021-01-08T10.05.35.017,28.287,0.032,-0.097,1.002
1610125535028,2021-01-08T10.05.35.028,28.298,0.032,-0.095,0.998
1610125535038,2021-01-08T10.05.35.038,28.308,0.032,-0.099,0.994
1610125535048,2021-01-08T10.05.35.048,28.318,0.033,-0.100,0.991
1610125535057,2021-01-08T10.05.35.057,28.327,0.032,-0.098,0.992
1610125535067,2021-01-08T10.05.35.067,28.337,0.030,-0.098,0.996
1610125535077,2021-01-08T10.05.35.077,28.347,0.033,-0.098,0.998
1610125535088,2021-01-08T10.05.35.088,28.358,0.034,-0.098,1.002
1610125535096,2021-01-08T10.05.35.096,28.366,0.031,-0.097,0.996
1610125535107,2021-01-08T10.05.35.107,28.377,0.032,-0.097,0.996
1610125535117,2021-01-08T10.05.35.117,28.387,0.033,-0.102,0.992
1610125535127,2021-01-08T10.05.35.127,28.397,0.034,-0.100,0.992
1610125535136,2021-01-08T10.05.35.136,28.406,0.035,-0.097,0.992
1610125535146,2021-01-08T10.05.35.146,28.416,0.033,-0.098,1.000
1610125535156,2021-01-08T10.05.35.156,28.426,0.032,-0.098,1.001
1610125535167,2021-01-08T10.05.35.167,28.437,0.030,-0.097,0.999
1610125535176,2021-01-08T10.05.35.176,28.446,0.032,-0.097,0.992
1610125535186,2021-01-08T10.05.35.186,28.456,0.033,-0.098,0.994
1610125535196,2021-01-08T10.05.35.196,28.466,0.035,-0.098,0.997
1610125535206,2021-01-08T10.05.35.206,28.476,0.034,-0.099,0.994
1610125535215,2021-01-08T10.05.35.215,28.485,0.030,-0.098,0.999
1610125535225,2021-01-08T10.05.35.225,28.495,0.032,-0.098,1.000
1610125535236,2021-01-08T10.05.35.236,28.506,0.033,-0.100,1.000
1610125535246,2021-01-08T10.05.35.246,28.516,0.033,-0.097,0.996
1610125535256,2021-01-08T10.05.35.256,28.526,0.033,-0.098,0.992
1610125535265,2021-01-08T10.05.35.265,28.535,0.033,-0.098,0.992
1610125535275,2021-01-08T10.05.35.275,28.545,0.034,-0.097,0.995
1610125535285,2021-01-08T10.05.35.285,28.555,0.032,-0.095,0.998
1610125535296,2021-01-08T10.05.35.296,28.566,0.031,-0.096,0.998
1610125535304,2021-01-08T10.05.35.304,28.574,0.030,-0.098,0.998
1610125535315,2021-01-08T10.05.35.315,28.585,0.034,-0.099,0.997
1610125535325,2021-01-08T10.05.35.325,28.595,0.034,-0.099,0.992
1610125535335,2021-01-08T10.05.35.335,28.605,0.033,-0.100,0.989
1610125535344,2021-01-08T10.05.35.344,28.614,0.034,-0.099,0.993
1610125535354,2021-01-08T10.05.35.354,28.624,0.033,-0.098,0.999
1610125535364,2021-01-08T10.05.35.364,28.634,0.034,-0.098,1.001
1610125535375,2021-01-08T10.05.35.375,28.645,0.034,-0.099,0.998
1610125535384,2021-01-08T10.05.35.384,28.654,0.033,-0.100,0.997
1610125535394,2021-01-08T10.05.35.394,28.664,0.033,-0.100,0.996
1610125535404,2021-01-08T10.05.35.404,28.674,0.034,-0.098,0.997
1610125535414,2021-01-08T10.05.35.414,28.684,0.033,-0.097,0.997
1610125535423,2021-01-08T10.05.35.423,28.693,0.034,-0.096,0.997
1610125535433,2021-01-08T10.05.35.433,28.703,0.029,-0.095,0.998
1610125535444,2021-01-08T10.05.35.444,28.714,0.032,-0.096,1.000
1610125535454,2021-01-08T10.05.35.454,28.724,0.035,-0.100,0.998
1610125535463,2021-01-08T10.05.35.463,28.733,0.033,-0.100,0.994
1610125535473,2021-01-08T10.05.35.473,28.743,0.032,-0.102,0.992
1610125535483,2021-01-08T10.05.35.483,28.753,0.034,-0.098,0.995
1610125535493,2021-01-08T10.05.35.493,28.763,0.035,-0.098,1.000
1610125535504,2021-01-08T10.05.35.504,28.774,0.033,-0.098,0.998
1610125535512,2021-01-08T10.05.35.512,28.782,0.034,-0.098,0.997
1610125535523,2021-01-08T10.05.35.523,28.793,0.036,-0.099,0.998
1610125535533,2021-01-08T10.05.35.533,28.803,0.032,-0.098,0.994
1610125535543,2021-01-08T10.05.35.543,28.813,0.032,-0.100,0.995
1610125535552,2021-01-08T10.05.35.552,28.822,0.033,-0.096,0.995
1610125535562,2021-01-08T10.05.35.562,28.832,0.032,-0.095,1.000
1610125535572,2021-01-08T10.05.35.572,28.842,0.034,-0.099,1.000
1610125535583,2021-01-08T10.05.35.583,28.853,0.032,-0.101,0.993
1610125535592,2021-01-08T10.05.35.592,28.862,0.032,-0.097,0.989
1610125535602,2021-01-08T10.05.35.602,28.872,0.032,-0.098,0.996
1610125535612,2021-01-08T10.05.35.612,28.882,0.034,-0.100,1.000
1610125535622,2021-01-08T10.05.35.622,28.892,0.034,-0.099,0.997
1610125535631,2021-01-08T10.05.35.631,28.901,0.030,-0.098,0.996
1610125535641,2021-01-08T10.05.35.641,28.911,0.031,-0.097,0.996
1610125535652,2021-01-08T10.05.35.652,28.922,0.032,-0.100,0.995
1610125535662,2021-01-08T10.05.35.662,28.932,0.034,-0.098,0.991
1610125535671,2021-01-08T10.05.35.671,28.941,0.032,-0.095,0.993
1610125535681,2021-01-08T10.05.35.681,28.951,0.033,-0.096,0.996
1610125535691,2021-01-08T10.05.35.691,28.961,0.033,-0.098,1.001
1610125535701,2021-01-08T10.05.35.701,28.971,0.033,-0.098,1.000
1610125535710,2021-01-08T10.05.35.710,28.980,0.033,-0.097,0.995
1610125535720,2021-01-08T10.05.35.720,28.990,0.032,-0.098,0.996
1610125535731,2021-01-08T10.05.35.731,29.001,0.034,-0.101,0.995
1610125535741,2021-01-08T10.05.35.741,29.011,0.034,-0.099,0.996
1610125535750,2021-01-08T10.05.35.750,29.020,0.032,-0.097,0.995
1610125535760,2021-01-08T10.05.35.760,29.030,0.035,-0.097,0.998
1610125535770,2021-01-08T10.05.35.770,29.040,0.033,-0.099,0.999
1610125535780,2021-01-08T10.05.35.780,29.050,0.030,-0.097,0.998
1610125535791,2021-01-08T10.05.35.791,29.061,0.030,-0.098,0.993
1610125535800,2021-01-08T10.05.35.800,29.070,0.031,-0.100,0.990
1610125535810,2021-01-08T10.05.35.810,29.080,0.031,-0.098,0.992
1610125535820,2021-01-08T10.05.35.820,29.090,0.033,-0.098,0.994
1610125535830,2021-01-08T10.05.35.830,29.100,0.032,-0.097,0.999
1610125535839,2021-01-08T10.05.35.839,29.109,0.034,-0.098,1.000
1610125535849,2021-01-08T10.05.35.849,29.119,0.032,-0.099,0.998
1610125535860,2021-01-08T10.05.35.860,29.130,0.033,-0.099,0.994
1610125535870,2021-01-08T10.05.35.870,29.140,0.034,-0.099,0.993
1610125535879,2021-01-08T10.05.35.879,29.149,0.035,-0.100,0.996
1610125535889,2021-01-08T10.05.35.889,29.159,0.033,-0.098,0.998
1610125535899,2021-01-08T10.05.35.899,29.169,0.033,-0.097,0.995
1610125535909,2021-01-08T10.05.35.909,29.179,0.033,-0.097,0.996
1610125535918,2021-01-08T10.05.35.918,29.188,0.031,-0.098,0.997
1610125535928,2021-01-08T10.05.35.928,29.198,0.034,-0.099,0.995
1610125535939,2021-01-08T10.05.35.939,29.209,0.032,-0.099,0.993
1610125535949,2021-01-08T10.05.35.949,29.219,0.033,-0.098,0.992
1610125535958,2021-01-08T10.05.35.958,29.228,0.034,-0.097,0.996
1610125535968,2021-01-08T10.05.35.968,29.238,0.032,-0.096,0.998
1610125535978,2021-01-08T10.05.35.978,29.248,0.032,-0.097,0.997
1610125535988,2021-01-08T10.05.35.988,29.258,0.034,-0.100,0.995
1610125535997,2021-01-08T10.05.35.997,29.267,0.033,-0.101,0.994
1610125536008,2021-01-08T10.05.36.008,29.278,0.034,-0.099,0.994
1610125536018,2021-01-08T10.05.36.018,29.288,0.033,-0.097,0.995
1610125536028,2021-01-08T10.05.36.028,29.298,0.031,-0.098,0.997
1610125536038,2021-01-08T10.05.36.038,29.308,0.032,-0.099,0.998
1610125536047,2021-01-08T10.05.36.047,29.317,0.033,-0.098,0.998
1610125536057,2021-01-08T10.05.36.057,29.327,0.034,-0.097,0.996
1610125536068,2021-01-08T10.05.36.068,29.338,0.033,-0.095,0.995
1610125536078,2021-01-08T10.05.36.078,29.348,0.034,-0.098,0.995
1610125536087,2021-01-08T10.05.36.087,29.357,0.034,-0.100,0.997
1610125536097,2021-01-08T10.05.36.097,29.367,0.034,-0.098,0.998
1610125536107,2021-01-08T10.05.36.107,29.377,0.035,-0.098,0.998
1610125536117,2021-01-08T10.05.36.117,29.387,0.033,-0.100,0.998
1610125536126,2021-01-08T10.05.36.126,29.396,0.032,-0.099,0.994
1610125536136,2021-01-08T10.05.36.136,29.406,0.033,-0.100,0.995
1610125536147,2021-01-08T10.05.36.147,29.417,0.034,-0.101,0.997
1610125536157,2021-01-08T10.05.36.157,29.427,0.032,-0.100,0.994
1610125536166,2021-01-08T10.05.36.166,29.436,0.032,-0.096,0.996
1610125536176,2021-01-08T10.05.36.176,29.446,0.034,-0.097,0.999
1610125536186,2021-01-08T10.05.36.186,29.456,0.035,-0.099,0.996
1610125536197,2021-01-08T10.05.36.197,29.467,0.033,-0.099,0.993
1610125536205,2021-01-08T10.05.36.205,29.475,0.032,-0.099,0.992
1610125536216,2021-01-08T10.05.36.216,29.486,0.033,-0.096,0.997
1610125536226,2021-01-08T10.05.36.226,29.496,0.030,-0.098,0.996
1610125536236,2021-01-08T10.05.36.236,29.506,0.033,-0.099,0.996
1610125536245,2021-01-08T10.05.36.245,29.515,0.031,-0.097,0.993
1610125536255,2021-01-08T10.05.36.255,29.525,0.030,-0.101,0.994
1610125536265,2021-01-08T10.05.36.265,29.535,0.034,-0.103,0.995
1610125536276,2021-01-08T10.05.36.276,29.546,0.031,-0.096,0.997
1610125536284,2021-01-08T10.05.36.284,29.554,0.032,-0.097,0.994
1610125536295,2021-01-08T10.05.36.295,29.565,0.031,-0.098,0.999
1610125536305,2021-01-08T10.05.36.305,29.575,0.033,-0.099,0.999
1610125536315,2021-01-08T10.05.36.315,29.585,0.033,-0.096,0.996
1610125536325,2021-01-08T10.05.36.325,29.595,0.032,-0.097,0.997
1610125536334,2021-01-08T10.05.36.334,29.604,0.034,-0.098,0.995
1610125536344,2021-01-08T10.05.36.344,29.614,0.033,-0.098,0.995
1610125536355,2021-01-08T10.05.36.355,29.625,0.032,-0.098,0.997
1610125536365,2021-01-08T10.05.36.365,29.635,0.031,-0.096,0.996
1610125536374,2021-01-08T10.05.36.374,29.644,0.033,-0.100,0.999
1610125536384,2021-01-08T10.05.36.384,29.654,0.033,-0.101,0.998
1610125536394,2021-01-08T10.05.36.394,29.664,0.032,-0.098,0.995
1610125536405,2021-01-08T10.05.36.405,29.675,0.033,-0.099,0.992
1610125536413,2021-01-08T10.05.36.413,29.683,0.031,-0.102,0.995
1610125536424,2021-01-08T10.05.36.424,29.694,0.032,-0.100,0.995
1610125536434,2021-01-08T10.05.36.434,29.704,0.032,-0.097,0.996
1610125536444,2021-01-08T10.05.36.444,29.714,0.033,-0.095,0.998
1610125536453,2021-01-08T10.05.36.453,29.723,0.033,-0.100,1.000
1610125536463,2021-01-08T10.05.36.463,29.733,0.031,-0.098,0.994
1610125536473,2021-01-08T10.05.36.473,29.743,0.031,-0.098,0.994
1610125536484,2021-01-08T10.05.36.484,29.754,0.035,-0.100,0.997
1610125536492,2021-01-08T10.05.36.492,29.762,0.033,-0.101,0.997
1610125536503,2021-01-08T10.05.36.503,29.773,0.031,-0.096,0.997
1610125536513,2021-01-08T10.05.36.513,29.783,0.032,-0.098,1.000
1610125536523,2021-01-08T10.05.36.523,29.793,0.032,-0.102,0.997
1610125536532,2021-01-08T10.05.36.532,29.802,0.033,-0.099,0.996
1610125536542,2021-01-08T10.05.36.542,29.812,0.034,-0.098,0.993
1610125536552,2021-01-08T10.05.36.552,29.822,0.035,-0.097,0.996
1610125536563,2021-01-08T10.05.36.563,29.833,0.033,-0.100,0.996
1610125536573,2021-01-08T10.05.36.573,29.843,0.030,-0.099,0.997
1610125536582,2021-01-08T10.05.36.582,29.852,0.033,-0.097,0.997
1610125536592,2021-01-08T10.05.36.592,29.862,0.033,-0.096,0.999
1610125536602,2021-01-08T10.05.36.602,29.872,0.031,-0.097,0.997
1610125536613,2021-01-08T10.05.36.613,29.883,0.030,-0.100,0.995
1610125536621,2021-01-08T10.05.36.621,29.891,0.032,-0.100,0.994
1610125536632,2021-01-08T10.05.36.632,29.902,0.034,-0.100,0.996
1610125536642,2021-01-08T10.05.36.642,29.912,0.032,-0.099,0.998
1610125536652,2021-01-08T10.05.36.652,29.922,0.033,-0.099,0.999
1610125536661,2021-01-08T10.05.36.661,29.931,0.033,-0.098,0.998
1610125536671,2021-01-08T10.05.36.671,29.941,0.032,-0.099,0.997
1610125536681,2021-01-08T10.05.36.681,29.951,0.031,-0.100,0.997
1610125536692,2021-01-08T10.05.36.692,29.962,0.034,-0.098,0.995
1610125536700,2021-01-08T10.05.36.700,29.970,0.036,-0.096,0.996
1610125536711,2021-01-08T10.05.36.711,29.981,0.033,-0.096,0.996
1610125536721,2021-01-08T10.05.36.721,29.991,0.034,-0.098,0.998
1610125536731,2021-01-08T10.05.36.731,30.001,0.035,-0.099,0.996
1610125536740,2021-01-08T10.05.36.740,30.010,0.033,-0.098,0.993
