epoc (ms),timestamp (-0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1610813596942,2021-01-16T09.13.16.942,0.000,-0.183,-0.244,-0.305
1610813596951,2021-01-16T09.13.16.951,0.009,0.122,-0.183,-0.244
1610813596961,2021-01-16T09.13.16.961,0.019,0.183,-0.122,-0.244
1610813596972,2021-01-16T09.13.16.972,0.030,0.122,-0.183,-0.305
1610813596982,2021-01-16T09.13.16.982,0.040,0.061,-0.244,-0.244
1610813596991,2021-01-16T09.13.16.991,0.049,0.122,-0.244,-0.305
1610813597001,2021-01-16T09.13.17.001,0.059,0.061,-0.183,-0.305
1610813597011,2021-01-16T09.13.17.011,0.069,0.122,-0.122,-0.244
1610813597022,2021-01-16T09.13.17.022,0.080,0.183,-0.183,-0.244
1610813597030,2021-01-16T09.13.17.030,0.088,0.122,-0.244,-0.305
1610813597041,2021-01-16T09.13.17.041,0.099,0.122,-0.366,-0.305
1610813597051,2021-01-16T09.13.17.051,0.109,0.061,-0.244,-0.305
1610813597061,2021-01-16T09.13.17.061,0.119,0.122,-0.122,-0.244
1610813597070,2021-01-16T09.13.17.070,0.128,0.122,-0.183,-0.305
1610813597080,2021-01-16T09.13.17.080,0.138,0.061,-0.183,-0.305
1610813597090,2021-01-16T09.13.17.090,0.148,0.183,-0.183,-0.305
1610813597101,2021-01-16T09.13.17.101,0.159,0.061,-0.183,-0.305
1610813597109,2021-01-16T09.13.17.109,0.167,0.061,-0.183,-0.305
1610813597120,2021-01-16T09.13.17.120,0.178,0.122,-0.244,-0.305
1610813597130,2021-01-16T09.13.17.130,0.188,0.122,-0.122,-0.305
1610813597140,2021-01-16T09.13.17.140,0.198,0.244,-0.183,-0.366
1610813597149,2021-01-16T09.13.17.149,0.207,0.183,-0.122,-0.305
1610813597159,2021-01-16T09.13.17.159,0.217,0.122,-0.122,-0.305
1610813597170,2021-01-16T09.13.17.170,0.228,0.000,-0.244,-0.366
1610813597180,2021-01-16T09.13.17.180,0.238,0.061,-0.244,-0.305
1610813597189,2021-01-16T09.13.17.189,0.247,0.122,-0.183,-0.305
1610813597199,2021-01-16T09.13.17.199,0.257,0.122,-0.183,-0.305
1610813597209,2021-01-16T09.13.17.209,0.267,0.122,-0.183,-0.305
1610813597219,2021-01-16T09.13.17.219,0.277,0.122,-0.183,-0.305
1610813597230,2021-01-16T09.13.17.230,0.288,0.122,-0.183,-0.244
1610813597238,2021-01-16T09.13.17.238,0.296,0.183,-0.183,-0.366
1610813597249,2021-01-16T09.13.17.249,0.307,0.061,-0.244,-0.366
1610813597259,2021-01-16T09.13.17.259,0.317,0.122,-0.244,-0.305
1610813597269,2021-01-16T09.13.17.269,0.327,0.122,-0.305,-0.305
1610813597278,2021-01-16T09.13.17.278,0.336,0.061,-0.183,-0.305
1610813597288,2021-01-16T09.13.17.288,0.346,0.183,-0.183,-0.366
1610813597298,2021-01-16T09.13.17.298,0.356,0.183,-0.244,-0.305
1610813597309,2021-01-16T09.13.17.309,0.367,0.183,-0.183,-0.366
1610813597317,2021-01-16T09.13.17.317,0.375,0.122,-0.183,-0.305
1610813597328,2021-01-16T09.13.17.328,0.386,0.183,-0.183,-0.244
1610813597338,2021-01-16T09.13.17.338,0.396,0.183,-0.122,-0.305
1610813597348,2021-01-16T09.13.17.348,0.406,0.061,-0.183,-0.244
1610813597357,2021-01-16T09.13.17.357,0.415,0.122,-0.122,-0.305
1610813597367,2021-01-16T09.13.17.367,0.425,0.183,-0.183,-0.244
1610813597378,2021-01-16T09.13.17.378,0.436,0.122,-0.244,-0.244
1610813597388,2021-01-16T09.13.17.388,0.446,0.122,-0.122,-0.244
1610813597397,2021-01-16T09.13.17.397,0.455,0.061,-0.183,-0.366
1610813597407,2021-01-16T09.13.17.407,0.465,0.122,-0.244,-0.244
1610813597417,2021-01-16T09.13.17.417,0.475,0.122,-0.244,-0.305
1610813597427,2021-01-16T09.13.17.427,0.485,0.183,-0.183,-0.244
1610813597436,2021-01-16T09.13.17.436,0.494,0.122,-0.122,-0.244
1610813597446,2021-01-16T09.13.17.446,0.504,0.183,-0.244,-0.244
1610813597457,2021-01-16T09.13.17.457,0.515,0.061,-0.183,-0.305
1610813597467,2021-01-16T09.13.17.467,0.525,0.061,-0.122,-0.305
1610813597477,2021-01-16T09.13.17.477,0.535,0.122,-0.122,-0.305
1610813597486,2021-01-16T09.13.17.486,0.544,0.061,-0.122,-0.366
1610813597496,2021-01-16T09.13.17.496,0.554,0.061,-0.183,-0.305
1610813597506,2021-01-16T09.13.17.506,0.564,0.122,-0.183,-0.305
1610813597517,2021-01-16T09.13.17.517,0.575,0.061,-0.122,-0.305
1610813597525,2021-01-16T09.13.17.525,0.583,0.061,-0.122,-0.366
1610813597536,2021-01-16T09.13.17.536,0.594,0.183,-0.183,-0.366
1610813597546,2021-01-16T09.13.17.546,0.604,0.122,-0.122,-0.305
1610813597556,2021-01-16T09.13.17.556,0.614,0.061,-0.122,-0.305
1610813597565,2021-01-16T09.13.17.565,0.623,0.122,-0.183,-0.244
1610813597575,2021-01-16T09.13.17.575,0.633,0.122,-0.183,-0.305
1610813597586,2021-01-16T09.13.17.586,0.644,0.061,-0.183,-0.366
1610813597596,2021-01-16T09.13.17.596,0.654,0.122,-0.122,-0.305
1610813597605,2021-01-16T09.13.17.605,0.663,0.183,-0.244,-0.366
1610813597615,2021-01-16T09.13.17.615,0.673,0.183,-0.244,-0.305
1610813597625,2021-01-16T09.13.17.625,0.683,0.305,-0.183,-0.305
1610813597635,2021-01-16T09.13.17.635,0.693,0.183,-0.122,-0.244
1610813597644,2021-01-16T09.13.17.644,0.702,0.122,-0.183,-0.244
1610813597654,2021-01-16T09.13.17.654,0.712,0.122,-0.183,-0.305
1610813597665,2021-01-16T09.13.17.665,0.723,0.122,-0.122,-0.305
1610813597675,2021-01-16T09.13.17.675,0.733,0.061,-0.122,-0.366
1610813597684,2021-01-16T09.13.17.684,0.742,0.183,-0.244,-0.305
1610813597694,2021-01-16T09.13.17.694,0.752,0.122,-0.122,-0.305
1610813597704,2021-01-16T09.13.17.704,0.762,0.122,-0.122,-0.305
1610813597714,2021-01-16T09.13.17.714,0.772,0.183,-0.183,-0.366
1610813597725,2021-01-16T09.13.17.725,0.783,0.183,-0.244,-0.305
1610813597733,2021-01-16T09.13.17.733,0.791,0.122,-0.183,-0.305
1610813597744,2021-01-16T09.13.17.744,0.802,0.061,-0.183,-0.305
1610813597754,2021-01-16T09.13.17.754,0.812,0.183,-0.183,-0.305
1610813597764,2021-01-16T09.13.17.764,0.822,0.122,-0.305,-0.305
1610813597773,2021-01-16T09.13.17.773,0.831,0.122,-0.122,-0.244
1610813597783,2021-01-16T09.13.17.783,0.841,0.183,-0.183,-0.366
1610813597794,2021-01-16T09.13.17.794,0.852,0.183,-0.244,-0.305
1610813597804,2021-01-16T09.13.17.804,0.862,0.122,-0.244,-0.305
1610813597813,2021-01-16T09.13.17.813,0.871,0.244,-0.244,-0.305
1610813597823,2021-01-16T09.13.17.823,0.881,0.244,-0.183,-0.366
1610813597833,2021-01-16T09.13.17.833,0.891,0.183,-0.244,-0.305
1610813597843,2021-01-16T09.13.17.843,0.901,0.183,-0.183,-0.305
1610813597852,2021-01-16T09.13.17.852,0.910,0.183,-0.122,-0.305
1610813597862,2021-01-16T09.13.17.862,0.920,0.122,-0.122,-0.244
1610813597873,2021-01-16T09.13.17.873,0.931,0.061,-0.183,-0.305
1610813597883,2021-01-16T09.13.17.883,0.941,0.183,-0.183,-0.366
1610813597892,2021-01-16T09.13.17.892,0.950,0.122,-0.305,-0.305
1610813597902,2021-01-16T09.13.17.902,0.960,0.061,-0.122,-0.244
1610813597912,2021-01-16T09.13.17.912,0.970,0.122,-0.122,-0.305
1610813597922,2021-01-16T09.13.17.922,0.980,0.122,-0.122,-0.305
1610813597931,2021-01-16T09.13.17.931,0.989,0.122,-0.122,-0.305
1610813597941,2021-01-16T09.13.17.941,0.999,0.183,-0.183,-0.305
1610813597952,2021-01-16T09.13.17.952,1.010,0.122,-0.122,-0.305
1610813597962,2021-01-16T09.13.17.962,1.020,0.122,-0.122,-0.305
1610813597971,2021-01-16T09.13.17.971,1.029,0.183,-0.183,-0.305
1610813597981,2021-01-16T09.13.17.981,1.039,0.183,-0.122,-0.366
1610813597991,2021-01-16T09.13.17.991,1.049,0.122,-0.183,-0.244
1610813598002,2021-01-16T09.13.18.002,1.060,0.061,-0.183,-0.305
1610813598012,2021-01-16T09.13.18.012,1.070,0.122,-0.183,-0.305
1610813598021,2021-01-16T09.13.18.021,1.079,0.122,-0.305,-0.366
1610813598031,2021-01-16T09.13.18.031,1.089,0.122,-0.122,-0.366
1610813598041,2021-01-16T09.13.18.041,1.099,0.061,-0.183,-0.366
1610813598051,2021-01-16T09.13.18.051,1.109,0.122,-0.244,-0.305
1610813598060,2021-01-16T09.13.18.060,1.118,0.183,-0.122,-0.244
1610813598070,2021-01-16T09.13.18.070,1.128,0.122,-0.244,-0.183
1610813598081,2021-01-16T09.13.18.081,1.139,0.122,-0.244,-0.305
1610813598091,2021-01-16T09.13.18.091,1.149,0.183,-0.183,-0.305
1610813598100,2021-01-16T09.13.18.100,1.158,0.244,-0.183,-0.305
1610813598110,2021-01-16T09.13.18.110,1.168,0.183,-0.183,-0.305
1610813598120,2021-01-16T09.13.18.120,1.178,0.183,-0.244,-0.305
1610813598130,2021-01-16T09.13.18.130,1.188,0.122,-0.122,-0.305
1610813598139,2021-01-16T09.13.18.139,1.197,0.183,-0.183,-0.244
1610813598149,2021-01-16T09.13.18.149,1.207,0.122,-0.244,-0.244
1610813598160,2021-01-16T09.13.18.160,1.218,0.061,-0.244,-0.305
1610813598170,2021-01-16T09.13.18.170,1.228,0.122,-0.183,-0.305
1610813598179,2021-01-16T09.13.18.179,1.237,0.122,-0.183,-0.305
1610813598189,2021-01-16T09.13.18.189,1.247,0.122,-0.244,-0.305
1610813598199,2021-01-16T09.13.18.199,1.257,0.061,-0.183,-0.244
1610813598210,2021-01-16T09.13.18.210,1.268,0.122,-0.122,-0.244
1610813598218,2021-01-16T09.13.18.218,1.276,0.183,-0.183,-0.244
1610813598229,2021-01-16T09.13.18.229,1.287,0.183,-0.305,-0.244
1610813598239,2021-01-16T09.13.18.239,1.297,0.061,-0.122,-0.244
1610813598249,2021-01-16T09.13.18.249,1.307,0.122,-0.061,-0.305
1610813598258,2021-01-16T09.13.18.258,1.316,0.183,-0.244,-0.244
1610813598268,2021-01-16T09.13.18.268,1.326,0.122,-0.244,-0.244
1610813598278,2021-01-16T09.13.18.278,1.336,0.183,-0.183,-0.244
1610813598289,2021-01-16T09.13.18.289,1.347,0.122,-0.122,-0.183
1610813598299,2021-01-16T09.13.18.299,1.357,0.122,-0.244,-0.305
1610813598308,2021-01-16T09.13.18.308,1.366,0.122,-0.244,-0.305
1610813598318,2021-01-16T09.13.18.318,1.376,0.061,-0.183,-0.366
1610813598328,2021-01-16T09.13.18.328,1.386,0.122,-0.244,-0.305
1610813598338,2021-01-16T09.13.18.338,1.396,0.122,-0.244,-0.244
1610813598347,2021-01-16T09.13.18.347,1.405,0.122,-0.183,-0.305
1610813598357,2021-01-16T09.13.18.357,1.415,0.183,-0.122,-0.366
1610813598368,2021-01-16T09.13.18.368,1.426,0.061,-0.061,-0.244
1610813598378,2021-01-16T09.13.18.378,1.436,0.061,-0.244,-0.244
1610813598387,2021-01-16T09.13.18.387,1.445,0.183,-0.244,-0.244
1610813598397,2021-01-16T09.13.18.397,1.455,0.122,-0.183,-0.305
1610813598407,2021-01-16T09.13.18.407,1.465,0.122,-0.183,-0.244
1610813598418,2021-01-16T09.13.18.418,1.476,0.183,-0.305,-0.244
1610813598426,2021-01-16T09.13.18.426,1.484,0.244,-0.244,-0.244
1610813598437,2021-01-16T09.13.18.437,1.495,0.183,-0.183,-0.305
1610813598447,2021-01-16T09.13.18.447,1.505,0.122,-0.061,-0.244
1610813598457,2021-01-16T09.13.18.457,1.515,0.183,-0.244,-0.305
1610813598466,2021-01-16T09.13.18.466,1.524,0.183,-0.244,-0.305
1610813598476,2021-01-16T09.13.18.476,1.534,0.122,-0.183,-0.244
1610813598486,2021-01-16T09.13.18.486,1.544,0.122,-0.244,-0.244
1610813598497,2021-01-16T09.13.18.497,1.555,0.183,-0.244,-0.244
1610813598505,2021-01-16T09.13.18.505,1.563,0.183,-0.122,-0.305
1610813598516,2021-01-16T09.13.18.516,1.574,0.122,-0.183,-0.305
1610813598526,2021-01-16T09.13.18.526,1.584,0.244,-0.183,-0.366
1610813598536,2021-01-16T09.13.18.536,1.594,0.122,-0.183,-0.305
1610813598546,2021-01-16T09.13.18.546,1.604,0.061,-0.183,-0.366
1610813598555,2021-01-16T09.13.18.555,1.613,0.183,-0.122,-0.305
1610813598565,2021-01-16T09.13.18.565,1.623,0.122,-0.183,-0.427
1610813598576,2021-01-16T09.13.18.576,1.634,0.122,-0.183,-0.244
1610813598586,2021-01-16T09.13.18.586,1.644,0.122,-0.244,-0.183
1610813598595,2021-01-16T09.13.18.595,1.653,0.122,-0.183,-0.183
1610813598605,2021-01-16T09.13.18.605,1.663,0.122,-0.122,-0.244
1610813598615,2021-01-16T09.13.18.615,1.673,0.183,-0.244,-0.305
1610813598626,2021-01-16T09.13.18.626,1.684,0.122,-0.122,-0.366
1610813598634,2021-01-16T09.13.18.634,1.692,0.122,-0.183,-0.244
1610813598645,2021-01-16T09.13.18.645,1.703,0.183,-0.183,-0.305
1610813598655,2021-01-16T09.13.18.655,1.713,0.122,-0.244,-0.366
1610813598665,2021-01-16T09.13.18.665,1.723,0.061,-0.366,-0.366
1610813598674,2021-01-16T09.13.18.674,1.732,0.122,-0.183,-0.305
1610813598684,2021-01-16T09.13.18.684,1.742,0.122,-0.122,-0.305
1610813598694,2021-01-16T09.13.18.694,1.752,0.061,-0.244,-0.366
1610813598705,2021-01-16T09.13.18.705,1.763,0.061,-0.183,-0.305
1610813598713,2021-01-16T09.13.18.713,1.771,0.183,-0.122,-0.305
1610813598724,2021-01-16T09.13.18.724,1.782,0.061,-0.244,-0.305
1610813598734,2021-01-16T09.13.18.734,1.792,0.122,-0.244,-0.305
1610813598744,2021-01-16T09.13.18.744,1.802,0.122,-0.122,-0.305
1610813598753,2021-01-16T09.13.18.753,1.811,0.122,-0.122,-0.305
1610813598763,2021-01-16T09.13.18.763,1.821,0.183,-0.183,-0.305
1610813598774,2021-01-16T09.13.18.774,1.832,0.122,-0.244,-0.305
1610813598784,2021-01-16T09.13.18.784,1.842,0.122,-0.061,-0.305
1610813598794,2021-01-16T09.13.18.794,1.852,0.183,-0.122,-0.305
1610813598803,2021-01-16T09.13.18.803,1.861,0.183,-0.183,-0.305
1610813598813,2021-01-16T09.13.18.813,1.871,0.061,-0.244,-0.305
1610813598823,2021-01-16T09.13.18.823,1.881,0.061,-0.183,-0.305
1610813598834,2021-01-16T09.13.18.834,1.892,0.061,-0.122,-0.244
1610813598842,2021-01-16T09.13.18.842,1.900,0.122,-0.183,-0.305
1610813598853,2021-01-16T09.13.18.853,1.911,0.183,-0.183,-0.366
1610813598863,2021-01-16T09.13.18.863,1.921,0.183,-0.122,-0.366
1610813598873,2021-01-16T09.13.18.873,1.931,0.183,-0.183,-0.244
1610813598882,2021-01-16T09.13.18.882,1.940,0.122,-0.183,-0.305
1610813598892,2021-01-16T09.13.18.892,1.950,0.183,-0.061,-0.366
1610813598902,2021-01-16T09.13.18.902,1.960,0.122,-0.183,-0.366
1610813598913,2021-01-16T09.13.18.913,1.971,0.061,-0.122,-0.305
1610813598923,2021-01-16T09.13.18.923,1.981,0.122,-0.183,-0.427
1610813598932,2021-01-16T09.13.18.932,1.990,0.122,-0.183,-0.244
1610813598942,2021-01-16T09.13.18.942,2.000,0.122,-0.183,-0.244
1610813598952,2021-01-16T09.13.18.952,2.010,0.122,-0.183,-0.305
1610813598961,2021-01-16T09.13.18.961,2.019,0.183,-0.183,-0.305
1610813598971,2021-01-16T09.13.18.971,2.029,0.244,-0.305,-0.244
1610813598982,2021-01-16T09.13.18.982,2.040,0.122,-0.183,-0.305
1610813598992,2021-01-16T09.13.18.992,2.050,0.000,-0.122,-0.366
1610813599001,2021-01-16T09.13.19.001,2.059,0.183,-0.183,-0.305
1610813599011,2021-01-16T09.13.19.011,2.069,0.122,-0.244,-0.244
1610813599021,2021-01-16T09.13.19.021,2.079,0.122,-0.183,-0.305
1610813599031,2021-01-16T09.13.19.031,2.089,0.183,-0.183,-0.366
1610813599040,2021-01-16T09.13.19.040,2.098,0.122,-0.122,-0.305
1610813599050,2021-01-16T09.13.19.050,2.108,0.061,-0.244,-0.244
1610813599061,2021-01-16T09.13.19.061,2.119,0.122,-0.244,-0.244
1610813599071,2021-01-16T09.13.19.071,2.129,0.122,-0.183,-0.244
1610813599081,2021-01-16T09.13.19.081,2.139,0.122,-0.244,-0.244
1610813599090,2021-01-16T09.13.19.090,2.148,0.122,-0.061,-0.366
1610813599100,2021-01-16T09.13.19.100,2.158,0.183,-0.122,-0.427
1610813599110,2021-01-16T09.13.19.110,2.168,0.122,-0.183,-0.305
1610813599121,2021-01-16T09.13.19.121,2.179,0.122,-0.183,-0.244
1610813599129,2021-01-16T09.13.19.129,2.187,0.122,-0.183,-0.244
1610813599140,2021-01-16T09.13.19.140,2.198,0.183,-0.244,-0.305
1610813599150,2021-01-16T09.13.19.150,2.208,0.183,-0.244,-0.305
1610813599160,2021-01-16T09.13.19.160,2.218,0.122,-0.183,-0.305
1610813599169,2021-01-16T09.13.19.169,2.227,0.122,-0.183,-0.305
1610813599179,2021-01-16T09.13.19.179,2.237,0.122,-0.122,-0.244
1610813599190,2021-01-16T09.13.19.190,2.248,0.122,-0.183,-0.305
1610813599200,2021-01-16T09.13.19.200,2.258,0.122,-0.244,-0.305
1610813599209,2021-01-16T09.13.19.209,2.267,0.122,-0.244,-0.244
1610813599219,2021-01-16T09.13.19.219,2.277,0.183,-0.183,-0.305
1610813599229,2021-01-16T09.13.19.229,2.287,0.183,-0.122,-0.244
1610813599239,2021-01-16T09.13.19.239,2.297,0.183,-0.305,-0.244
1610813599248,2021-01-16T09.13.19.248,2.306,0.183,-0.122,-0.305
1610813599258,2021-01-16T09.13.19.258,2.316,0.183,-0.061,-0.305
1610813599269,2021-01-16T09.13.19.269,2.327,0.122,-0.122,-0.244
1610813599279,2021-01-16T09.13.19.279,2.337,0.061,-0.122,-0.305
1610813599288,2021-01-16T09.13.19.288,2.346,0.183,-0.183,-0.244
1610813599298,2021-01-16T09.13.19.298,2.356,0.183,-0.122,-0.305
1610813599308,2021-01-16T09.13.19.308,2.366,0.061,-0.244,-0.305
1610813599318,2021-01-16T09.13.19.318,2.376,0.122,-0.183,-0.244
1610813599327,2021-01-16T09.13.19.327,2.385,0.061,-0.183,-0.305
1610813599337,2021-01-16T09.13.19.337,2.395,0.183,-0.244,-0.305
1610813599348,2021-01-16T09.13.19.348,2.406,0.061,-0.244,-0.244
1610813599358,2021-01-16T09.13.19.358,2.416,0.183,-0.183,-0.305
1610813599368,2021-01-16T09.13.19.368,2.426,0.122,-0.183,-0.305
1610813599377,2021-01-16T09.13.19.377,2.435,0.061,-0.183,-0.305
1610813599387,2021-01-16T09.13.19.387,2.445,0.183,-0.244,-0.366
1610813599398,2021-01-16T09.13.19.398,2.456,0.122,-0.122,-0.305
1610813599408,2021-01-16T09.13.19.408,2.466,0.122,-0.061,-0.366
1610813599417,2021-01-16T09.13.19.417,2.475,0.061,-0.183,-0.305
1610813599427,2021-01-16T09.13.19.427,2.485,0.122,-0.244,-0.244
1610813599437,2021-01-16T09.13.19.437,2.495,0.183,-0.305,-0.244
1610813599447,2021-01-16T09.13.19.447,2.505,0.122,-0.183,-0.183
1610813599456,2021-01-16T09.13.19.456,2.514,0.183,-0.122,-0.305
1610813599466,2021-01-16T09.13.19.466,2.524,0.244,-0.305,-0.305
1610813599477,2021-01-16T09.13.19.477,2.535,0.183,-0.244,-0.305
1610813599487,2021-01-16T09.13.19.487,2.545,0.122,-0.122,-0.305
1610813599496,2021-01-16T09.13.19.496,2.554,0.061,-0.122,-0.244
1610813599506,2021-01-16T09.13.19.506,2.564,0.061,-0.244,-0.305
1610813599516,2021-01-16T09.13.19.516,2.574,0.183,-0.244,-0.244
1610813599526,2021-01-16T09.13.19.526,2.584,0.122,-0.061,-0.183
1610813599535,2021-01-16T09.13.19.535,2.593,0.183,-0.061,-0.244
1610813599545,2021-01-16T09.13.19.545,2.603,0.183,-0.244,-0.244
1610813599556,2021-01-16T09.13.19.556,2.614,0.122,-0.244,-0.305
1610813599566,2021-01-16T09.13.19.566,2.624,0.122,-0.244,-0.305
1610813599575,2021-01-16T09.13.19.575,2.633,0.122,-0.244,-0.305
1610813599585,2021-01-16T09.13.19.585,2.643,0.183,-0.244,-0.366
1610813599595,2021-01-16T09.13.19.595,2.653,0.183,-0.183,-0.305
1610813599606,2021-01-16T09.13.19.606,2.664,0.061,-0.122,-0.366
1610813599614,2021-01-16T09.13.19.614,2.672,0.061,-0.244,-0.366
1610813599625,2021-01-16T09.13.19.625,2.683,0.183,-0.122,-0.244
1610813599635,2021-01-16T09.13.19.635,2.693,0.183,-0.061,-0.244
1610813599645,2021-01-16T09.13.19.645,2.703,0.122,-0.183,-0.305
1610813599655,2021-01-16T09.13.19.655,2.713,0.061,-0.183,-0.244
1610813599664,2021-01-16T09.13.19.664,2.722,0.122,-0.183,-0.366
1610813599674,2021-01-16T09.13.19.674,2.732,0.183,-0.183,-0.366
1610813599685,2021-01-16T09.13.19.685,2.743,0.122,-0.122,-0.305
1610813599695,2021-01-16T09.13.19.695,2.753,0.122,-0.183,-0.305
1610813599704,2021-01-16T09.13.19.704,2.762,0.183,-0.183,-0.244
1610813599714,2021-01-16T09.13.19.714,2.772,0.122,-0.183,-0.183
1610813599724,2021-01-16T09.13.19.724,2.782,0.183,-0.183,-0.305
1610813599734,2021-01-16T09.13.19.734,2.792,0.122,-0.183,-0.366
1610813599743,2021-01-16T09.13.19.743,2.801,0.122,-0.244,-0.366
1610813599753,2021-01-16T09.13.19.753,2.811,0.061,-0.305,-0.305
1610813599764,2021-01-16T09.13.19.764,2.822,0.122,-0.061,-0.244
1610813599774,2021-01-16T09.13.19.774,2.832,0.122,-0.183,-0.366
1610813599783,2021-01-16T09.13.19.783,2.841,0.122,-0.183,-0.305
1610813599793,2021-01-16T09.13.19.793,2.851,0.122,-0.122,-0.305
1610813599803,2021-01-16T09.13.19.803,2.861,0.061,-0.122,-0.244
1610813599814,2021-01-16T09.13.19.814,2.872,0.122,-0.183,-0.244
1610813599822,2021-01-16T09.13.19.822,2.880,0.122,-0.183,-0.305
1610813599833,2021-01-16T09.13.19.833,2.891,0.244,-0.183,-0.244
1610813599843,2021-01-16T09.13.19.843,2.901,0.122,-0.122,-0.305
1610813599853,2021-01-16T09.13.19.853,2.911,0.183,-0.183,-0.305
1610813599862,2021-01-16T09.13.19.862,2.920,0.122,-0.183,-0.366
1610813599872,2021-01-16T09.13.19.872,2.930,0.061,-0.122,-0.305
1610813599882,2021-01-16T09.13.19.882,2.940,0.183,-0.183,-0.244
1610813599893,2021-01-16T09.13.19.893,2.951,0.122,-0.244,-0.305
1610813599903,2021-01-16T09.13.19.903,2.961,0.122,-0.244,-0.366
1610813599912,2021-01-16T09.13.19.912,2.970,0.183,-0.183,-0.305
1610813599922,2021-01-16T09.13.19.922,2.980,0.061,-0.122,-0.244
1610813599932,2021-01-16T09.13.19.932,2.990,0.122,-0.183,-0.305
1610813599942,2021-01-16T09.13.19.942,3.000,0.244,-0.183,-0.244
1610813599951,2021-01-16T09.13.19.951,3.009,0.183,-0.244,-0.244
1610813599961,2021-01-16T09.13.19.961,3.019,0.122,-0.183,-0.305
1610813599972,2021-01-16T09.13.19.972,3.030,0.183,-0.183,-0.366
1610813599982,2021-01-16T09.13.19.982,3.040,0.061,-0.244,-0.305
1610813599991,2021-01-16T09.13.19.991,3.049,0.061,-0.244,-0.305
1610813600001,2021-01-16T09.13.20.001,3.059,0.122,-0.183,-0.305
1610813600011,2021-01-16T09.13.20.011,3.069,0.244,-0.183,-0.366
1610813600022,2021-01-16T09.13.20.022,3.080,0.183,-0.122,-0.305
1610813600030,2021-01-16T09.13.20.030,3.088,0.061,-0.061,-0.305
1610813600041,2021-01-16T09.13.20.041,3.099,0.122,-0.122,-0.244
1610813600051,2021-01-16T09.13.20.051,3.109,0.122,-0.244,-0.305
1610813600061,2021-01-16T09.13.20.061,3.119,0.183,-0.122,-0.305
1610813600070,2021-01-16T09.13.20.070,3.128,0.122,-0.183,-0.305
1610813600080,2021-01-16T09.13.20.080,3.138,0.183,-0.183,-0.183
1610813600090,2021-01-16T09.13.20.090,3.148,0.183,-0.183,-0.305
1610813600101,2021-01-16T09.13.20.101,3.159,0.122,-0.122,-0.366
1610813600109,2021-01-16T09.13.20.109,3.167,0.183,-0.183,-0.305
1610813600120,2021-01-16T09.13.20.120,3.178,0.183,-0.244,-0.305
1610813600130,2021-01-16T09.13.20.130,3.188,0.061,-0.244,-0.366
1610813600140,2021-01-16T09.13.20.140,3.198,0.061,-0.183,-0.366
1610813600150,2021-01-16T09.13.20.150,3.208,0.000,-0.122,-0.305
1610813600159,2021-01-16T09.13.20.159,3.217,0.122,-0.183,-0.244
1610813600170,2021-01-16T09.13.20.170,3.228,0.122,-0.183,-0.305
1610813600180,2021-01-16T09.13.20.180,3.238,0.122,-0.122,-0.305
1610813600190,2021-01-16T09.13.20.190,3.248,0.061,-0.244,-0.305
1610813600199,2021-01-16T09.13.20.199,3.257,0.122,-0.183,-0.244
1610813600209,2021-01-16T09.13.20.209,3.267,0.183,-0.061,-0.244
1610813600219,2021-01-16T09.13.20.219,3.277,0.122,-0.183,-0.305
1610813600230,2021-01-16T09.13.20.230,3.288,0.061,-0.244,-0.305
1610813600238,2021-01-16T09.13.20.238,3.296,0.244,-0.183,-0.244
1610813600249,2021-01-16T09.13.20.249,3.307,0.122,-0.183,-0.366
1610813600259,2021-01-16T09.13.20.259,3.317,0.061,-0.122,-0.366
1610813600269,2021-01-16T09.13.20.269,3.327,0.122,-0.183,-0.305
1610813600278,2021-01-16T09.13.20.278,3.336,0.061,-0.061,-0.244
1610813600288,2021-01-16T09.13.20.288,3.346,0.122,-0.183,-0.244
1610813600298,2021-01-16T09.13.20.298,3.356,0.183,-0.183,-0.305
1610813600309,2021-01-16T09.13.20.309,3.367,0.183,-0.183,-0.305
1610813600317,2021-01-16T09.13.20.317,3.375,0.122,-0.244,-0.366
1610813600328,2021-01-16T09.13.20.328,3.386,0.244,-0.122,-0.305
1610813600338,2021-01-16T09.13.20.338,3.396,0.244,-0.122,-0.305
1610813600348,2021-01-16T09.13.20.348,3.406,0.122,-0.244,-0.366
1610813600357,2021-01-16T09.13.20.357,3.415,0.122,-0.183,-0.305
1610813600367,2021-01-16T09.13.20.367,3.425,0.183,-0.183,-0.244
1610813600378,2021-01-16T09.13.20.378,3.436,0.122,-0.244,-0.244
1610813600388,2021-01-16T09.13.20.388,3.446,0.061,-0.244,-0.244
1610813600397,2021-01-16T09.13.20.397,3.455,0.122,-0.183,-0.305
1610813600407,2021-01-16T09.13.20.407,3.465,0.122,-0.122,-0.305
1610813600417,2021-01-16T09.13.20.417,3.475,0.183,-0.122,-0.244
1610813600427,2021-01-16T09.13.20.427,3.485,0.122,-0.183,-0.244
1610813600436,2021-01-16T09.13.20.436,3.494,0.061,-0.183,-0.244
1610813600446,2021-01-16T09.13.20.446,3.504,0.183,-0.244,-0.305
1610813600457,2021-01-16T09.13.20.457,3.515,0.122,-0.244,-0.305
1610813600467,2021-01-16T09.13.20.467,3.525,0.122,-0.122,-0.305
