epoc (ms),timestamp (-0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1610813643284,2021-01-16T09.14.03.284,46.342,0.061,-0.183,-0.244
1610813643295,2021-01-16T09.14.03.295,46.353,0.183,-0.183,-0.366
1610813643303,2021-01-16T09.14.03.303,46.361,0.122,-0.061,-0.305
1610813643314,2021-01-16T09.14.03.314,46.372,0.122,-0.122,-0.366
1610813643324,2021-01-16T09.14.03.324,46.382,0.183,-0.183,-0.427
1610813643334,2021-01-16T09.14.03.334,46.392,0.183,-0.183,-0.244
1610813643343,2021-01-16T09.14.03.343,46.401,0.183,-0.244,-0.244
1610813643353,2021-01-16T09.14.03.353,46.411,0.061,-0.183,-0.305
1610813643363,2021-01-16T09.14.03.363,46.421,0.061,-0.244,-0.305
1610813643374,2021-01-16T09.14.03.374,46.432,0.122,-0.183,-0.305
1610813643382,2021-01-16T09.14.03.382,46.440,0.061,-0.122,-0.305
1610813643393,2021-01-16T09.14.03.393,46.451,0.183,-0.122,-0.244
1610813643403,2021-01-16T09.14.03.403,46.461,0.183,-0.244,-0.366
1610813643413,2021-01-16T09.14.03.413,46.471,0.244,-0.122,-0.305
1610813643422,2021-01-16T09.14.03.422,46.480,0.183,-0.122,-0.305
1610813643432,2021-01-16T09.14.03.432,46.490,0.122,-0.244,-0.305
1610813643442,2021-01-16T09.14.03.442,46.500,0.122,-0.183,-0.244
1610813643453,2021-01-16T09.14.03.453,46.511,0.061,-0.183,-0.305
1610813643461,2021-01-16T09.14.03.461,46.519,0.122,-0.183,-0.305
1610813643472,2021-01-16T09.14.03.472,46.530,0.183,-0.122,-0.305
1610813643482,2021-01-16T09.14.03.482,46.540,0.122,-0.061,-0.305
1610813643492,2021-01-16T09.14.03.492,46.550,0.061,-0.122,-0.305
1610813643501,2021-01-16T09.14.03.501,46.559,0.122,-0.183,-0.366
1610813643511,2021-01-16T09.14.03.511,46.569,0.183,-0.183,-0.305
1610813643522,2021-01-16T09.14.03.522,46.580,0.122,-0.244,-0.305
1610813643532,2021-01-16T09.14.03.532,46.590,0.122,-0.183,-0.244
1610813643542,2021-01-16T09.14.03.542,46.600,0.122,-0.122,-0.244
1610813643551,2021-01-16T09.14.03.551,46.609,0.183,-0.244,-0.305
1610813643561,2021-01-16T09.14.03.561,46.619,0.122,-0.183,-0.366
1610813643571,2021-01-16T09.14.03.571,46.629,0.061,-0.122,-0.366
1610813643582,2021-01-16T09.14.03.582,46.640,0.183,-0.183,-0.305
1610813643590,2021-01-16T09.14.03.590,46.648,0.183,-0.244,-0.244
1610813643601,2021-01-16T09.14.03.601,46.659,0.183,-0.183,-0.244
1610813643611,2021-01-16T09.14.03.611,46.669,0.183,-0.061,-0.305
1610813643621,2021-01-16T09.14.03.621,46.679,0.183,-0.183,-0.305
1610813643630,2021-01-16T09.14.03.630,46.688,0.183,-0.305,-0.305
1610813643640,2021-01-16T09.14.03.640,46.698,0.244,-0.183,-0.305
1610813643650,2021-01-16T09.14.03.650,46.708,0.183,-0.061,-0.244
1610813643661,2021-01-16T09.14.03.661,46.719,0.183,-0.122,-0.183
1610813643670,2021-01-16T09.14.03.670,46.728,0.122,-0.122,-0.305
1610813643680,2021-01-16T09.14.03.680,46.738,0.122,-0.122,-0.305
1610813643690,2021-01-16T09.14.03.690,46.748,0.122,-0.183,-0.366
1610813643700,2021-01-16T09.14.03.700,46.758,0.061,-0.183,-0.244
1610813643709,2021-01-16T09.14.03.709,46.767,0.061,-0.122,-0.305
1610813643719,2021-01-16T09.14.03.719,46.777,0.183,-0.183,-0.305
1610813643730,2021-01-16T09.14.03.730,46.788,0.122,-0.244,-0.366
1610813643740,2021-01-16T09.14.03.740,46.798,0.122,-0.183,-0.305
1610813643749,2021-01-16T09.14.03.749,46.807,0.122,-0.122,-0.244
1610813643759,2021-01-16T09.14.03.759,46.817,0.061,-0.183,-0.244
1610813643769,2021-01-16T09.14.03.769,46.827,0.122,-0.122,-0.305
1610813643779,2021-01-16T09.14.03.779,46.837,0.122,-0.183,-0.305
1610813643790,2021-01-16T09.14.03.790,46.848,0.183,-0.183,-0.366
1610813643798,2021-01-16T09.14.03.798,46.856,0.122,-0.122,-0.305
1610813643809,2021-01-16T09.14.03.809,46.867,0.183,-0.061,-0.305
1610813643819,2021-01-16T09.14.03.819,46.877,0.122,-0.122,-0.305
1610813643829,2021-01-16T09.14.03.829,46.887,0.122,-0.183,-0.305
1610813643838,2021-01-16T09.14.03.838,46.896,0.183,-0.244,-0.244
1610813643848,2021-01-16T09.14.03.848,46.906,0.122,-0.244,-0.244
1610813643858,2021-01-16T09.14.03.858,46.916,0.122,-0.244,-0.244
1610813643869,2021-01-16T09.14.03.869,46.927,0.183,-0.244,-0.366
1610813643878,2021-01-16T09.14.03.878,46.936,0.183,-0.122,-0.305
1610813643888,2021-01-16T09.14.03.888,46.946,0.122,-0.183,-0.305
1610813643898,2021-01-16T09.14.03.898,46.956,0.183,-0.244,-0.366
1610813643908,2021-01-16T09.14.03.908,46.966,0.183,-0.122,-0.305
1610813643917,2021-01-16T09.14.03.917,46.975,0.122,-0.183,-0.305
1610813643927,2021-01-16T09.14.03.927,46.985,0.122,-0.122,-0.305
1610813643938,2021-01-16T09.14.03.938,46.996,0.183,-0.183,-0.305
1610813643948,2021-01-16T09.14.03.948,47.006,0.122,-0.183,-0.305
1610813643957,2021-01-16T09.14.03.957,47.015,0.183,-0.122,-0.305
1610813643967,2021-01-16T09.14.03.967,47.025,0.183,-0.122,-0.305
1610813643977,2021-01-16T09.14.03.977,47.035,0.122,-0.061,-0.305
1610813643987,2021-01-16T09.14.03.987,47.045,0.244,-0.183,-0.305
1610813643996,2021-01-16T09.14.03.996,47.054,0.183,-0.183,-0.244
1610813644006,2021-01-16T09.14.04.006,47.064,0.122,-0.122,-0.305
1610813644017,2021-01-16T09.14.04.017,47.075,0.122,-0.183,-0.244
1610813644027,2021-01-16T09.14.04.027,47.085,0.183,-0.244,-0.244
1610813644036,2021-01-16T09.14.04.036,47.094,0.000,-0.122,-0.305
1610813644046,2021-01-16T09.14.04.046,47.104,0.061,-0.183,-0.305
1610813644056,2021-01-16T09.14.04.056,47.114,0.122,-0.183,-0.244
1610813644066,2021-01-16T09.14.04.066,47.124,0.122,-0.305,-0.305
1610813644077,2021-01-16T09.14.04.077,47.135,0.183,-0.244,-0.366
1610813644086,2021-01-16T09.14.04.086,47.144,0.183,-0.122,-0.305
1610813644096,2021-01-16T09.14.04.096,47.154,0.244,-0.183,-0.244
1610813644106,2021-01-16T09.14.04.106,47.164,0.122,-0.183,-0.244
1610813644116,2021-01-16T09.14.04.116,47.174,0.183,-0.122,-0.244
1610813644125,2021-01-16T09.14.04.125,47.183,0.183,-0.061,-0.244
1610813644135,2021-01-16T09.14.04.135,47.193,0.122,-0.244,-0.305
1610813644146,2021-01-16T09.14.04.146,47.204,0.183,-0.183,-0.305
1610813644156,2021-01-16T09.14.04.156,47.214,0.122,-0.183,-0.305
1610813644165,2021-01-16T09.14.04.165,47.223,0.122,-0.183,-0.305
1610813644175,2021-01-16T09.14.04.175,47.233,0.183,-0.244,-0.366
1610813644185,2021-01-16T09.14.04.185,47.243,0.183,-0.183,-0.305
1610813644195,2021-01-16T09.14.04.195,47.253,0.183,-0.244,-0.244
1610813644204,2021-01-16T09.14.04.204,47.262,0.061,-0.244,-0.305
1610813644214,2021-01-16T09.14.04.214,47.272,0.122,-0.183,-0.366
1610813644225,2021-01-16T09.14.04.225,47.283,0.183,-0.122,-0.305
1610813644235,2021-01-16T09.14.04.235,47.293,0.244,-0.244,-0.305
1610813644244,2021-01-16T09.14.04.244,47.302,0.183,-0.183,-0.305
1610813644254,2021-01-16T09.14.04.254,47.312,0.183,-0.183,-0.305
1610813644264,2021-01-16T09.14.04.264,47.322,0.183,-0.122,-0.244
1610813644274,2021-01-16T09.14.04.274,47.332,0.122,-0.244,-0.244
1610813644283,2021-01-16T09.14.04.283,47.341,0.183,-0.183,-0.305
1610813644294,2021-01-16T09.14.04.294,47.352,0.183,-0.122,-0.305
1610813644304,2021-01-16T09.14.04.304,47.362,0.183,-0.183,-0.305
1610813644314,2021-01-16T09.14.04.314,47.372,0.183,-0.122,-0.305
1610813644323,2021-01-16T09.14.04.323,47.381,0.122,-0.183,-0.305
1610813644333,2021-01-16T09.14.04.333,47.391,0.183,-0.183,-0.305
1610813644343,2021-01-16T09.14.04.343,47.401,0.122,-0.122,-0.244
1610813644354,2021-01-16T09.14.04.354,47.412,0.061,-0.183,-0.305
1610813644364,2021-01-16T09.14.04.364,47.422,0.061,-0.183,-0.244
1610813644373,2021-01-16T09.14.04.373,47.431,0.061,-0.244,-0.305
1610813644383,2021-01-16T09.14.04.383,47.441,0.122,-0.305,-0.305
1610813644393,2021-01-16T09.14.04.393,47.451,0.061,-0.183,-0.244
1610813644403,2021-01-16T09.14.04.403,47.461,0.122,-0.244,-0.183
1610813644412,2021-01-16T09.14.04.412,47.470,0.122,-0.244,-0.244
1610813644422,2021-01-16T09.14.04.422,47.480,0.122,-0.122,-0.305
1610813644433,2021-01-16T09.14.04.433,47.491,0.183,-0.183,-0.244
1610813644443,2021-01-16T09.14.04.443,47.501,0.122,-0.122,-0.244
1610813644452,2021-01-16T09.14.04.452,47.510,0.061,-0.061,-0.305
1610813644462,2021-01-16T09.14.04.462,47.520,0.122,-0.122,-0.305
1610813644472,2021-01-16T09.14.04.472,47.530,0.183,-0.122,-0.305
1610813644482,2021-01-16T09.14.04.482,47.540,0.061,-0.183,-0.305
1610813644491,2021-01-16T09.14.04.491,47.549,0.183,-0.183,-0.366
1610813644502,2021-01-16T09.14.04.502,47.560,0.183,-0.183,-0.244
1610813644512,2021-01-16T09.14.04.512,47.570,0.183,-0.244,-0.244
1610813644522,2021-01-16T09.14.04.522,47.580,0.183,-0.122,-0.305
1610813644531,2021-01-16T09.14.04.531,47.589,0.122,-0.244,-0.305
1610813644541,2021-01-16T09.14.04.541,47.599,0.061,-0.122,-0.305
1610813644551,2021-01-16T09.14.04.551,47.609,0.183,-0.061,-0.305
1610813644562,2021-01-16T09.14.04.562,47.620,0.183,-0.122,-0.244
1610813644570,2021-01-16T09.14.04.570,47.628,0.122,-0.183,-0.305
1610813644581,2021-01-16T09.14.04.581,47.639,0.122,-0.183,-0.305
1610813644591,2021-01-16T09.14.04.591,47.649,0.183,-0.183,-0.366
1610813644601,2021-01-16T09.14.04.601,47.659,0.122,-0.305,-0.244
1610813644610,2021-01-16T09.14.04.610,47.668,0.122,-0.122,-0.244
1610813644620,2021-01-16T09.14.04.620,47.678,0.122,-0.061,-0.305
1610813644630,2021-01-16T09.14.04.630,47.688,0.183,-0.122,-0.244
1610813644641,2021-01-16T09.14.04.641,47.699,0.122,-0.122,-0.244
1610813644651,2021-01-16T09.14.04.651,47.709,0.122,-0.183,-0.244
1610813644660,2021-01-16T09.14.04.660,47.718,0.122,-0.183,-0.244
1610813644670,2021-01-16T09.14.04.670,47.728,0.183,-0.244,-0.244
1610813644680,2021-01-16T09.14.04.680,47.738,0.061,-0.183,-0.305
1610813644690,2021-01-16T09.14.04.690,47.748,0.122,-0.122,-0.244
1610813644699,2021-01-16T09.14.04.699,47.757,0.061,-0.061,-0.244
1610813644710,2021-01-16T09.14.04.710,47.768,0.122,-0.183,-0.305
1610813644720,2021-01-16T09.14.04.720,47.778,0.183,-0.183,-0.244
1610813644730,2021-01-16T09.14.04.730,47.788,0.061,-0.122,-0.244
1610813644739,2021-01-16T09.14.04.739,47.797,0.122,-0.244,-0.305
1610813644749,2021-01-16T09.14.04.749,47.807,0.122,-0.244,-0.366
1610813644759,2021-01-16T09.14.04.759,47.817,0.122,-0.183,-0.305
1610813644770,2021-01-16T09.14.04.770,47.828,0.183,-0.183,-0.305
1610813644778,2021-01-16T09.14.04.778,47.836,0.122,-0.183,-0.305
1610813644789,2021-01-16T09.14.04.789,47.847,0.122,-0.305,-0.305
1610813644799,2021-01-16T09.14.04.799,47.857,0.183,-0.183,-0.305
1610813644809,2021-01-16T09.14.04.809,47.867,0.122,-0.122,-0.305
1610813644818,2021-01-16T09.14.04.818,47.876,0.122,-0.122,-0.244
1610813644828,2021-01-16T09.14.04.828,47.886,0.122,-0.183,-0.366
1610813644838,2021-01-16T09.14.04.838,47.896,0.183,-0.305,-0.305
1610813644849,2021-01-16T09.14.04.849,47.907,0.122,-0.122,-0.244
1610813644857,2021-01-16T09.14.04.857,47.915,0.061,-0.122,-0.244
1610813644868,2021-01-16T09.14.04.868,47.926,0.183,-0.244,-0.366
1610813644878,2021-01-16T09.14.04.878,47.936,0.122,-0.183,-0.305
1610813644888,2021-01-16T09.14.04.888,47.946,0.061,-0.122,-0.366
1610813644897,2021-01-16T09.14.04.897,47.955,0.122,-0.244,-0.305
1610813644907,2021-01-16T09.14.04.907,47.965,0.122,-0.244,-0.244
1610813644918,2021-01-16T09.14.04.918,47.976,0.183,-0.244,-0.244
1610813644928,2021-01-16T09.14.04.928,47.986,0.183,-0.122,-0.305
1610813644938,2021-01-16T09.14.04.938,47.996,0.122,-0.122,-0.305
1610813644947,2021-01-16T09.14.04.947,48.005,0.122,-0.244,-0.244
1610813644957,2021-01-16T09.14.04.957,48.015,0.122,-0.122,-0.244
1610813644967,2021-01-16T09.14.04.967,48.025,0.061,-0.183,-0.244
1610813644978,2021-01-16T09.14.04.978,48.036,0.122,-0.244,-0.305
1610813644986,2021-01-16T09.14.04.986,48.044,0.122,-0.122,-0.305
1610813644997,2021-01-16T09.14.04.997,48.055,0.122,-0.183,-0.305
1610813645007,2021-01-16T09.14.05.007,48.065,0.122,-0.122,-0.305
1610813645017,2021-01-16T09.14.05.017,48.075,0.122,-0.061,-0.366
1610813645026,2021-01-16T09.14.05.026,48.084,0.183,-0.122,-0.366
1610813645036,2021-01-16T09.14.05.036,48.094,0.183,-0.183,-0.305
1610813645046,2021-01-16T09.14.05.046,48.104,0.122,-0.183,-0.244
1610813645057,2021-01-16T09.14.05.057,48.115,0.061,-0.183,-0.305
1610813645065,2021-01-16T09.14.05.065,48.123,0.183,-0.244,-0.305
1610813645076,2021-01-16T09.14.05.076,48.134,0.244,-0.244,-0.244
1610813645086,2021-01-16T09.14.05.086,48.144,0.122,-0.061,-0.244
1610813645096,2021-01-16T09.14.05.096,48.154,0.122,-0.183,-0.305
1610813645105,2021-01-16T09.14.05.105,48.163,0.183,-0.244,-0.244
1610813645115,2021-01-16T09.14.05.115,48.173,0.122,-0.122,-0.244
1610813645126,2021-01-16T09.14.05.126,48.184,0.244,-0.244,-0.244
1610813645136,2021-01-16T09.14.05.136,48.194,0.122,-0.244,-0.244
1610813645145,2021-01-16T09.14.05.145,48.203,0.122,-0.244,-0.305
1610813645155,2021-01-16T09.14.05.155,48.213,0.183,-0.183,-0.366
1610813645165,2021-01-16T09.14.05.165,48.223,0.183,-0.122,-0.244
1610813645175,2021-01-16T09.14.05.175,48.233,0.061,-0.183,-0.305
1610813645184,2021-01-16T09.14.05.184,48.242,0.122,-0.305,-0.244
1610813645194,2021-01-16T09.14.05.194,48.252,0.122,-0.183,-0.305
1610813645205,2021-01-16T09.14.05.205,48.263,0.122,-0.122,-0.244
1610813645215,2021-01-16T09.14.05.215,48.273,0.122,-0.183,-0.305
1610813645225,2021-01-16T09.14.05.225,48.283,0.061,-0.183,-0.244
1610813645234,2021-01-16T09.14.05.234,48.292,0.122,-0.244,-0.305
1610813645244,2021-01-16T09.14.05.244,48.302,0.183,-0.122,-0.305
1610813645254,2021-01-16T09.14.05.254,48.312,0.183,-0.122,-0.305
1610813645265,2021-01-16T09.14.05.265,48.323,0.183,-0.122,-0.305
1610813645274,2021-01-16T09.14.05.274,48.332,0.122,-0.122,-0.305
1610813645284,2021-01-16T09.14.05.284,48.342,0.122,-0.122,-0.305
1610813645294,2021-01-16T09.14.05.294,48.352,0.122,-0.122,-0.244
1610813645304,2021-01-16T09.14.05.304,48.362,0.122,-0.183,-0.305
1610813645313,2021-01-16T09.14.05.313,48.371,0.122,-0.244,-0.244
1610813645323,2021-01-16T09.14.05.323,48.381,0.183,-0.122,-0.305
1610813645334,2021-01-16T09.14.05.334,48.392,0.183,-0.244,-0.244
1610813645344,2021-01-16T09.14.05.344,48.402,0.122,-0.183,-0.244
1610813645353,2021-01-16T09.14.05.353,48.411,0.183,-0.122,-0.305
1610813645363,2021-01-16T09.14.05.363,48.421,0.183,-0.122,-0.305
1610813645373,2021-01-16T09.14.05.373,48.431,0.122,-0.183,-0.366
1610813645383,2021-01-16T09.14.05.383,48.441,0.122,-0.183,-0.366
1610813645392,2021-01-16T09.14.05.392,48.450,0.122,-0.122,-0.305
1610813645402,2021-01-16T09.14.05.402,48.460,0.122,-0.183,-0.305
1610813645413,2021-01-16T09.14.05.413,48.471,0.183,-0.183,-0.305
1610813645423,2021-01-16T09.14.05.423,48.481,0.122,-0.183,-0.244
1610813645432,2021-01-16T09.14.05.432,48.490,0.061,-0.122,-0.244
1610813645442,2021-01-16T09.14.05.442,48.500,0.122,-0.244,-0.244
1610813645452,2021-01-16T09.14.05.452,48.510,0.122,-0.244,-0.305
1610813645462,2021-01-16T09.14.05.462,48.520,0.061,-0.183,-0.366
1610813645471,2021-01-16T09.14.05.471,48.529,0.122,-0.122,-0.305
1610813645482,2021-01-16T09.14.05.482,48.540,0.122,-0.122,-0.244
1610813645492,2021-01-16T09.14.05.492,48.550,0.183,-0.244,-0.244
1610813645502,2021-01-16T09.14.05.502,48.560,0.122,-0.183,-0.305
1610813645512,2021-01-16T09.14.05.512,48.570,0.122,-0.183,-0.305
1610813645521,2021-01-16T09.14.05.521,48.579,0.122,-0.122,-0.305
1610813645531,2021-01-16T09.14.05.531,48.589,0.122,-0.183,-0.244
1610813645542,2021-01-16T09.14.05.542,48.600,0.122,-0.183,-0.244
1610813645552,2021-01-16T09.14.05.552,48.610,0.122,-0.183,-0.183
1610813645561,2021-01-16T09.14.05.561,48.619,0.183,-0.183,-0.244
1610813645571,2021-01-16T09.14.05.571,48.629,0.183,-0.244,-0.305
1610813645581,2021-01-16T09.14.05.581,48.639,0.122,-0.122,-0.244
1610813645591,2021-01-16T09.14.05.591,48.649,0.122,-0.183,-0.244
1610813645600,2021-01-16T09.14.05.600,48.658,0.122,-0.183,-0.244
1610813645610,2021-01-16T09.14.05.610,48.668,0.122,-0.183,-0.183
1610813645621,2021-01-16T09.14.05.621,48.679,0.183,-0.183,-0.244
1610813645631,2021-01-16T09.14.05.631,48.689,0.061,-0.122,-0.305
1610813645640,2021-01-16T09.14.05.640,48.698,0.122,-0.183,-0.244
1610813645650,2021-01-16T09.14.05.650,48.708,0.183,-0.183,-0.305
1610813645660,2021-01-16T09.14.05.660,48.718,0.183,-0.122,-0.305
1610813645670,2021-01-16T09.14.05.670,48.728,0.183,-0.061,-0.305
1610813645679,2021-01-16T09.14.05.679,48.737,0.122,-0.183,-0.305
1610813645690,2021-01-16T09.14.05.690,48.748,0.061,-0.244,-0.305
1610813645700,2021-01-16T09.14.05.700,48.758,0.122,-0.122,-0.305
1610813645710,2021-01-16T09.14.05.710,48.768,0.183,-0.122,-0.305
1610813645719,2021-01-16T09.14.05.719,48.777,0.122,-0.244,-0.305
1610813645729,2021-01-16T09.14.05.729,48.787,0.061,-0.122,-0.244
1610813645739,2021-01-16T09.14.05.739,48.797,0.061,-0.061,-0.183
1610813645750,2021-01-16T09.14.05.750,48.808,0.122,-0.122,-0.244
1610813645758,2021-01-16T09.14.05.758,48.816,0.061,-0.122,-0.305
1610813645769,2021-01-16T09.14.05.769,48.827,0.122,-0.183,-0.366
1610813645779,2021-01-16T09.14.05.779,48.837,0.061,-0.183,-0.305
1610813645789,2021-01-16T09.14.05.789,48.847,0.122,-0.183,-0.305
1610813645799,2021-01-16T09.14.05.799,48.857,0.183,-0.183,-0.305
1610813645808,2021-01-16T09.14.05.808,48.866,0.122,-0.183,-0.244
1610813645818,2021-01-16T09.14.05.818,48.876,0.183,-0.183,-0.244
1610813645829,2021-01-16T09.14.05.829,48.887,0.183,-0.183,-0.305
1610813645839,2021-01-16T09.14.05.839,48.897,0.061,-0.122,-0.305
1610813645848,2021-01-16T09.14.05.848,48.906,0.122,-0.244,-0.305
1610813645858,2021-01-16T09.14.05.858,48.916,0.244,-0.122,-0.244
1610813645868,2021-01-16T09.14.05.868,48.926,0.183,-0.122,-0.305
1610813645878,2021-01-16T09.14.05.878,48.936,0.183,-0.244,-0.244
1610813645887,2021-01-16T09.14.05.887,48.945,0.183,0.000,-0.183
1610813645898,2021-01-16T09.14.05.898,48.956,0.183,-0.122,-0.244
1610813645908,2021-01-16T09.14.05.908,48.966,0.122,-0.183,-0.305
1610813645918,2021-01-16T09.14.05.918,48.976,0.122,-0.183,-0.244
1610813645927,2021-01-16T09.14.05.927,48.985,0.183,-0.122,-0.305
1610813645937,2021-01-16T09.14.05.937,48.995,0.122,-0.061,-0.366
1610813645947,2021-01-16T09.14.05.947,49.005,0.183,-0.183,-0.244
1610813645958,2021-01-16T09.14.05.958,49.016,0.244,-0.183,-0.244
1610813645966,2021-01-16T09.14.05.966,49.024,0.122,-0.183,-0.305
1610813645977,2021-01-16T09.14.05.977,49.035,0.122,-0.183,-0.305
1610813645987,2021-01-16T09.14.05.987,49.045,0.122,-0.183,-0.305
1610813645997,2021-01-16T09.14.05.997,49.055,0.122,-0.183,-0.305
1610813646006,2021-01-16T09.14.06.006,49.064,0.122,-0.244,-0.305
1610813646016,2021-01-16T09.14.06.016,49.074,0.122,-0.122,-0.305
1610813646026,2021-01-16T09.14.06.026,49.084,0.122,-0.183,-0.366
1610813646037,2021-01-16T09.14.06.037,49.095,0.122,-0.183,-0.305
1610813646047,2021-01-16T09.14.06.047,49.105,0.061,-0.122,-0.305
1610813646056,2021-01-16T09.14.06.056,49.114,0.122,-0.122,-0.305
1610813646066,2021-01-16T09.14.06.066,49.124,0.122,-0.183,-0.244
1610813646076,2021-01-16T09.14.06.076,49.134,0.122,-0.183,-0.305
1610813646086,2021-01-16T09.14.06.086,49.144,0.183,-0.183,-0.244
1610813646095,2021-01-16T09.14.06.095,49.153,0.122,-0.122,-0.305
1610813646106,2021-01-16T09.14.06.106,49.164,0.122,-0.183,-0.305
1610813646116,2021-01-16T09.14.06.116,49.174,0.122,-0.122,-0.244
1610813646126,2021-01-16T09.14.06.126,49.184,0.183,-0.122,-0.305
1610813646135,2021-01-16T09.14.06.135,49.193,0.183,-0.183,-0.366
1610813646145,2021-01-16T09.14.06.145,49.203,0.183,-0.183,-0.244
1610813646155,2021-01-16T09.14.06.155,49.213,0.061,-0.183,-0.305
1610813646166,2021-01-16T09.14.06.166,49.224,0.122,-0.122,-0.366
1610813646174,2021-01-16T09.14.06.174,49.232,0.122,-0.061,-0.366
1610813646185,2021-01-16T09.14.06.185,49.243,0.122,-0.183,-0.244
1610813646195,2021-01-16T09.14.06.195,49.253,0.122,-0.061,-0.305
1610813646205,2021-01-16T09.14.06.205,49.263,0.122,-0.122,-0.366
1610813646214,2021-01-16T09.14.06.214,49.272,0.122,-0.183,-0.366
1610813646224,2021-01-16T09.14.06.224,49.282,0.061,-0.122,-0.305
1610813646234,2021-01-16T09.14.06.234,49.292,0.122,-0.244,-0.244
1610813646245,2021-01-16T09.14.06.245,49.303,0.061,-0.183,-0.305
1610813646253,2021-01-16T09.14.06.253,49.311,0.183,-0.183,-0.305
1610813646264,2021-01-16T09.14.06.264,49.322,0.183,-0.305,-0.244
1610813646274,2021-01-16T09.14.06.274,49.332,0.122,-0.244,-0.305
1610813646284,2021-01-16T09.14.06.284,49.342,0.183,-0.122,-0.183
1610813646293,2021-01-16T09.14.06.293,49.351,0.183,-0.183,-0.305
1610813646303,2021-01-16T09.14.06.303,49.361,0.183,-0.183,-0.427
1610813646314,2021-01-16T09.14.06.314,49.372,0.183,-0.183,-0.305
1610813646324,2021-01-16T09.14.06.324,49.382,0.122,-0.244,-0.305
1610813646333,2021-01-16T09.14.06.333,49.391,0.122,-0.122,-0.305
1610813646343,2021-01-16T09.14.06.343,49.401,0.122,-0.122,-0.305
1610813646353,2021-01-16T09.14.06.353,49.411,0.122,-0.244,-0.244
1610813646363,2021-01-16T09.14.06.363,49.421,0.122,-0.183,-0.244
1610813646374,2021-01-16T09.14.06.374,49.432,0.061,-0.183,-0.366
1610813646382,2021-01-16T09.14.06.382,49.440,0.122,-0.244,-0.305
1610813646393,2021-01-16T09.14.06.393,49.451,0.183,-0.244,-0.244
1610813646403,2021-01-16T09.14.06.403,49.461,0.122,-0.244,-0.183
1610813646413,2021-01-16T09.14.06.413,49.471,0.244,-0.244,-0.183
1610813646422,2021-01-16T09.14.06.422,49.480,0.244,-0.183,-0.244
1610813646432,2021-01-16T09.14.06.432,49.490,0.305,-0.122,-0.305
1610813646442,2021-01-16T09.14.06.442,49.500,0.183,-0.183,-0.183
1610813646453,2021-01-16T09.14.06.453,49.511,0.122,-0.244,-0.183
1610813646461,2021-01-16T09.14.06.461,49.519,0.122,-0.122,-0.122
1610813646472,2021-01-16T09.14.06.472,49.530,0.061,-0.122,0.000
1610813646482,2021-01-16T09.14.06.482,49.540,0.122,-0.244,0.061
1610813646492,2021-01-16T09.14.06.492,49.550,0.183,-0.244,0.122
1610813646501,2021-01-16T09.14.06.501,49.559,0.122,-0.183,0.244
1610813646511,2021-01-16T09.14.06.511,49.569,0.183,-0.122,0.366
1610813646522,2021-01-16T09.14.06.522,49.580,0.183,-0.122,0.427
1610813646532,2021-01-16T09.14.06.532,49.590,0.183,-0.183,0.427
1610813646541,2021-01-16T09.14.06.541,49.599,0.122,-0.244,0.488
1610813646551,2021-01-16T09.14.06.551,49.609,0.122,-0.122,0.488
1610813646561,2021-01-16T09.14.06.561,49.619,0.122,-0.061,0.549
1610813646571,2021-01-16T09.14.06.571,49.629,0.183,-0.244,0.610
1610813646580,2021-01-16T09.14.06.580,49.638,0.244,-0.183,0.549
1610813646590,2021-01-16T09.14.06.590,49.648,0.122,-0.183,0.488
1610813646601,2021-01-16T09.14.06.601,49.659,0.183,-0.122,0.488
1610813646611,2021-01-16T09.14.06.611,49.669,0.183,-0.183,0.488
1610813646620,2021-01-16T09.14.06.620,49.678,0.183,-0.183,0.366
1610813646630,2021-01-16T09.14.06.630,49.688,0.244,-0.122,0.366
1610813646640,2021-01-16T09.14.06.640,49.698,0.122,-0.183,0.305
1610813646650,2021-01-16T09.14.06.650,49.708,0.122,-0.244,0.366
1610813646661,2021-01-16T09.14.06.661,49.719,0.183,-0.183,0.366
1610813646670,2021-01-16T09.14.06.670,49.728,0.183,-0.122,0.366
1610813646680,2021-01-16T09.14.06.680,49.738,0.183,-0.244,0.305
1610813646690,2021-01-16T09.14.06.690,49.748,0.122,-0.122,0.244
1610813646700,2021-01-16T09.14.06.700,49.758,0.183,-0.183,0.244
1610813646709,2021-01-16T09.14.06.709,49.767,0.183,-0.183,0.305
1610813646719,2021-01-16T09.14.06.719,49.777,0.122,-0.183,0.366
1610813646730,2021-01-16T09.14.06.730,49.788,0.183,-0.305,0.427
1610813646740,2021-01-16T09.14.06.740,49.798,0.183,-0.244,0.549
1610813646749,2021-01-16T09.14.06.749,49.807,0.244,-0.122,0.488
1610813646759,2021-01-16T09.14.06.759,49.817,0.244,-0.183,0.488
1610813646769,2021-01-16T09.14.06.769,49.827,0.122,-0.122,0.549
1610813646779,2021-01-16T09.14.06.779,49.837,0.244,-0.122,0.671
1610813646788,2021-01-16T09.14.06.788,49.846,0.244,-0.061,0.671
1610813646798,2021-01-16T09.14.06.798,49.856,0.183,-0.122,0.610
1610813646809,2021-01-16T09.14.06.809,49.867,0.244,-0.183,0.732
1610813646819,2021-01-16T09.14.06.819,49.877,0.183,-0.122,0.793
