epoc (ms),timestamp (-0700),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1610049350514,2021-01-07T12.55.50.514,4.043,0.005,-0.002,0.997
1610049350515,2021-01-07T12.55.50.515,4.044,0.006,-0.008,0.998
1610049350517,2021-01-07T12.55.50.517,4.046,0.010,-0.006,1.000
1610049350518,2021-01-07T12.55.50.518,4.047,0.007,0.004,1.001
1610049350520,2021-01-07T12.55.50.520,4.049,0.006,-0.002,1.003
1610049350521,2021-01-07T12.55.50.521,4.050,0.004,0.000,1.004
1610049350522,2021-01-07T12.55.50.522,4.051,0.005,-0.003,0.994
1610049350522,2021-01-07T12.55.50.522,4.051,0.011,-0.003,0.997
1610049350524,2021-01-07T12.55.50.524,4.053,0.000,-0.000,1.004
1610049350525,2021-01-07T12.55.50.525,4.054,-0.000,-0.008,0.997
1610049350527,2021-01-07T12.55.50.527,4.056,0.003,-0.001,1.006
1610049350528,2021-01-07T12.55.50.528,4.057,0.002,-0.001,1.003
1610049350530,2021-01-07T12.55.50.530,4.059,0.004,-0.004,1.004
1610049350531,2021-01-07T12.55.50.531,4.060,0.005,-0.002,1.007
1610049350531,2021-01-07T12.55.50.531,4.060,0.007,0.000,1.001
1610049350533,2021-01-07T12.55.50.533,4.062,0.005,-0.004,1.004
1610049350534,2021-01-07T12.55.50.534,4.063,0.009,-0.005,1.000
1610049350536,2021-01-07T12.55.50.536,4.065,0.003,-0.008,0.998
1610049350537,2021-01-07T12.55.50.537,4.066,0.000,-0.011,0.996
1610049350539,2021-01-07T12.55.50.539,4.068,-0.002,-0.006,0.999
1610049350539,2021-01-07T12.55.50.539,4.068,-0.001,-0.002,0.997
1610049350540,2021-01-07T12.55.50.540,4.069,0.002,-0.002,0.997
1610049350542,2021-01-07T12.55.50.542,4.071,-0.000,-0.003,1.000
1610049350543,2021-01-07T12.55.50.543,4.072,0.006,-0.006,0.999
1610049350544,2021-01-07T12.55.50.544,4.073,0.008,-0.007,1.001
1610049350546,2021-01-07T12.55.50.546,4.075,0.008,-0.005,1.004
1610049350547,2021-01-07T12.55.50.547,4.076,0.004,-0.006,1.000
1610049350547,2021-01-07T12.55.50.547,4.076,0.000,-0.002,0.997
1610049350549,2021-01-07T12.55.50.549,4.078,0.002,-0.002,0.994
1610049350550,2021-01-07T12.55.50.550,4.079,0.004,-0.007,1.000
1610049350552,2021-01-07T12.55.50.552,4.081,-0.003,-0.005,1.002
1610049350553,2021-01-07T12.55.50.553,4.082,0.000,0.000,1.006
1610049350555,2021-01-07T12.55.50.555,4.084,0.002,-0.007,1.000
1610049350556,2021-01-07T12.55.50.556,4.085,0.001,-0.006,1.003
1610049350556,2021-01-07T12.55.50.556,4.085,0.006,-0.003,1.005
1610049350558,2021-01-07T12.55.50.558,4.087,0.004,-0.007,0.995
1610049350559,2021-01-07T12.55.50.559,4.088,0.000,-0.007,1.006
1610049350561,2021-01-07T12.55.50.561,4.090,0.003,-0.001,1.001
1610049350562,2021-01-07T12.55.50.562,4.091,-0.003,-0.004,0.999
1610049350563,2021-01-07T12.55.50.563,4.092,0.008,-0.003,1.006
1610049350565,2021-01-07T12.55.50.565,4.094,0.000,-0.003,1.005
1610049350565,2021-01-07T12.55.50.565,4.094,0.002,-0.005,0.999
1610049350566,2021-01-07T12.55.50.566,4.095,0.005,0.000,0.995
1610049350568,2021-01-07T12.55.50.568,4.097,0.000,-0.003,1.001
1610049350569,2021-01-07T12.55.50.569,4.098,0.008,-0.002,1.000
1610049350571,2021-01-07T12.55.50.571,4.100,0.011,-0.001,1.006
1610049350572,2021-01-07T12.55.50.572,4.101,0.009,-0.002,1.004
1610049350574,2021-01-07T12.55.50.574,4.103,0.003,-0.001,1.000
1610049350574,2021-01-07T12.55.50.574,4.103,0.002,-0.008,0.994
1610049350575,2021-01-07T12.55.50.575,4.104,0.001,-0.003,1.001
1610049350577,2021-01-07T12.55.50.577,4.106,0.005,-0.003,1.002
1610049350578,2021-01-07T12.55.50.578,4.107,0.004,-0.003,1.000
1610049350580,2021-01-07T12.55.50.580,4.109,0.009,-0.005,1.000
1610049350581,2021-01-07T12.55.50.581,4.110,0.007,-0.001,1.001
1610049350583,2021-01-07T12.55.50.583,4.112,0.007,-0.005,0.995
1610049350583,2021-01-07T12.55.50.583,4.112,0.001,-0.003,0.995
1610049350584,2021-01-07T12.55.50.584,4.113,0.001,-0.009,1.000
1610049350585,2021-01-07T12.55.50.585,4.114,-0.002,-0.004,0.998
1610049350587,2021-01-07T12.55.50.587,4.116,0.000,-0.004,0.996
1610049350588,2021-01-07T12.55.50.588,4.117,0.002,-0.005,1.000
1610049350590,2021-01-07T12.55.50.590,4.119,0.003,-0.011,1.004
1610049350591,2021-01-07T12.55.50.591,4.120,-0.004,-0.005,1.002
1610049350591,2021-01-07T12.55.50.591,4.120,0.002,-0.007,1.006
1610049350593,2021-01-07T12.55.50.593,4.122,0.003,-0.007,1.002
1610049350594,2021-01-07T12.55.50.594,4.123,-0.002,-0.005,1.002
1610049350596,2021-01-07T12.55.50.596,4.125,0.008,-0.008,1.000
1610049350597,2021-01-07T12.55.50.597,4.126,0.001,-0.004,0.996
1610049350599,2021-01-07T12.55.50.599,4.128,0.007,0.000,1.003
1610049350599,2021-01-07T12.55.50.599,4.128,0.001,-0.005,1.004
1610049350600,2021-01-07T12.55.50.600,4.129,0.006,-0.006,1.002
1610049350602,2021-01-07T12.55.50.602,4.131,0.001,-0.002,0.999
1610049350603,2021-01-07T12.55.50.603,4.132,0.002,-0.009,0.995
1610049350605,2021-01-07T12.55.50.605,4.134,0.003,0.003,1.005
1610049350606,2021-01-07T12.55.50.606,4.135,0.003,0.001,1.001
1610049350607,2021-01-07T12.55.50.607,4.136,-0.002,-0.007,1.006
1610049350607,2021-01-07T12.55.50.607,4.136,0.004,-0.008,1.001
1610049350609,2021-01-07T12.55.50.609,4.138,0.006,-0.002,1.005
1610049350610,2021-01-07T12.55.50.610,4.139,-0.003,-0.008,1.003
1610049350612,2021-01-07T12.55.50.612,4.141,0.003,-0.007,0.998
1610049350613,2021-01-07T12.55.50.613,4.142,0.006,-0.006,0.997
1610049350615,2021-01-07T12.55.50.615,4.144,0.002,-0.005,0.997
1610049350616,2021-01-07T12.55.50.616,4.145,0.004,-0.001,1.001
1610049350616,2021-01-07T12.55.50.616,4.145,-0.002,-0.005,0.998
1610049350618,2021-01-07T12.55.50.618,4.147,-0.001,-0.012,0.992
1610049350619,2021-01-07T12.55.50.619,4.148,0.003,-0.007,1.003
1610049350621,2021-01-07T12.55.50.621,4.150,0.010,-0.008,1.006
1610049350622,2021-01-07T12.55.50.622,4.151,0.008,-0.000,1.000
1610049350624,2021-01-07T12.55.50.624,4.153,0.003,-0.002,0.998
1610049350625,2021-01-07T12.55.50.625,4.154,0.005,-0.004,0.999
1610049350625,2021-01-07T12.55.50.625,4.154,0.007,-0.002,1.003
1610049350626,2021-01-07T12.55.50.626,4.155,0.000,-0.004,1.001
1610049350628,2021-01-07T12.55.50.628,4.157,0.005,-0.004,1.000
1610049350629,2021-01-07T12.55.50.629,4.158,0.007,-0.006,1.000
1610049350631,2021-01-07T12.55.50.631,4.160,-0.002,-0.005,1.000
1610049350632,2021-01-07T12.55.50.632,4.161,0.004,-0.001,1.001
1610049350634,2021-01-07T12.55.50.634,4.163,0.012,-0.008,0.996
1610049350634,2021-01-07T12.55.50.634,4.163,0.003,-0.005,0.995
1610049350635,2021-01-07T12.55.50.635,4.164,-0.006,-0.008,1.002
1610049350637,2021-01-07T12.55.50.637,4.166,0.005,-0.003,1.003
1610049350638,2021-01-07T12.55.50.638,4.167,0.008,-0.007,1.001
1610049350640,2021-01-07T12.55.50.640,4.169,0.004,-0.000,1.003
1610049350641,2021-01-07T12.55.50.641,4.170,0.000,-0.004,1.000
1610049350643,2021-01-07T12.55.50.643,4.172,0.007,-0.002,1.007
1610049350644,2021-01-07T12.55.50.644,4.173,-0.001,0.001,1.008
1610049350644,2021-01-07T12.55.50.644,4.173,0.007,-0.005,1.000
1610049350646,2021-01-07T12.55.50.646,4.175,0.006,-0.003,0.999
1610049350647,2021-01-07T12.55.50.647,4.176,0.002,-0.004,0.999
1610049350648,2021-01-07T12.55.50.648,4.177,0.002,0.001,1.000
1610049350650,2021-01-07T12.55.50.650,4.179,0.010,-0.005,1.001
1610049350650,2021-01-07T12.55.50.650,4.179,0.003,-0.008,1.001
1610049350651,2021-01-07T12.55.50.651,4.180,0.002,-0.008,1.000
1610049350653,2021-01-07T12.55.50.653,4.182,0.004,-0.010,0.999
1610049350654,2021-01-07T12.55.50.654,4.183,-0.002,-0.001,0.997
1610049350656,2021-01-07T12.55.50.656,4.185,0.009,0.000,1.001
1610049350657,2021-01-07T12.55.50.657,4.186,0.003,-0.009,0.998
1610049350659,2021-01-07T12.55.50.659,4.188,0.000,-0.007,1.009
1610049350659,2021-01-07T12.55.50.659,4.188,0.002,-0.003,1.002
1610049350660,2021-01-07T12.55.50.660,4.189,0.000,-0.007,1.004
1610049350662,2021-01-07T12.55.50.662,4.191,0.005,-0.003,0.997
1610049350663,2021-01-07T12.55.50.663,4.192,0.003,-0.004,1.005
1610049350665,2021-01-07T12.55.50.665,4.194,0.002,0.000,1.002
1610049350666,2021-01-07T12.55.50.666,4.195,0.002,-0.000,1.006
1610049350667,2021-01-07T12.55.50.667,4.196,0.004,-0.004,1.001
1610049350667,2021-01-07T12.55.50.667,4.196,0.003,-0.002,1.000
1610049350669,2021-01-07T12.55.50.669,4.198,0.003,-0.004,1.000
1610049350670,2021-01-07T12.55.50.670,4.199,0.007,-0.005,1.002
1610049350672,2021-01-07T12.55.50.672,4.201,0.004,-0.001,0.998
1610049350673,2021-01-07T12.55.50.673,4.202,0.004,-0.001,1.005
1610049350675,2021-01-07T12.55.50.675,4.204,0.005,-0.001,0.998
1610049350676,2021-01-07T12.55.50.676,4.205,0.006,-0.005,1.001
1610049350676,2021-01-07T12.55.50.676,4.205,0.007,-0.006,1.002
1610049350678,2021-01-07T12.55.50.678,4.207,0.008,-0.002,0.998
1610049350679,2021-01-07T12.55.50.679,4.208,0.006,-0.003,1.001
1610049350681,2021-01-07T12.55.50.681,4.210,0.002,-0.010,1.007
1610049350682,2021-01-07T12.55.50.682,4.211,0.004,-0.005,1.000
1610049350684,2021-01-07T12.55.50.684,4.213,0.001,-0.000,1.002
1610049350685,2021-01-07T12.55.50.685,4.214,0.011,-0.005,1.000
1610049350685,2021-01-07T12.55.50.685,4.214,0.004,-0.003,0.999
1610049350687,2021-01-07T12.55.50.687,4.216,0.004,-0.005,1.006
1610049350688,2021-01-07T12.55.50.688,4.217,0.005,0.001,1.001
1610049350689,2021-01-07T12.55.50.689,4.218,0.007,0.001,1.000
1610049350691,2021-01-07T12.55.50.691,4.220,0.008,0.003,0.998
1610049350692,2021-01-07T12.55.50.692,4.221,0.003,-0.004,1.008
1610049350694,2021-01-07T12.55.50.694,4.223,0.003,-0.004,0.997
1610049350694,2021-01-07T12.55.50.694,4.223,0.001,0.001,0.999
1610049350695,2021-01-07T12.55.50.695,4.224,0.005,-0.001,1.001
1610049350697,2021-01-07T12.55.50.697,4.226,0.003,-0.006,1.001
1610049350698,2021-01-07T12.55.50.698,4.227,0.004,-0.004,1.000
1610049350700,2021-01-07T12.55.50.700,4.229,0.006,-0.006,0.999
1610049350701,2021-01-07T12.55.50.701,4.230,-0.002,-0.001,1.004
1610049350703,2021-01-07T12.55.50.703,4.232,0.004,-0.008,0.995
1610049350703,2021-01-07T12.55.50.703,4.232,0.003,-0.003,1.001
1610049350704,2021-01-07T12.55.50.704,4.233,-0.002,-0.005,1.002
1610049350706,2021-01-07T12.55.50.706,4.235,0.005,-0.004,0.998
1610049350707,2021-01-07T12.55.50.707,4.236,0.003,-0.002,1.000
1610049350709,2021-01-07T12.55.50.709,4.238,0.003,-0.003,1.001
1610049350710,2021-01-07T12.55.50.710,4.239,0.004,-0.006,0.998
1610049350710,2021-01-07T12.55.50.710,4.239,0.004,-0.003,0.999
1610049350711,2021-01-07T12.55.50.711,4.240,0.003,-0.004,1.000
1610049350713,2021-01-07T12.55.50.713,4.242,-0.002,-0.007,1.003
1610049350714,2021-01-07T12.55.50.714,4.243,0.003,-0.001,1.001
1610049350716,2021-01-07T12.55.50.716,4.245,0.009,-0.003,0.997
1610049350717,2021-01-07T12.55.50.717,4.246,0.004,-0.004,0.998
1610049350719,2021-01-07T12.55.50.719,4.248,0.007,-0.008,0.993
1610049350719,2021-01-07T12.55.50.719,4.248,0.006,-0.004,1.005
1610049350720,2021-01-07T12.55.50.720,4.249,0.001,0.001,0.997
1610049350722,2021-01-07T12.55.50.722,4.251,0.000,0.001,0.998
1610049350723,2021-01-07T12.55.50.723,4.252,0.003,-0.009,1.001
1610049350725,2021-01-07T12.55.50.725,4.254,0.008,-0.003,1.000
1610049350726,2021-01-07T12.55.50.726,4.255,0.006,-0.002,1.004
1610049350728,2021-01-07T12.55.50.728,4.257,0.002,-0.005,1.010
1610049350728,2021-01-07T12.55.50.728,4.257,0.002,-0.005,1.000
1610049350729,2021-01-07T12.55.50.729,4.258,0.002,-0.007,0.995
1610049350730,2021-01-07T12.55.50.730,4.259,0.004,-0.003,1.000
1610049350732,2021-01-07T12.55.50.732,4.261,0.007,-0.004,1.007
1610049350733,2021-01-07T12.55.50.733,4.262,0.003,-0.003,1.005
1610049350735,2021-01-07T12.55.50.735,4.264,-0.001,-0.006,1.000
1610049350736,2021-01-07T12.55.50.736,4.265,0.003,-0.005,1.000
1610049350736,2021-01-07T12.55.50.736,4.265,0.005,-0.010,1.002
1610049350738,2021-01-07T12.55.50.738,4.267,0.002,-0.005,0.995
1610049350739,2021-01-07T12.55.50.739,4.268,-0.004,-0.004,1.005
1610049350741,2021-01-07T12.55.50.741,4.270,0.001,-0.004,0.998
1610049350742,2021-01-07T12.55.50.742,4.271,-0.001,-0.004,0.997
1610049350744,2021-01-07T12.55.50.744,4.273,0.003,-0.004,0.996
1610049350745,2021-01-07T12.55.50.745,4.274,0.003,-0.004,0.998
1610049350745,2021-01-07T12.55.50.745,4.274,0.001,-0.003,1.004
1610049350747,2021-01-07T12.55.50.747,4.276,0.000,-0.004,1.002
1610049350748,2021-01-07T12.55.50.748,4.277,0.002,-0.002,1.008
1610049350750,2021-01-07T12.55.50.750,4.279,0.006,0.000,0.992
1610049350751,2021-01-07T12.55.50.751,4.280,0.003,-0.002,1.001
1610049350752,2021-01-07T12.55.50.752,4.281,0.009,-0.001,1.003
1610049350754,2021-01-07T12.55.50.754,4.283,0.004,-0.006,1.001
1610049350754,2021-01-07T12.55.50.754,4.283,-0.004,-0.007,1.000
1610049350755,2021-01-07T12.55.50.755,4.284,0.002,-0.008,0.994
1610049350757,2021-01-07T12.55.50.757,4.286,0.010,-0.006,1.000
1610049350758,2021-01-07T12.55.50.758,4.287,0.002,-0.010,1.002
1610049350760,2021-01-07T12.55.50.760,4.289,0.002,-0.004,1.005
1610049350761,2021-01-07T12.55.50.761,4.290,-0.000,-0.003,1.000
1610049350763,2021-01-07T12.55.50.763,4.292,-0.000,-0.002,0.993
1610049350763,2021-01-07T12.55.50.763,4.292,-0.002,-0.005,0.996
1610049350764,2021-01-07T12.55.50.764,4.293,-0.002,-0.003,1.008
1610049350766,2021-01-07T12.55.50.766,4.295,0.005,-0.002,1.001
1610049350767,2021-01-07T12.55.50.767,4.296,0.002,-0.006,1.002
1610049350769,2021-01-07T12.55.50.769,4.298,0.004,-0.003,1.001
1610049350770,2021-01-07T12.55.50.770,4.299,0.004,-0.001,1.000
1610049350771,2021-01-07T12.55.50.771,4.300,-0.003,-0.005,0.997
1610049350771,2021-01-07T12.55.50.771,4.300,0.006,0.005,1.000
1610049350773,2021-01-07T12.55.50.773,4.302,0.001,-0.006,0.999
1610049350774,2021-01-07T12.55.50.774,4.303,0.000,-0.010,0.998
1610049350776,2021-01-07T12.55.50.776,4.305,0.005,-0.012,0.997
1610049350777,2021-01-07T12.55.50.777,4.306,0.008,-0.004,1.001
1610049350779,2021-01-07T12.55.50.779,4.308,0.001,-0.002,0.995
1610049350779,2021-01-07T12.55.50.779,4.308,0.002,-0.002,0.999
1610049350780,2021-01-07T12.55.50.780,4.309,0.005,-0.007,1.006
1610049350782,2021-01-07T12.55.50.782,4.311,0.010,-0.009,0.997
1610049350783,2021-01-07T12.55.50.783,4.312,0.007,-0.003,0.997
1610049350785,2021-01-07T12.55.50.785,4.314,0.006,-0.002,1.000
1610049350786,2021-01-07T12.55.50.786,4.315,0.001,-0.005,0.998
1610049350788,2021-01-07T12.55.50.788,4.317,-0.002,-0.006,1.001
1610049350789,2021-01-07T12.55.50.789,4.318,0.006,-0.001,1.005
1610049350789,2021-01-07T12.55.50.789,4.318,0.005,0.001,1.001
1610049350791,2021-01-07T12.55.50.791,4.320,0.008,-0.001,0.994
1610049350792,2021-01-07T12.55.50.792,4.321,0.005,-0.006,1.002
1610049350793,2021-01-07T12.55.50.793,4.322,0.008,-0.006,1.004
1610049350795,2021-01-07T12.55.50.795,4.324,0.007,-0.002,0.998
1610049350796,2021-01-07T12.55.50.796,4.325,0.001,-0.001,0.996
1610049350796,2021-01-07T12.55.50.796,4.325,0.002,-0.001,0.999
1610049350798,2021-01-07T12.55.50.798,4.327,0.003,0.000,1.001
1610049350799,2021-01-07T12.55.50.799,4.328,0.009,-0.004,0.998
1610049350801,2021-01-07T12.55.50.801,4.330,0.005,-0.001,0.996
1610049350802,2021-01-07T12.55.50.802,4.331,0.006,0.000,1.001
1610049350804,2021-01-07T12.55.50.804,4.333,0.002,-0.001,1.003
1610049350805,2021-01-07T12.55.50.805,4.334,-0.004,-0.007,1.001
1610049350805,2021-01-07T12.55.50.805,4.334,0.003,-0.004,0.998
1610049350807,2021-01-07T12.55.50.807,4.336,0.008,-0.002,0.997
1610049350808,2021-01-07T12.55.50.808,4.337,0.004,-0.007,1.003
1610049350810,2021-01-07T12.55.50.810,4.339,0.000,-0.006,1.002
1610049350811,2021-01-07T12.55.50.811,4.340,-0.002,-0.002,1.002
1610049350813,2021-01-07T12.55.50.813,4.342,0.007,-0.004,1.008
1610049350814,2021-01-07T12.55.50.814,4.343,0.002,0.002,1.003
1610049350814,2021-01-07T12.55.50.814,4.343,0.007,0.004,1.004
1610049350815,2021-01-07T12.55.50.815,4.344,0.010,-0.005,1.002
1610049350817,2021-01-07T12.55.50.817,4.346,0.008,-0.004,1.006
1610049350818,2021-01-07T12.55.50.818,4.347,0.005,-0.008,1.003
1610049350820,2021-01-07T12.55.50.820,4.349,0.009,-0.005,1.003
1610049350821,2021-01-07T12.55.50.821,4.350,0.007,-0.003,1.000
1610049350823,2021-01-07T12.55.50.823,4.352,0.009,-0.004,1.003
1610049350823,2021-01-07T12.55.50.823,4.352,0.002,-0.001,1.000
1610049350824,2021-01-07T12.55.50.824,4.353,0.003,-0.002,1.001
1610049350826,2021-01-07T12.55.50.826,4.355,-0.001,-0.002,1.008
1610049350827,2021-01-07T12.55.50.827,4.356,0.002,-0.001,1.003
1610049350829,2021-01-07T12.55.50.829,4.358,0.006,-0.001,0.999
1610049350830,2021-01-07T12.55.50.830,4.359,0.002,-0.006,1.005
1610049350830,2021-01-07T12.55.50.830,4.359,-0.000,-0.006,0.997
1610049350832,2021-01-07T12.55.50.832,4.361,0.003,-0.004,1.000
1610049350833,2021-01-07T12.55.50.833,4.362,0.010,-0.003,1.006
1610049350834,2021-01-07T12.55.50.834,4.363,0.002,-0.004,1.005
1610049350836,2021-01-07T12.55.50.836,4.365,-0.003,-0.007,0.996
1610049350837,2021-01-07T12.55.50.837,4.366,0.004,-0.008,1.002
1610049350839,2021-01-07T12.55.50.839,4.368,0.008,-0.000,0.996
1610049350839,2021-01-07T12.55.50.839,4.368,0.003,-0.002,0.997
1610049350840,2021-01-07T12.55.50.840,4.369,-0.000,-0.006,0.993
1610049350842,2021-01-07T12.55.50.842,4.371,0.007,-0.001,1.000
1610049350843,2021-01-07T12.55.50.843,4.372,0.007,-0.004,1.000
1610049350845,2021-01-07T12.55.50.845,4.374,0.005,0.000,1.001
1610049350846,2021-01-07T12.55.50.846,4.375,0.002,-0.004,1.003
1610049350848,2021-01-07T12.55.50.848,4.377,0.002,-0.001,1.004
1610049350848,2021-01-07T12.55.50.848,4.377,0.004,-0.009,1.009
1610049350849,2021-01-07T12.55.50.849,4.378,0.006,-0.010,0.995
1610049350851,2021-01-07T12.55.50.851,4.380,-0.000,-0.007,0.995
1610049350852,2021-01-07T12.55.50.852,4.381,0.005,0.004,0.997
1610049350854,2021-01-07T12.55.50.854,4.383,0.007,-0.001,0.998
1610049350855,2021-01-07T12.55.50.855,4.384,0.001,-0.004,0.997
1610049350856,2021-01-07T12.55.50.856,4.385,0.000,-0.008,1.006
1610049350856,2021-01-07T12.55.50.856,4.385,0.000,0.001,0.997
1610049350858,2021-01-07T12.55.50.858,4.387,0.002,-0.003,1.000
1610049350859,2021-01-07T12.55.50.859,4.388,0.004,-0.007,1.000
1610049350861,2021-01-07T12.55.50.861,4.390,0.007,-0.006,0.998
1610049350862,2021-01-07T12.55.50.862,4.391,0.003,-0.002,1.003
1610049350864,2021-01-07T12.55.50.864,4.393,0.003,-0.002,0.999
1610049350865,2021-01-07T12.55.50.865,4.394,0.001,-0.002,1.000
1610049350867,2021-01-07T12.55.50.867,4.396,0.008,-0.002,0.996
1610049350867,2021-01-07T12.55.50.867,4.396,0.003,-0.004,1.003
1610049350868,2021-01-07T12.55.50.868,4.397,0.006,-0.006,1.003
1610049350870,2021-01-07T12.55.50.870,4.399,0.003,-0.006,0.996
1610049350871,2021-01-07T12.55.50.871,4.400,-0.002,-0.006,0.997
1610049350873,2021-01-07T12.55.50.873,4.402,0.004,-0.005,0.996
1610049350874,2021-01-07T12.55.50.874,4.403,-0.001,-0.003,0.996
1610049350874,2021-01-07T12.55.50.874,4.403,-0.003,-0.008,1.004
1610049350876,2021-01-07T12.55.50.876,4.405,0.007,-0.006,1.006
1610049350877,2021-01-07T12.55.50.877,4.406,0.006,-0.003,0.999
1610049350878,2021-01-07T12.55.50.878,4.407,0.002,-0.005,1.000
1610049350880,2021-01-07T12.55.50.880,4.409,0.006,-0.005,0.996
1610049350881,2021-01-07T12.55.50.881,4.410,0.004,-0.001,1.002
1610049350881,2021-01-07T12.55.50.881,4.410,0.005,-0.009,1.000
1610049350883,2021-01-07T12.55.50.883,4.412,0.003,-0.003,1.002
1610049350884,2021-01-07T12.55.50.884,4.413,0.002,-0.005,1.003
1610049350886,2021-01-07T12.55.50.886,4.415,0.003,-0.003,1.008
1610049350887,2021-01-07T12.55.50.887,4.416,0.006,-0.003,0.994
1610049350889,2021-01-07T12.55.50.889,4.418,0.004,-0.006,1.000
1610049350890,2021-01-07T12.55.50.890,4.419,0.000,-0.001,1.003
1610049350890,2021-01-07T12.55.50.890,4.419,0.009,-0.002,0.996
1610049350892,2021-01-07T12.55.50.892,4.421,0.007,-0.004,0.996
1610049350893,2021-01-07T12.55.50.893,4.422,0.001,-0.001,1.006
1610049350895,2021-01-07T12.55.50.895,4.424,0.004,-0.003,1.001
1610049350896,2021-01-07T12.55.50.896,4.425,0.006,-0.003,0.995
1610049350897,2021-01-07T12.55.50.897,4.426,0.003,-0.007,1.000
1610049350899,2021-01-07T12.55.50.899,4.428,0.002,-0.003,1.001
1610049350899,2021-01-07T12.55.50.899,4.428,-0.004,-0.003,1.008
1610049350900,2021-01-07T12.55.50.900,4.429,0.001,-0.002,0.998
1610049350902,2021-01-07T12.55.50.902,4.431,0.004,-0.002,0.999
1610049350903,2021-01-07T12.55.50.903,4.432,0.005,-0.002,0.999
1610049350905,2021-01-07T12.55.50.905,4.434,0.009,-0.009,1.002
1610049350906,2021-01-07T12.55.50.906,4.435,0.007,-0.002,0.996
1610049350908,2021-01-07T12.55.50.908,4.437,0.010,-0.005,1.002
1610049350908,2021-01-07T12.55.50.908,4.437,0.004,-0.002,1.002
1610049350909,2021-01-07T12.55.50.909,4.438,0.001,-0.001,1.002
1610049350911,2021-01-07T12.55.50.911,4.440,0.002,-0.002,0.998
1610049350912,2021-01-07T12.55.50.912,4.441,0.002,-0.008,1.003
1610049350914,2021-01-07T12.55.50.914,4.443,0.006,-0.005,1.001
1610049350915,2021-01-07T12.55.50.915,4.444,0.000,-0.003,1.004
1610049350917,2021-01-07T12.55.50.917,4.446,0.005,-0.004,1.003
1610049350917,2021-01-07T12.55.50.917,4.446,0.010,-0.001,0.994
1610049350918,2021-01-07T12.55.50.918,4.447,0.007,-0.002,1.002
1610049350919,2021-01-07T12.55.50.919,4.448,0.007,-0.002,1.006
1610049350921,2021-01-07T12.55.50.921,4.450,0.008,-0.005,1.000
1610049350922,2021-01-07T12.55.50.922,4.451,0.003,-0.000,0.996
1610049350924,2021-01-07T12.55.50.924,4.453,0.001,0.001,0.998
1610049350925,2021-01-07T12.55.50.925,4.454,0.006,-0.007,1.003
1610049350925,2021-01-07T12.55.50.925,4.454,-0.000,-0.005,1.000
1610049350927,2021-01-07T12.55.50.927,4.456,0.002,-0.001,1.004
1610049350928,2021-01-07T12.55.50.928,4.457,-0.002,-0.003,1.004
1610049350930,2021-01-07T12.55.50.930,4.459,0.007,-0.008,1.003
1610049350931,2021-01-07T12.55.50.931,4.460,0.005,-0.007,1.004
1610049350933,2021-01-07T12.55.50.933,4.462,0.006,-0.003,1.005
1610049350934,2021-01-07T12.55.50.934,4.463,0.004,0.001,1.002
1610049350934,2021-01-07T12.55.50.934,4.463,-0.005,-0.001,0.996
1610049350936,2021-01-07T12.55.50.936,4.465,0.002,-0.004,1.000
1610049350937,2021-01-07T12.55.50.937,4.466,0.007,-0.002,1.001
1610049350938,2021-01-07T12.55.50.938,4.467,0.005,-0.005,1.000
1610049350940,2021-01-07T12.55.50.940,4.469,0.004,-0.002,1.005
1610049350941,2021-01-07T12.55.50.941,4.470,0.004,-0.002,0.999
1610049350941,2021-01-07T12.55.50.941,4.470,-0.005,-0.005,1.001
1610049350943,2021-01-07T12.55.50.943,4.472,0.000,-0.005,1.002
1610049350944,2021-01-07T12.55.50.944,4.473,0.002,-0.006,0.998
1610049350946,2021-01-07T12.55.50.946,4.475,-0.004,-0.012,1.001
1610049350947,2021-01-07T12.55.50.947,4.476,0.004,-0.005,1.000
1610049350949,2021-01-07T12.55.50.949,4.478,0.005,-0.004,1.004
1610049350950,2021-01-07T12.55.50.950,4.479,-0.001,-0.006,1.006
1610049350950,2021-01-07T12.55.50.950,4.479,0.004,-0.008,0.996
1610049350952,2021-01-07T12.55.50.952,4.481,0.006,0.004,0.997
1610049350953,2021-01-07T12.55.50.953,4.482,0.003,-0.004,1.005
1610049350955,2021-01-07T12.55.50.955,4.484,-0.000,-0.000,0.998
1610049350956,2021-01-07T12.55.50.956,4.485,0.002,-0.003,0.999
1610049350958,2021-01-07T12.55.50.958,4.487,0.003,-0.002,1.003
1610049350959,2021-01-07T12.55.50.959,4.488,0.002,-0.004,1.000
1610049350959,2021-01-07T12.55.50.959,4.488,0.005,-0.004,1.004
1610049350960,2021-01-07T12.55.50.960,4.489,0.002,-0.003,1.008
1610049350962,2021-01-07T12.55.50.962,4.491,-0.001,0.000,1.008
1610049350963,2021-01-07T12.55.50.963,4.492,-0.000,-0.004,1.000
1610049350965,2021-01-07T12.55.50.965,4.494,0.003,-0.001,1.002
1610049350966,2021-01-07T12.55.50.966,4.495,0.002,-0.007,1.000
1610049350968,2021-01-07T12.55.50.968,4.497,0.003,-0.001,1.009
1610049350968,2021-01-07T12.55.50.968,4.497,0.002,-0.004,0.992
1610049350969,2021-01-07T12.55.50.969,4.498,-0.002,-0.001,1.000
1610049350971,2021-01-07T12.55.50.971,4.500,0.000,-0.001,1.001
