epoc (ms),timestamp (-0700),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1610049346589,2021-01-07T12.55.46.589,0.118,0.004,-0.004,1.001
1610049346591,2021-01-07T12.55.46.591,0.120,-0.001,-0.003,1.000
1610049346592,2021-01-07T12.55.46.592,0.121,0.001,-0.002,1.006
1610049346594,2021-01-07T12.55.46.594,0.123,-0.001,-0.005,1.000
1610049346595,2021-01-07T12.55.46.595,0.124,0.001,-0.007,1.004
1610049346597,2021-01-07T12.55.46.597,0.126,0.000,-0.004,1.003
1610049346597,2021-01-07T12.55.46.597,0.126,0.005,-0.007,0.996
1610049346598,2021-01-07T12.55.46.598,0.127,0.006,-0.002,0.999
1610049346600,2021-01-07T12.55.46.600,0.129,0.003,-0.000,1.003
1610049346601,2021-01-07T12.55.46.601,0.130,0.008,-0.006,1.001
1610049346603,2021-01-07T12.55.46.603,0.132,0.010,-0.009,0.995
1610049346604,2021-01-07T12.55.46.604,0.133,0.002,-0.005,0.991
1610049346605,2021-01-07T12.55.46.605,0.134,-0.000,-0.002,0.996
1610049346605,2021-01-07T12.55.46.605,0.134,0.004,-0.008,1.000
1610049346607,2021-01-07T12.55.46.607,0.136,0.003,-0.006,1.007
1610049346608,2021-01-07T12.55.46.608,0.137,0.003,-0.004,1.004
1610049346610,2021-01-07T12.55.46.610,0.139,0.001,-0.002,1.001
1610049346611,2021-01-07T12.55.46.611,0.140,0.005,-0.001,1.003
1610049346613,2021-01-07T12.55.46.613,0.142,-0.000,-0.007,0.999
1610049346614,2021-01-07T12.55.46.614,0.143,-0.001,-0.007,1.005
1610049346616,2021-01-07T12.55.46.616,0.145,0.006,-0.005,1.001
1610049346616,2021-01-07T12.55.46.616,0.145,0.003,-0.008,1.002
1610049346617,2021-01-07T12.55.46.617,0.146,0.006,-0.005,0.999
1610049346619,2021-01-07T12.55.46.619,0.148,0.010,-0.007,0.997
1610049346620,2021-01-07T12.55.46.620,0.149,-0.000,-0.004,0.993
1610049346622,2021-01-07T12.55.46.622,0.151,0.002,-0.007,0.993
1610049346623,2021-01-07T12.55.46.623,0.152,0.002,-0.004,0.999
1610049346623,2021-01-07T12.55.46.623,0.152,0.008,-0.002,0.995
1610049346625,2021-01-07T12.55.46.625,0.154,0.004,-0.002,0.998
1610049346626,2021-01-07T12.55.46.626,0.155,0.006,-0.002,1.002
1610049346627,2021-01-07T12.55.46.627,0.156,0.006,-0.003,1.002
1610049346629,2021-01-07T12.55.46.629,0.158,0.002,-0.005,1.002
1610049346630,2021-01-07T12.55.46.630,0.159,0.002,-0.003,1.003
1610049346632,2021-01-07T12.55.46.632,0.161,0.008,-0.009,1.000
1610049346632,2021-01-07T12.55.46.632,0.161,0.003,-0.004,0.999
1610049346633,2021-01-07T12.55.46.633,0.162,0.002,-0.007,1.000
1610049346635,2021-01-07T12.55.46.635,0.164,0.002,-0.004,0.998
1610049346636,2021-01-07T12.55.46.636,0.165,0.001,-0.003,0.994
1610049346638,2021-01-07T12.55.46.638,0.167,-0.001,-0.002,1.009
1610049346639,2021-01-07T12.55.46.639,0.168,0.004,-0.008,0.998
1610049346641,2021-01-07T12.55.46.641,0.170,0.008,-0.004,1.004
1610049346641,2021-01-07T12.55.46.641,0.170,0.001,-0.004,0.999
1610049346642,2021-01-07T12.55.46.642,0.171,-0.001,-0.005,0.999
1610049346644,2021-01-07T12.55.46.644,0.173,0.002,-0.005,1.000
1610049346645,2021-01-07T12.55.46.645,0.174,-0.001,-0.004,0.999
1610049346646,2021-01-07T12.55.46.646,0.175,0.000,-0.001,0.996
1610049346648,2021-01-07T12.55.46.648,0.177,0.004,-0.005,0.996
1610049346649,2021-01-07T12.55.46.649,0.178,0.007,-0.006,1.000
1610049346649,2021-01-07T12.55.46.649,0.178,0.006,-0.004,1.001
1610049346651,2021-01-07T12.55.46.651,0.180,0.006,-0.001,1.000
1610049346652,2021-01-07T12.55.46.652,0.181,0.000,-0.005,1.008
1610049346654,2021-01-07T12.55.46.654,0.183,0.001,-0.002,0.997
1610049346655,2021-01-07T12.55.46.655,0.184,0.005,-0.006,0.999
1610049346657,2021-01-07T12.55.46.657,0.186,0.006,-0.005,0.997
1610049346657,2021-01-07T12.55.46.657,0.186,0.002,-0.006,0.999
1610049346658,2021-01-07T12.55.46.658,0.187,0.006,-0.005,1.007
1610049346660,2021-01-07T12.55.46.660,0.189,-0.001,-0.006,1.000
1610049346661,2021-01-07T12.55.46.661,0.190,0.003,-0.002,1.001
1610049346663,2021-01-07T12.55.46.663,0.192,0.000,-0.005,0.999
1610049346664,2021-01-07T12.55.46.664,0.193,-0.002,-0.004,0.998
1610049346666,2021-01-07T12.55.46.666,0.195,0.010,-0.005,1.005
1610049346666,2021-01-07T12.55.46.666,0.195,0.007,0.001,1.000
1610049346667,2021-01-07T12.55.46.667,0.196,0.004,-0.004,1.007
1610049346668,2021-01-07T12.55.46.668,0.197,0.002,-0.008,1.000
1610049346670,2021-01-07T12.55.46.670,0.199,0.001,0.000,1.000
1610049346671,2021-01-07T12.55.46.671,0.200,0.006,-0.003,1.004
1610049346673,2021-01-07T12.55.46.673,0.202,0.003,-0.002,1.004
1610049346674,2021-01-07T12.55.46.674,0.203,-0.004,-0.006,1.006
1610049346674,2021-01-07T12.55.46.674,0.203,0.005,-0.005,1.001
1610049346676,2021-01-07T12.55.46.676,0.205,0.003,-0.005,1.001
1610049346677,2021-01-07T12.55.46.677,0.206,0.007,-0.005,1.000
1610049346679,2021-01-07T12.55.46.679,0.208,0.003,-0.002,1.001
1610049346680,2021-01-07T12.55.46.680,0.209,0.000,-0.001,1.002
1610049346682,2021-01-07T12.55.46.682,0.211,0.004,-0.005,1.003
1610049346683,2021-01-07T12.55.46.683,0.212,0.005,-0.008,1.002
1610049346683,2021-01-07T12.55.46.683,0.212,0.008,-0.009,1.000
1610049346685,2021-01-07T12.55.46.685,0.214,0.000,-0.005,1.000
1610049346686,2021-01-07T12.55.46.686,0.215,0.001,-0.010,0.996
1610049346688,2021-01-07T12.55.46.688,0.217,0.001,-0.007,1.000
1610049346689,2021-01-07T12.55.46.689,0.218,0.000,-0.005,0.999
1610049346690,2021-01-07T12.55.46.690,0.219,0.004,-0.005,1.000
1610049346692,2021-01-07T12.55.46.692,0.221,0.008,-0.005,0.996
1610049346692,2021-01-07T12.55.46.692,0.221,0.002,-0.003,0.998
1610049346695,2021-01-07T12.55.46.695,0.224,0.000,-0.002,0.994
1610049346695,2021-01-07T12.55.46.695,0.224,0.003,-0.009,1.001
1610049346696,2021-01-07T12.55.46.696,0.225,-0.000,-0.000,1.002
1610049346698,2021-01-07T12.55.46.698,0.227,0.001,-0.001,1.002
1610049346699,2021-01-07T12.55.46.699,0.228,0.008,-0.007,0.996
1610049346701,2021-01-07T12.55.46.701,0.230,0.000,-0.003,0.994
1610049346701,2021-01-07T12.55.46.701,0.230,0.004,-0.005,0.990
1610049346702,2021-01-07T12.55.46.702,0.231,0.005,-0.003,1.004
1610049346704,2021-01-07T12.55.46.704,0.233,0.007,-0.000,1.009
1610049346705,2021-01-07T12.55.46.705,0.234,0.006,-0.006,1.006
1610049346707,2021-01-07T12.55.46.707,0.236,0.001,-0.005,1.001
1610049346708,2021-01-07T12.55.46.708,0.237,0.002,-0.010,1.001
1610049346709,2021-01-07T12.55.46.709,0.238,0.002,0.000,1.001
1610049346709,2021-01-07T12.55.46.709,0.238,-0.002,-0.006,1.004
1610049346711,2021-01-07T12.55.46.711,0.240,0.002,-0.003,0.996
1610049346712,2021-01-07T12.55.46.712,0.241,0.002,-0.006,1.001
1610049346714,2021-01-07T12.55.46.714,0.243,0.000,-0.005,1.004
1610049346715,2021-01-07T12.55.46.715,0.244,0.002,-0.002,1.001
1610049346717,2021-01-07T12.55.46.717,0.246,-0.000,-0.001,1.005
1610049346717,2021-01-07T12.55.46.717,0.246,0.000,-0.007,1.006
1610049346718,2021-01-07T12.55.46.718,0.247,0.002,0.001,0.999
1610049346720,2021-01-07T12.55.46.720,0.249,-0.001,-0.013,1.000
1610049346721,2021-01-07T12.55.46.721,0.250,-0.002,-0.007,0.997
1610049346723,2021-01-07T12.55.46.723,0.252,0.002,-0.001,1.000
1610049346724,2021-01-07T12.55.46.724,0.253,0.002,-0.003,1.006
1610049346726,2021-01-07T12.55.46.726,0.255,0.002,-0.006,1.001
1610049346726,2021-01-07T12.55.46.726,0.255,0.002,-0.007,0.997
1610049346727,2021-01-07T12.55.46.727,0.256,-0.004,-0.001,0.994
1610049346729,2021-01-07T12.55.46.729,0.258,0.006,-0.007,0.998
1610049346730,2021-01-07T12.55.46.730,0.259,0.007,-0.006,1.003
1610049346731,2021-01-07T12.55.46.731,0.260,0.005,-0.005,1.000
1610049346733,2021-01-07T12.55.46.733,0.262,0.000,-0.004,1.003
1610049346734,2021-01-07T12.55.46.734,0.263,-0.000,-0.005,0.997
1610049346734,2021-01-07T12.55.46.734,0.263,0.003,-0.003,0.999
1610049346736,2021-01-07T12.55.46.736,0.265,-0.003,-0.002,1.001
1610049346737,2021-01-07T12.55.46.737,0.266,0.001,-0.003,1.002
1610049346739,2021-01-07T12.55.46.739,0.268,0.003,-0.006,1.002
1610049346740,2021-01-07T12.55.46.740,0.269,0.007,-0.006,1.004
1610049346742,2021-01-07T12.55.46.742,0.271,-0.002,-0.004,1.002
1610049346743,2021-01-07T12.55.46.743,0.272,0.000,-0.005,1.000
1610049346743,2021-01-07T12.55.46.743,0.272,-0.001,-0.007,0.996
1610049346745,2021-01-07T12.55.46.745,0.274,-0.001,-0.001,1.003
1610049346746,2021-01-07T12.55.46.746,0.275,0.003,0.001,1.004
1610049346748,2021-01-07T12.55.46.748,0.277,0.008,-0.006,1.001
1610049346749,2021-01-07T12.55.46.749,0.278,0.011,0.001,0.994
1610049346751,2021-01-07T12.55.46.751,0.280,0.004,0.001,0.994
1610049346752,2021-01-07T12.55.46.752,0.281,-0.006,-0.003,0.998
1610049346752,2021-01-07T12.55.46.752,0.281,0.001,-0.009,0.997
1610049346753,2021-01-07T12.55.46.753,0.282,0.006,-0.002,1.000
1610049346755,2021-01-07T12.55.46.755,0.284,0.003,-0.004,1.000
1610049346756,2021-01-07T12.55.46.756,0.285,0.003,-0.001,1.002
1610049346758,2021-01-07T12.55.46.758,0.287,0.009,-0.005,0.999
1610049346759,2021-01-07T12.55.46.759,0.288,0.004,-0.005,0.999
1610049346761,2021-01-07T12.55.46.761,0.290,0.004,-0.007,0.992
1610049346761,2021-01-07T12.55.46.761,0.290,0.000,-0.000,0.998
1610049346762,2021-01-07T12.55.46.762,0.291,0.003,-0.003,0.997
1610049346764,2021-01-07T12.55.46.764,0.293,0.003,-0.002,1.003
1610049346765,2021-01-07T12.55.46.765,0.294,0.002,-0.005,0.999
1610049346767,2021-01-07T12.55.46.767,0.296,0.002,-0.006,0.991
1610049346768,2021-01-07T12.55.46.768,0.297,0.010,-0.007,0.998
1610049346770,2021-01-07T12.55.46.770,0.299,0.006,-0.003,0.997
1610049346770,2021-01-07T12.55.46.770,0.299,0.004,-0.002,1.000
1610049346771,2021-01-07T12.55.46.771,0.300,0.001,-0.001,1.001
1610049346772,2021-01-07T12.55.46.772,0.301,0.005,-0.002,1.001
1610049346774,2021-01-07T12.55.46.774,0.303,0.005,-0.002,0.998
1610049346775,2021-01-07T12.55.46.775,0.304,0.002,0.001,1.000
1610049346777,2021-01-07T12.55.46.777,0.306,0.007,-0.003,0.998
1610049346777,2021-01-07T12.55.46.777,0.306,0.001,-0.005,0.996
1610049346778,2021-01-07T12.55.46.778,0.307,0.000,-0.003,0.996
1610049346780,2021-01-07T12.55.46.780,0.309,0.008,-0.008,1.000
1610049346781,2021-01-07T12.55.46.781,0.310,0.009,-0.003,0.996
1610049346783,2021-01-07T12.55.46.783,0.312,0.002,-0.006,0.999
1610049346784,2021-01-07T12.55.46.784,0.313,0.004,-0.003,0.996
1610049346786,2021-01-07T12.55.46.786,0.315,0.005,-0.005,0.996
1610049346786,2021-01-07T12.55.46.786,0.315,0.003,-0.003,1.003
1610049346787,2021-01-07T12.55.46.787,0.316,0.005,0.001,1.001
1610049346789,2021-01-07T12.55.46.789,0.318,0.006,-0.003,1.005
1610049346790,2021-01-07T12.55.46.790,0.319,0.002,-0.006,1.002
1610049346792,2021-01-07T12.55.46.792,0.321,0.007,-0.005,0.996
1610049346793,2021-01-07T12.55.46.793,0.322,0.008,-0.003,0.995
1610049346794,2021-01-07T12.55.46.794,0.323,0.004,-0.005,1.000
1610049346796,2021-01-07T12.55.46.796,0.325,-0.002,-0.000,1.002
1610049346796,2021-01-07T12.55.46.796,0.325,0.005,-0.002,0.999
1610049346797,2021-01-07T12.55.46.797,0.326,0.000,-0.005,1.001
1610049346799,2021-01-07T12.55.46.799,0.328,0.004,-0.004,1.000
1610049346800,2021-01-07T12.55.46.800,0.329,0.006,-0.003,0.998
1610049346802,2021-01-07T12.55.46.802,0.331,0.004,-0.004,1.000
1610049346803,2021-01-07T12.55.46.803,0.332,0.003,-0.004,0.997
1610049346803,2021-01-07T12.55.46.803,0.332,0.001,-0.004,0.993
1610049346805,2021-01-07T12.55.46.805,0.334,-0.001,-0.002,0.996
1610049346806,2021-01-07T12.55.46.806,0.335,0.002,-0.004,1.006
1610049346808,2021-01-07T12.55.46.808,0.337,0.002,-0.012,1.003
1610049346809,2021-01-07T12.55.46.809,0.338,0.002,-0.006,0.999
1610049346811,2021-01-07T12.55.46.811,0.340,0.007,-0.001,1.005
1610049346812,2021-01-07T12.55.46.812,0.341,0.001,-0.003,1.001
1610049346812,2021-01-07T12.55.46.812,0.341,0.005,-0.002,1.002
1610049346813,2021-01-07T12.55.46.813,0.342,0.006,-0.003,1.000
1610049346815,2021-01-07T12.55.46.815,0.344,0.007,-0.002,1.003
1610049346816,2021-01-07T12.55.46.816,0.345,0.006,-0.004,0.999
1610049346818,2021-01-07T12.55.46.818,0.347,0.005,-0.002,1.008
1610049346819,2021-01-07T12.55.46.819,0.348,-0.000,-0.002,0.999
1610049346821,2021-01-07T12.55.46.821,0.350,0.000,-0.001,1.002
1610049346821,2021-01-07T12.55.46.821,0.350,0.002,-0.002,1.001
1610049346822,2021-01-07T12.55.46.822,0.351,0.001,-0.004,1.000
1610049346824,2021-01-07T12.55.46.824,0.353,0.003,-0.004,1.001
1610049346825,2021-01-07T12.55.46.825,0.354,0.008,-0.009,1.001
1610049346827,2021-01-07T12.55.46.827,0.356,-0.000,-0.003,0.997
1610049346828,2021-01-07T12.55.46.828,0.357,0.001,-0.001,0.998
1610049346830,2021-01-07T12.55.46.830,0.359,0.003,-0.006,1.000
1610049346830,2021-01-07T12.55.46.830,0.359,-0.003,-0.008,1.009
1610049346831,2021-01-07T12.55.46.831,0.360,0.003,-0.007,1.000
1610049346833,2021-01-07T12.55.46.833,0.362,0.008,-0.006,1.004
1610049346834,2021-01-07T12.55.46.834,0.363,0.004,-0.003,1.004
1610049346835,2021-01-07T12.55.46.835,0.364,0.005,-0.006,0.999
1610049346837,2021-01-07T12.55.46.837,0.366,0.004,-0.008,1.004
1610049346837,2021-01-07T12.55.46.837,0.366,0.006,-0.006,1.000
1610049346838,2021-01-07T12.55.46.838,0.367,0.006,-0.007,0.999
1610049346840,2021-01-07T12.55.46.840,0.369,0.000,-0.004,0.996
1610049346841,2021-01-07T12.55.46.841,0.370,0.003,-0.007,1.000
1610049346843,2021-01-07T12.55.46.843,0.372,0.001,-0.009,1.000
1610049346844,2021-01-07T12.55.46.844,0.373,0.004,-0.010,0.996
1610049346846,2021-01-07T12.55.46.846,0.375,0.000,-0.006,0.996
1610049346846,2021-01-07T12.55.46.846,0.375,0.000,-0.002,0.999
1610049346847,2021-01-07T12.55.46.847,0.376,0.000,-0.003,0.998
1610049346849,2021-01-07T12.55.46.849,0.378,0.002,-0.002,0.999
1610049346850,2021-01-07T12.55.46.850,0.379,0.004,-0.005,0.998
1610049346852,2021-01-07T12.55.46.852,0.381,0.000,-0.009,0.997
1610049346853,2021-01-07T12.55.46.853,0.382,-0.001,-0.003,1.000
1610049346855,2021-01-07T12.55.46.855,0.384,0.011,-0.005,0.998
1610049346855,2021-01-07T12.55.46.855,0.384,0.003,-0.004,0.999
1610049346856,2021-01-07T12.55.46.856,0.385,0.003,-0.012,1.002
1610049346857,2021-01-07T12.55.46.857,0.386,0.003,-0.008,1.000
1610049346859,2021-01-07T12.55.46.859,0.388,0.004,-0.004,0.999
1610049346860,2021-01-07T12.55.46.860,0.389,0.002,-0.001,1.005
1610049346862,2021-01-07T12.55.46.862,0.391,0.002,-0.003,1.001
1610049346863,2021-01-07T12.55.46.863,0.392,0.000,-0.005,1.000
1610049346863,2021-01-07T12.55.46.863,0.392,0.001,0.003,0.997
1610049346865,2021-01-07T12.55.46.865,0.394,0.007,-0.008,0.999
1610049346866,2021-01-07T12.55.46.866,0.395,0.002,-0.009,0.995
1610049346868,2021-01-07T12.55.46.868,0.397,0.004,0.000,0.996
1610049346869,2021-01-07T12.55.46.869,0.398,0.004,-0.006,0.993
1610049346871,2021-01-07T12.55.46.871,0.400,0.004,0.002,1.004
1610049346872,2021-01-07T12.55.46.872,0.401,0.002,-0.004,1.009
1610049346872,2021-01-07T12.55.46.872,0.401,0.001,-0.010,1.001
1610049346874,2021-01-07T12.55.46.874,0.403,0.004,-0.000,1.000
1610049346875,2021-01-07T12.55.46.875,0.404,0.000,-0.004,1.000
1610049346876,2021-01-07T12.55.46.876,0.405,0.002,0.004,0.998
1610049346878,2021-01-07T12.55.46.878,0.407,0.000,-0.003,0.992
1610049346879,2021-01-07T12.55.46.879,0.408,0.005,-0.004,1.000
1610049346881,2021-01-07T12.55.46.881,0.410,0.007,-0.007,1.000
1610049346881,2021-01-07T12.55.46.881,0.410,0.005,-0.009,1.005
1610049346882,2021-01-07T12.55.46.882,0.411,0.003,-0.009,1.000
1610049346884,2021-01-07T12.55.46.884,0.413,0.002,-0.004,1.003
1610049346885,2021-01-07T12.55.46.885,0.414,0.003,-0.002,0.995
1610049346887,2021-01-07T12.55.46.887,0.416,0.004,-0.005,1.001
1610049346888,2021-01-07T12.55.46.888,0.417,0.004,-0.002,1.002
1610049346888,2021-01-07T12.55.46.888,0.417,0.000,-0.006,0.999
1610049346890,2021-01-07T12.55.46.890,0.419,0.003,-0.007,1.002
1610049346891,2021-01-07T12.55.46.891,0.420,-0.001,-0.005,1.002
1610049346893,2021-01-07T12.55.46.893,0.422,0.001,-0.004,0.998
1610049346894,2021-01-07T12.55.46.894,0.423,0.001,0.000,0.998
1610049346896,2021-01-07T12.55.46.896,0.425,0.005,-0.000,1.005
1610049346897,2021-01-07T12.55.46.897,0.426,0.010,-0.004,1.002
1610049346897,2021-01-07T12.55.46.897,0.426,-0.000,-0.007,0.997
1610049346898,2021-01-07T12.55.46.898,0.427,0.007,-0.005,0.999
1610049346900,2021-01-07T12.55.46.900,0.429,0.000,-0.010,0.997
1610049346901,2021-01-07T12.55.46.901,0.430,-0.003,-0.006,1.004
1610049346903,2021-01-07T12.55.46.903,0.432,0.006,-0.005,1.000
1610049346904,2021-01-07T12.55.46.904,0.433,0.003,-0.005,1.005
1610049346906,2021-01-07T12.55.46.906,0.435,0.006,-0.002,0.998
1610049346906,2021-01-07T12.55.46.906,0.435,0.003,-0.005,0.997
1610049346907,2021-01-07T12.55.46.907,0.436,0.001,-0.006,0.999
1610049346909,2021-01-07T12.55.46.909,0.438,0.007,-0.007,0.998
1610049346910,2021-01-07T12.55.46.910,0.439,0.003,-0.012,0.998
1610049346912,2021-01-07T12.55.46.912,0.441,0.002,-0.008,1.003
1610049346913,2021-01-07T12.55.46.913,0.442,0.011,0.000,1.000
1610049346915,2021-01-07T12.55.46.915,0.444,0.002,-0.004,0.999
1610049346915,2021-01-07T12.55.46.915,0.444,0.003,-0.005,0.995
1610049346916,2021-01-07T12.55.46.916,0.445,0.002,-0.003,1.001
1610049346917,2021-01-07T12.55.46.917,0.446,0.004,-0.003,1.009
1610049346919,2021-01-07T12.55.46.919,0.448,0.005,-0.003,1.001
1610049346920,2021-01-07T12.55.46.920,0.449,0.000,-0.005,1.001
1610049346922,2021-01-07T12.55.46.922,0.451,0.003,-0.008,0.993
1610049346923,2021-01-07T12.55.46.923,0.452,0.001,-0.005,0.999
1610049346923,2021-01-07T12.55.46.923,0.452,0.001,-0.005,1.002
1610049346925,2021-01-07T12.55.46.925,0.454,-0.000,-0.010,1.002
1610049346926,2021-01-07T12.55.46.926,0.455,0.002,-0.009,1.006
