,yaw
2062,-0.0013125
2063,-0.002257
2064,-0.0034513
2065,-0.0048911
2066,-0.0065716
2067,-0.0084869
2068,-0.010631
2069,-0.012995
2070,-0.015573
2071,-0.018354
2072,-0.02133
2073,-0.02449
2074,-0.027823
2075,-0.031319
2076,-0.034964
2077,-0.038747
2078,-0.042654
2079,-0.046672
2080,-0.050788
2081,-0.054986
2082,-0.059254
2083,-0.063575
2084,-0.067935
2085,-0.07232
2086,-0.076714
2087,-0.081102
2088,-0.085469
2089,-0.089801
2090,-0.094081
2091,-0.098296
2092,-0.10243
2093,-0.10647
2094,-0.1104
2095,-0.11422
2096,-0.11789
2097,-0.12142
2098,-0.12479
2099,-0.12799
2100,-0.13101
2101,-0.13383
2102,-0.13646
2103,-0.13887
2104,-0.14106
2105,-0.14303
2106,-0.14476
2107,-0.14625
2108,-0.1475
2109,-0.1485
2110,-0.14925
2111,-0.14974
2112,-0.14998
2113,-0.14996
2114,-0.14968
2115,-0.14914
2116,-0.14835
2117,-0.14731
2118,-0.14602
2119,-0.14449
2120,-0.14272
2121,-0.14071
2122,-0.13848
2123,-0.13604
2124,-0.13338
2125,-0.13052
2126,-0.12747
2127,-0.12425
2128,-0.12085
2129,-0.11729
2130,-0.11359
2131,-0.10976
2132,-0.10581
2133,-0.10175
2134,-0.097603
2135,-0.093377
2136,-0.089087
2137,-0.084749
2138,-0.080377
2139,-0.075987
2140,-0.071593
2141,-0.067212
2142,-0.062857
2143,-0.058543
2144,-0.054286
2145,-0.050101
2146,-0.046
2147,-0.041999
2148,-0.038112
2149,-0.034351
2150,-0.03073
2151,-0.02726
2152,-0.023955
2153,-0.020824
2154,-0.01788
2155,-0.015132
2156,-0.012589
2157,-0.01026
2158,-0.008154
2159,-0.0062771
2160,-0.004636
2161,-0.0032365
2162,-0.0020833
2163,-0.0011805
2164,-0.00053095
2165,-0.00013706
2166,-1.31E-07
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,-0.00020474
2232,-0.0013682
2233,-0.0035567
2234,-0.0067628
2235,-0.010975
2236,-0.01618
2237,-0.022359
2238,-0.029491
2239,-0.037551
2240,-0.046512
2241,-0.056344
2242,-0.067011
2243,-0.078479
2244,-0.090707
2245,-0.10365
2246,-0.11727
2247,-0.13152
2248,-0.14635
2249,-0.1617
2250,-0.17753
2251,-0.19377
2252,-0.21039
2253,-0.22731
2254,-0.24448
2255,-0.26184
2256,-0.27933
2257,-0.29689
2258,-0.31447
2259,-0.33199
2260,-0.3494
2261,-0.36665
2262,-0.38366
2263,-0.40039
2264,-0.41677
2265,-0.43276
2266,-0.44828
2267,-0.4633
2268,-0.47776
2269,-0.49161
2270,-0.5048
2271,-0.51728
2272,-0.52902
2273,-0.53998
2274,-0.55011
2275,-0.55938
2276,-0.56776
2277,-0.57523
2278,-0.58175
2279,-0.5873
2280,-0.59186
2281,-0.59543
2282,-0.59797
2283,-0.5995
2284,-0.6
2285,-0.59947
2286,-0.59791
2287,-0.59533
2288,-0.59173
2289,-0.58714
2290,-0.58155
2291,-0.575
2292,-0.56751
2293,-0.5591
2294,-0.5498
2295,-0.53964
2296,-0.52866
2297,-0.5169
2298,-0.50439
2299,-0.49118
2300,-0.47731
2301,-0.46283
2302,-0.4478
2303,-0.43226
2304,-0.41626
2305,-0.39986
2306,-0.38313
2307,-0.3661
2308,-0.34885
2309,-0.33143
2310,-0.31391
2311,-0.29633
2312,-0.27877
2313,-0.26128
2314,-0.24393
2315,-0.22677
2316,-0.20986
2317,-0.19325
2318,-0.17702
2319,-0.1612
2320,-0.14587
2321,-0.13106
2322,-0.11683
2323,-0.10323
2324,-0.090307
2325,-0.078103
2326,-0.06666
2327,-0.056019
2328,-0.046214
2329,-0.037281
2330,-0.02925
2331,-0.022148
2332,-0.016
2333,-0.010826
2334,-0.0066455
2335,-0.0034716
2336,-0.0013155
2337,-0.00018464
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,5.22E-07
2403,0.00014562
2404,0.00054765
2405,0.0012052
2406,0.0021161
2407,0.0032772
2408,0.0046844
2409,0.006333
2410,0.0082173
2411,0.010331
2412,0.012666
2413,0.015216
2414,0.017971
2415,0.020921
2416,0.024057
2417,0.027368
2418,0.030842
2419,0.034468
2420,0.038233
2421,0.042125
2422,0.046129
2423,0.050232
2424,0.05442
2425,0.058679
2426,0.062994
2427,0.06735
2428,0.071733
2429,0.076126
2430,0.080516
2431,0.084887
2432,0.089224
2433,0.093512
2434,0.097736
2435,0.10188
2436,0.10594
2437,0.10989
2438,0.11371
2439,0.11741
2440,0.12096
2441,0.12435
2442,0.12757
2443,0.13062
2444,0.13347
2445,0.13612
2446,0.13856
2447,0.14078
2448,0.14278
2449,0.14454
2450,0.14607
2451,0.14735
2452,0.14838
2453,0.14916
2454,0.14969
2455,0.14996
2456,0.14997
2457,0.14973
2458,0.14923
2459,0.14847
2460,0.14747
2461,0.14621
2462,0.14471
2463,0.14297
2464,0.14099
2465,0.13879
2466,0.13638
2467,0.13375
2468,0.13092
2469,0.12789
2470,0.12469
2471,0.12131
2472,0.11778
2473,0.1141
2474,0.11028
2475,0.10634
2476,0.1023
2477,0.098163
2478,0.093946
2479,0.089664
2480,0.085331
2481,0.080963
2482,0.076575
2483,0.072181
2484,0.067797
2485,0.063437
2486,0.059117
2487,0.054852
2488,0.050656
2489,0.046543
2490,0.042528
2491,0.038625
2492,0.034846
2493,0.031206
2494,0.027715
2495,0.024387
2496,0.021233
2497,0.018263
2498,0.015488
2499,0.012917
2500,0.010559
2501,0.0084226
2502,0.0065146
2503,0.0048417
2504,0.0034096
2505,0.0022232
2506,0.0012866
2507,0.00060306
2508,0.00017488
2509,3.54E-06
2510,0
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,-3.18E-05
2575,-0.00028827
2576,-0.0008012
2577,-0.0015688
2578,-0.0025885
2579,-0.0038567
2580,-0.0053692
2581,-0.0071206
2582,-0.009105
2583,-0.011316
2584,-0.013745
2585,-0.016384
2586,-0.019225
2587,-0.022257
2588,-0.02547
2589,-0.028853
2590,-0.032395
2591,-0.036083
2592,-0.039904
2593,-0.043846
2594,-0.047895
2595,-0.052037
2596,-0.056257
2597,-0.060542
2598,-0.064877
2599,-0.069246
2600,-0.073635
2601,-0.078029
2602,-0.082412
2603,-0.08677
2604,-0.091088
2605,-0.09535
2606,-0.099543
2607,-0.10365
2608,-0.10766
2609,-0.11156
2610,-0.11533
2611,-0.11896
2612,-0.12245
2613,-0.12577
2614,-0.12891
2615,-0.13187
2616,-0.13464
2617,-0.1372
2618,-0.13955
2619,-0.14167
2620,-0.14357
2621,-0.14523
2622,-0.14665
2623,-0.14783
2624,-0.14875
2625,-0.14942
2626,-0.14984
2627,-0.15
2628,-0.1499
2629,-0.14954
2630,-0.14893
2631,-0.14807
2632,-0.14695
2633,-0.14559
2634,-0.14398
2635,-0.14214
2636,-0.14007
2637,-0.13777
2638,-0.13526
2639,-0.13254
2640,-0.12963
2641,-0.12653
2642,-0.12325
2643,-0.1198
2644,-0.1162
2645,-0.11246
2646,-0.10859
2647,-0.10461
2648,-0.10052
2649,-0.096346
2650,-0.092098
2651,-0.087793
2652,-0.083443
2653,-0.079064
2654,-0.074671
2655,-0.07028
2656,-0.065904
2657,-0.06156
2658,-0.057262
2659,-0.053025
2660,-0.048863
2661,-0.044791
2662,-0.040823
2663,-0.036972
2664,-0.033252
2665,-0.029675
2666,-0.026253
2667,-0.022999
2668,-0.019923
2669,-0.017036
2670,-0.014349
2671,-0.011869
2672,-0.0096061
2673,-0.0075677
2674,-0.0057608
2675,-0.0041915
2676,-0.0028653
2677,-0.0017867
2678,-0.00095934
2679,-0.00038616
2680,-6.91E-05
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,-0.00029682
2747,-0.0012774
2748,-0.0029401
2749,-0.0052792
2750,-0.0082867
2751,-0.011952
2752,-0.016263
2753,-0.021205
2754,-0.02676
2755,-0.03291
2756,-0.039634
2757,-0.046908
2758,-0.054708
2759,-0.063006
2760,-0.071774
2761,-0.080983
2762,-0.0906
2763,-0.10059
2764,-0.11093
2765,-0.12157
2766,-0.13247
2767,-0.14362
2768,-0.15495
2769,-0.16644
2770,-0.17804
2771,-0.18972
2772,-0.20144
2773,-0.21315
2774,-0.22481
2775,-0.23639
2776,-0.24784
2777,-0.25913
2778,-0.27022
2779,-0.28107
2780,-0.29164
2781,-0.30189
2782,-0.31179
2783,-0.32131
2784,-0.33042
2785,-0.33907
2786,-0.34725
2787,-0.35492
2788,-0.36207
2789,-0.36865
2790,-0.37466
2791,-0.38006
2792,-0.38485
2793,-0.38901
2794,-0.39251
2795,-0.39536
2796,-0.39753
2797,-0.39903
2798,-0.39984
2799,-0.39997
2800,-0.39941
2801,-0.39816
2802,-0.39624
2803,-0.39364
2804,-0.39038
2805,-0.38646
2806,-0.38191
2807,-0.37673
2808,-0.37094
2809,-0.36457
2810,-0.35763
2811,-0.35015
2812,-0.34215
2813,-0.33367
2814,-0.32473
2815,-0.31536
2816,-0.30559
2817,-0.29546
2818,-0.28501
2819,-0.27426
2820,-0.26326
2821,-0.25204
2822,-0.24064
2823,-0.2291
2824,-0.21746
2825,-0.20577
2826,-0.19405
2827,-0.18235
2828,-0.17072
2829,-0.15918
2830,-0.14778
2831,-0.13657
2832,-0.12557
2833,-0.11482
2834,-0.10437
2835,-0.094251
2836,-0.084491
2837,-0.075128
2838,-0.066193
2839,-0.057718
2840,-0.04973
2841,-0.042259
2842,-0.035329
2843,-0.028965
2844,-0.023187
2845,-0.018017
2846,-0.013471
2847,-0.0095653
2848,-0.0063133
2849,-0.0037261
2850,-0.0018127
2851,-0.00057947
2852,-3.08E-05
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,-0.00033933
2918,-0.0047814
2919,-0.014356
2920,-0.02903
2921,-0.048752
2922,-0.073457
2923,-0.10306
2924,-0.13745
2925,-0.17653
2926,-0.22014
2927,-0.26815
2928,-0.32039
2929,-0.37667
2930,-0.43682
2931,-0.50061
2932,-0.56783
2933,-0.63825
2934,-0.71163
2935,-0.78771
2936,-0.86624
2937,-0.94695
2938,-1.0296
2939,-1.1138
2940,-1.1993
2941,-1.2859
2942,-1.3732
2943,-1.461
2944,-1.5488
2945,-1.6365
2946,-1.7238
2947,-1.8103
2948,-1.8957
2949,-1.9797
2950,-2.0621
2951,-2.1426
2952,-2.2209
2953,-2.2967
2954,-2.3697
2955,-2.4398
2956,-2.5067
2957,-2.5701
2958,-2.6298
2959,-2.6856
2960,-2.7374
2961,-2.7849
2962,-2.8281
2963,-2.8666
2964,-2.9005
2965,-2.9295
2966,-2.9537
2967,-2.9729
2968,-2.987
2969,-2.996
2970,-2.9998
2971,-2.9986
2972,-2.9921
2973,-2.9806
2974,-2.964
2975,-2.9423
2976,-2.9157
2977,-2.8842
2978,-2.848
2979,-2.8072
2980,-2.7619
2981,-2.7122
2982,-2.6584
2983,-2.6006
2984,-2.539
2985,-2.4739
2986,-2.4054
2987,-2.3338
2988,-2.2594
2989,-2.1823
2990,-2.1029
2991,-2.0214
2992,-1.9382
2993,-1.8534
2994,-1.7674
2995,-1.6805
2996,-1.593
2997,-1.5052
2998,-1.4173
2999,-1.3298
3000,-1.2428
3001,-1.1567
3002,-1.0718
3003,-0.98831
3004,-0.90661
3005,-0.82695
3006,-0.7496
3007,-0.67483
3008,-0.60289
3009,-0.53403
3010,-0.46848
3011,-0.40647
3012,-0.34822
3013,-0.29392
3014,-0.24377
3015,-0.19792
3016,-0.15654
3017,-0.11978
3018,-0.087749
3019,-0.060569
3020,-0.038329
3021,-0.021107
3022,-0.0089604
3023,-0.0019322
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0
3056,0
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0
3079,0
3080,0
3081,0
3082,0
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,-0.00032637
3090,-0.0016599
3091,-0.0040176
3092,-0.0073911
3093,-0.011769
3094,-0.017136
3095,-0.023475
3096,-0.030762
3097,-0.038974
3098,-0.048081
3099,-0.058053
3100,-0.068856
3101,-0.080452
3102,-0.092802
3103,-0.10586
3104,-0.11959
3105,-0.13394
3106,-0.14885
3107,-0.16429
3108,-0.18019
3109,-0.1965
3110,-0.21317
3111,-0.23014
3112,-0.24734
3113,-0.26473
3114,-0.28223
3115,-0.2998
3116,-0.31737
3117,-0.33488
3118,-0.35227
3119,-0.36948
3120,-0.38645
3121,-0.40313
3122,-0.41945
3123,-0.43536
3124,-0.45081
3125,-0.46574
3126,-0.48009
3127,-0.49384
3128,-0.50691
3129,-0.51928
3130,-0.53089
3131,-0.54171
3132,-0.5517
3133,-0.56083
3134,-0.56906
3135,-0.57637
3136,-0.58273
3137,-0.58812
3138,-0.59252
3139,-0.59592
3140,-0.5983
3141,-0.59965
3142,-0.59998
3143,-0.59928
3144,-0.59755
3145,-0.5948
3146,-0.59104
3147,-0.58628
3148,-0.58054
3149,-0.57383
3150,-0.56618
3151,-0.55762
3152,-0.54818
3153,-0.53788
3154,-0.52677
3155,-0.51488
3156,-0.50225
3157,-0.48892
3158,-0.47495
3159,-0.46038
3160,-0.44526
3161,-0.42964
3162,-0.41357
3163,-0.39711
3164,-0.38032
3165,-0.36326
3166,-0.34598
3167,-0.32854
3168,-0.311
3169,-0.29342
3170,-0.27587
3171,-0.2584
3172,-0.24107
3173,-0.22395
3174,-0.20708
3175,-0.19054
3176,-0.17437
3177,-0.15863
3178,-0.14338
3179,-0.12866
3180,-0.11453
3181,-0.10104
3182,-0.088235
3183,-0.076154
3184,-0.064842
3185,-0.054336
3186,-0.044674
3187,-0.035888
3188,-0.028009
3189,-0.021063
3190,-0.015075
3191,-0.010065
3192,-0.00605
3193,-0.003044
3194,-0.0010573
3195,-9.67E-05
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,0
3204,0
3205,0
3206,0
3207,0
3208,0
3209,0
3210,0
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3222,0
3223,0
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3230,0
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3259,0
3260,1.81E-05
3261,0.00051858
3262,0.0017038
3263,0.0035697
3264,0.0061099
3265,0.0093155
3266,0.013176
3267,0.017677
3268,0.022804
3269,0.02854
3270,0.034864
3271,0.041755
3272,0.049189
3273,0.057141
3274,0.065583
3275,0.074486
3276,0.08382
3277,0.093553
3278,0.10365
3279,0.11408
3280,0.1248
3281,0.13579
3282,0.14699
3283,0.15837
3284,0.1699
3285,0.18153
3286,0.19323
3287,0.20494
3288,0.21664
3289,0.22829
3290,0.23983
3291,0.25124
3292,0.26248
3293,0.2735
3294,0.28426
3295,0.29474
3296,0.30489
3297,0.31468
3298,0.32408
3299,0.33306
3300,0.34157
3301,0.3496
3302,0.35712
3303,0.3641
3304,0.37051
3305,0.37634
3306,0.38156
3307,0.38616
3308,0.39012
3309,0.39343
3310,0.39608
3311,0.39805
3312,0.39934
3313,0.39995
3314,0.39987
3315,0.39911
3316,0.39766
3317,0.39553
3318,0.39273
3319,0.38927
3320,0.38516
3321,0.38042
3322,0.37506
3323,0.36909
3324,0.36255
3325,0.35544
3326,0.34781
3327,0.33966
3328,0.33104
3329,0.32197
3330,0.31247
3331,0.3026
3332,0.29237
3333,0.28182
3334,0.27099
3335,0.25992
3336,0.24864
3337,0.2372
3338,0.22563
3339,0.21397
3340,0.20226
3341,0.19054
3342,0.17886
3343,0.16725
3344,0.15575
3345,0.14441
3346,0.13325
3347,0.12232
3348,0.11166
3349,0.10131
3350,0.09129
3351,0.081645
3352,0.072407
3353,0.063606
3354,0.055274
3355,0.047439
3356,0.040127
3357,0.033364
3358,0.027173
3359,0.021575
3360,0.01659
3361,0.012234
3362,0.0085227
3363,0.0054686
3364,0.0030823
3365,0.0013719
3366,0.00034331
3367,2.75E-10
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,0
3379,0
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,0
3392,0
3393,0
3394,0
3395,0
3396,0
3397,0
3398,0
3399,0
3400,0
3401,0
3402,0
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,0
3426,0
3427,0
3428,0
3429,0
3430,0
3431,0
3432,0.00086837
3433,0.0053617
3434,0.01367
3435,0.025764
3436,0.041602
3437,0.061131
3438,0.084282
3439,0.11098
3440,0.14113
3441,0.17462
3442,0.21135
3443,0.25119
3444,0.294
3445,0.33963
3446,0.38793
3447,0.43873
3448,0.49185
3449,0.54712
3450,0.60435
3451,0.66334
3452,0.72388
3453,0.78577
3454,0.84879
3455,0.91274
3456,0.97738
3457,1.0425
3458,1.1079
3459,1.1733
3460,1.2385
3461,1.3033
3462,1.3675
3463,1.4307
3464,1.493
3465,1.5539
3466,1.6133
3467,1.671
3468,1.7268
3469,1.7806
3470,1.832
3471,1.881
3472,1.9274
3473,1.9709
3474,2.0116
3475,2.0492
3476,2.0835
3477,2.1146
3478,2.1422
3479,2.1663
3480,2.1868
3481,2.2037
3482,2.2168
3483,2.2261
3484,2.2316
3485,2.2333
3486,2.2312
3487,2.2252
3488,2.2154
3489,2.2019
3490,2.1846
3491,2.1637
3492,2.1392
3493,2.1111
3494,2.0797
3495,2.0449
3496,2.007
3497,1.966
3498,1.9221
3499,1.8754
3500,1.8261
3501,1.7744
3502,1.7204
3503,1.6644
3504,1.6064
3505,1.5468
3506,1.4858
3507,1.4234
3508,1.36
3509,1.2958
3510,1.2309
3511,1.1657
3512,1.1002
3513,1.0349
3514,0.9698
3515,0.90523
3516,0.84138
3517,0.77847
3518,0.71673
3519,0.65636
3520,0.59757
3521,0.54056
3522,0.48553
3523,0.43267
3524,0.38215
3525,0.33415
3526,0.28885
3527,0.24638
3528,0.2069
3529,0.17054
3530,0.13743
3531,0.10768
3532,0.081393
3533,0.058661
3534,0.03956
3535,0.024157
3536,0.012503
3537,0.0046396
3538,0.00059309
3539,0
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,0
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,2.16E-05
3604,0.002345
3605,0.0084932
3606,0.018445
3607,0.032167
3608,0.049611
3609,0.070718
3610,0.095415
3611,0.12362
3612,0.15523
3613,0.19014
3614,0.22823
3615,0.26937
3616,0.31342
3617,0.36023
3618,0.40963
3619,0.46146
3620,0.51554
3621,0.57168
3622,0.62969
3623,0.68938
3624,0.75053
3625,0.81294
3626,0.87639
3627,0.94066
3628,1.0055
3629,1.0708
3630,1.1362
3631,1.2016
3632,1.2666
3633,1.3312
3634,1.395
3635,1.4578
3636,1.5195
3637,1.5798
3638,1.6385
3639,1.6954
3640,1.7504
3641,1.8031
3642,1.8535
3643,1.9014
3644,1.9466
3645,1.9889
3646,2.0282
3647,2.0645
3648,2.0974
3649,2.127
3650,2.1531
3651,2.1757
3652,2.1946
3653,2.2098
3654,2.2213
3655,2.229
3656,2.2328
3657,2.2329
3658,2.2291
3659,2.2215
3660,2.21
3661,2.1949
3662,2.176
3663,2.1535
3664,2.1275
3665,2.0979
3666,2.065
3667,2.0289
3668,1.9896
3669,1.9473
3670,1.9022
3671,1.8544
3672,1.804
3673,1.7513
3674,1.6964
3675,1.6395
3676,1.5808
3677,1.5206
3678,1.4589
3679,1.3961
3680,1.3323
3681,1.2677
3682,1.2027
3683,1.1373
3684,1.0719
3685,1.0066
3686,0.94176
3687,0.87747
3688,0.814
3689,0.75158
3690,0.6904
3691,0.63069
3692,0.57265
3693,0.51647
3694,0.46236
3695,0.41049
3696,0.36104
3697,0.31419
3698,0.27009
3699,0.2289
3700,0.19076
3701,0.15579
3702,0.12412
3703,0.095863
3704,0.071106
3705,0.049938
3706,0.032431
3707,0.018646
3708,0.0086301
3709,0.0024173
3710,2.91E-05
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,0
3729,0
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,0
3738,0
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0.00055756
3776,0.0045393
3777,0.012338
3778,0.023928
3779,0.039268
3780,0.058307
3781,0.080978
3782,0.1072
3783,0.1369
3784,0.16995
3785,0.20625
3786,0.24568
3787,0.2881
3788,0.33336
3789,0.38132
3790,0.43179
3791,0.48462
3792,0.53961
3793,0.59659
3794,0.65535
3795,0.7157
3796,0.77742
3797,0.8403
3798,0.90414
3799,0.9687
3800,1.0338
3801,1.0991
3802,1.1645
3803,1.2298
3804,1.2947
3805,1.3589
3806,1.4223
3807,1.4847
3808,1.5458
3809,1.6055
3810,1.6634
3811,1.7195
3812,1.7735
3813,1.8253
3814,1.8746
3815,1.9213
3816,1.9653
3817,2.0063
3818,2.0443
3819,2.0791
3820,2.1106
3821,2.1387
3822,2.1633
3823,2.1843
3824,2.2016
3825,2.2153
3826,2.2251
3827,2.2311
3828,2.2333
3829,2.2317
3830,2.2262
3831,2.217
3832,2.2039
3833,2.1872
3834,2.1667
3835,2.1427
3836,2.1151
3837,2.0841
3838,2.0498
3839,2.0122
3840,1.9717
3841,1.9281
3842,1.8818
3843,1.8329
3844,1.7815
3845,1.7278
3846,1.672
3847,1.6143
3848,1.5549
3849,1.494
3850,1.4318
3851,1.3685
3852,1.3044
3853,1.2396
3854,1.1744
3855,1.109
3856,1.0436
3857,0.97848
3858,0.91383
3859,0.84987
3860,0.78683
3861,0.72491
3862,0.66435
3863,0.60534
3864,0.54808
3865,0.49277
3866,0.43961
3867,0.38877
3868,0.34042
3869,0.29474
3870,0.25189
3871,0.212
3872,0.17522
3873,0.14166
3874,0.11146
3875,0.084705
3876,0.061493
3877,0.041902
3878,0.026001
3879,0.013843
3880,0.0054708
3881,0.00091262
