,yaw
233,-0.56906
234,-0.56083
235,-0.55171
236,-0.54171
237,-0.53089
238,-0.51928
239,-0.50691
240,-0.49384
241,-0.4801
242,-0.46574
243,-0.45081
244,-0.43536
245,-0.41945
246,-0.40313
247,-0.38645
248,-0.36948
249,-0.35227
250,-0.33488
251,-0.31737
252,-0.2998
253,-0.28224
254,-0.26473
255,-0.24734
256,-0.23014
257,-0.21317
258,-0.1965
259,-0.18019
260,-0.16429
261,-0.14885
262,-0.13394
263,-0.11959
264,-0.10586
265,-0.092803
266,-0.080453
267,-0.068857
268,-0.058054
269,-0.048082
270,-0.038974
271,-0.030763
272,-0.023475
273,-0.017137
274,-0.011769
275,-0.0073914
276,-0.0040178
277,-0.0016601
278,-0.00032643
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,-0.00096595
345,-0.0044799
346,-0.010553
347,-0.019164
348,-0.030283
349,-0.043874
350,-0.059887
351,-0.07827
352,-0.098958
353,-0.12188
354,-0.14696
355,-0.17411
356,-0.20323
357,-0.23424
358,-0.26701
359,-0.30144
360,-0.33741
361,-0.3748
362,-0.41347
363,-0.4533
364,-0.49415
365,-0.53588
366,-0.57834
367,-0.62139
368,-0.66488
369,-0.70866
370,-0.75259
371,-0.79651
372,-0.84026
373,-0.88371
374,-0.9267
375,-0.96908
376,-1.0107
377,-1.0514
378,-1.0911
379,-1.1297
380,-1.1669
381,-1.2027
382,-1.2369
383,-1.2695
384,-1.3003
385,-1.3292
386,-1.3561
387,-1.3809
388,-1.4036
389,-1.424
390,-1.4421
391,-1.4579
392,-1.4712
393,-1.482
394,-1.4903
395,-1.4961
396,-1.4993
397,-1.4999
398,-1.498
399,-1.4935
400,-1.4864
401,-1.4768
402,-1.4648
403,-1.4502
404,-1.4333
405,-1.414
406,-1.3925
407,-1.3687
408,-1.3428
409,-1.3149
410,-1.285
411,-1.2533
412,-1.2199
413,-1.1849
414,-1.1483
415,-1.1104
416,-1.0713
417,-1.0311
418,-0.98987
419,-0.94784
420,-0.90514
421,-0.8619
422,-0.81828
423,-0.77442
424,-0.73048
425,-0.68661
426,-0.64295
427,-0.59966
428,-0.55689
429,-0.51478
430,-0.47348
431,-0.43312
432,-0.39386
433,-0.35582
434,-0.31913
435,-0.28392
436,-0.25031
437,-0.21841
438,-0.18834
439,-0.1602
440,-0.13408
441,-0.11007
442,-0.088265
443,-0.068728
444,-0.05153
445,-0.036729
446,-0.024377
447,-0.014515
448,-0.0071783
449,-0.002391
450,-0.00016973
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,3.08E-05
516,0.0005794
517,0.0018125
518,0.003726
519,0.0063131
520,0.009565
521,0.013471
522,0.018017
523,0.023187
524,0.028964
525,0.035329
526,0.042259
527,0.04973
528,0.057717
529,0.066192
530,0.075127
531,0.08449
532,0.09425
533,0.10437
534,0.11482
535,0.12557
536,0.13657
537,0.14778
538,0.15918
539,0.17071
540,0.18235
541,0.19405
542,0.20577
543,0.21746
544,0.2291
545,0.24064
546,0.25204
547,0.26326
548,0.27426
549,0.28501
550,0.29546
551,0.30559
552,0.31536
553,0.32473
554,0.33367
555,0.34215
556,0.35015
557,0.35763
558,0.36456
559,0.37094
560,0.37673
561,0.38191
562,0.38646
563,0.39038
564,0.39364
565,0.39624
566,0.39816
567,0.39941
568,0.39997
569,0.39984
570,0.39903
571,0.39753
572,0.39536
573,0.39251
574,0.38901
575,0.38485
576,0.38006
577,0.37466
578,0.36865
579,0.36207
580,0.35493
581,0.34725
582,0.33907
583,0.33042
584,0.32131
585,0.31179
586,0.30189
587,0.29164
588,0.28107
589,0.27022
590,0.25914
591,0.24785
592,0.23639
593,0.22481
594,0.21315
595,0.20144
596,0.18972
597,0.17804
598,0.16644
599,0.15495
600,0.14362
601,0.13248
602,0.12157
603,0.11093
604,0.10059
605,0.090601
606,0.080983
607,0.071775
608,0.063006
609,0.054708
610,0.046909
611,0.039635
612,0.032911
613,0.026761
614,0.021205
615,0.016264
616,0.011953
617,0.008287
618,0.0052794
619,0.0029403
620,0.0012775
621,0.00029686
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,-6.91E-05
688,-0.00038612
689,-0.00095928
690,-0.0017866
691,-0.0028652
692,-0.0041914
693,-0.0057607
694,-0.0075676
695,-0.009606
696,-0.011869
697,-0.014348
698,-0.017036
699,-0.019923
700,-0.022999
701,-0.026253
702,-0.029674
703,-0.033251
704,-0.036972
705,-0.040823
706,-0.044791
707,-0.048863
708,-0.053025
709,-0.057262
710,-0.06156
711,-0.065904
712,-0.070279
713,-0.074671
714,-0.079064
715,-0.083442
716,-0.087792
717,-0.092098
718,-0.096345
719,-0.10052
720,-0.10461
721,-0.10859
722,-0.11246
723,-0.1162
724,-0.1198
725,-0.12325
726,-0.12653
727,-0.12963
728,-0.13254
729,-0.13526
730,-0.13777
731,-0.14007
732,-0.14214
733,-0.14398
734,-0.14559
735,-0.14695
736,-0.14807
737,-0.14893
738,-0.14954
739,-0.1499
740,-0.15
741,-0.14984
742,-0.14942
743,-0.14875
744,-0.14783
745,-0.14665
746,-0.14523
747,-0.14357
748,-0.14167
749,-0.13955
750,-0.1372
751,-0.13464
752,-0.13187
753,-0.12891
754,-0.12577
755,-0.12245
756,-0.11896
757,-0.11533
758,-0.11156
759,-0.10766
760,-0.10365
761,-0.099543
762,-0.095351
763,-0.091088
764,-0.086771
765,-0.082413
766,-0.078029
767,-0.073636
768,-0.069246
769,-0.064877
770,-0.060543
771,-0.056258
772,-0.052037
773,-0.047895
774,-0.043846
775,-0.039904
776,-0.036083
777,-0.032395
778,-0.028854
779,-0.02547
780,-0.022257
781,-0.019225
782,-0.016385
783,-0.013745
784,-0.011316
785,-0.0091052
786,-0.0071207
787,-0.0053693
788,-0.0038568
789,-0.0025886
790,-0.0015689
791,-0.00080125
792,-0.0002883
793,-3.18E-05
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,-3.53E-05
859,-0.0017486
860,-0.0060302
861,-0.012866
862,-0.022231
863,-0.034095
864,-0.048415
865,-0.065145
866,-0.084224
867,-0.10559
868,-0.12917
869,-0.15487
870,-0.18263
871,-0.21232
872,-0.24387
873,-0.27715
874,-0.31205
875,-0.34846
876,-0.38625
877,-0.42528
878,-0.46543
879,-0.50655
880,-0.54852
881,-0.59117
882,-0.63437
883,-0.67796
884,-0.7218
885,-0.76574
886,-0.80963
887,-0.85331
888,-0.89663
889,-0.93946
890,-0.98163
891,-1.023
892,-1.0634
893,-1.1028
894,-1.141
895,-1.1778
896,-1.2131
897,-1.2469
898,-1.2789
899,-1.3091
900,-1.3375
901,-1.3638
902,-1.3879
903,-1.4099
904,-1.4297
905,-1.4471
906,-1.4621
907,-1.4747
908,-1.4847
909,-1.4923
910,-1.4973
911,-1.4997
912,-1.4996
913,-1.4969
914,-1.4916
915,-1.4838
916,-1.4735
917,-1.4607
918,-1.4454
919,-1.4278
920,-1.4078
921,-1.3856
922,-1.3612
923,-1.3347
924,-1.3062
925,-1.2757
926,-1.2435
927,-1.2096
928,-1.1741
929,-1.1371
930,-1.0989
931,-1.0594
932,-1.0188
933,-0.97737
934,-0.93512
935,-0.89224
936,-0.84887
937,-0.80516
938,-0.76127
939,-0.71733
940,-0.67351
941,-0.62995
942,-0.5868
943,-0.54421
944,-0.50232
945,-0.46129
946,-0.42125
947,-0.38234
948,-0.34469
949,-0.30843
950,-0.27368
951,-0.24057
952,-0.20921
953,-0.17971
954,-0.15216
955,-0.12667
956,-0.10331
957,-0.082175
958,-0.063332
959,-0.046846
960,-0.032773
961,-0.021162
962,-0.012053
963,-0.0054769
964,-0.0014564
965,-5.24E-06
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0.00012306
1031,0.0008769
1032,0.0023142
1033,0.0044301
1034,0.0072173
1035,0.010666
1036,0.014765
1037,0.0195
1038,0.024854
1039,0.030809
1040,0.037345
1041,0.04444
1042,0.052068
1043,0.060204
1044,0.06882
1045,0.077886
1046,0.087372
1047,0.097244
1048,0.10747
1049,0.11801
1050,0.12883
1051,0.1399
1052,0.15118
1053,0.16262
1054,0.17419
1055,0.18585
1056,0.19756
1057,0.20927
1058,0.22095
1059,0.23257
1060,0.24407
1061,0.25542
1062,0.26657
1063,0.27751
1064,0.28817
1065,0.29853
1066,0.30855
1067,0.31821
1068,0.32745
1069,0.33626
1070,0.3446
1071,0.35244
1072,0.35976
1073,0.36653
1074,0.37273
1075,0.37834
1076,0.38334
1077,0.3877
1078,0.39142
1079,0.39449
1080,0.39689
1081,0.39861
1082,0.39965
1083,0.4
1084,0.39967
1085,0.39865
1086,0.39695
1087,0.39457
1088,0.39153
1089,0.38783
1090,0.38349
1091,0.37851
1092,0.37292
1093,0.36674
1094,0.35999
1095,0.35268
1096,0.34486
1097,0.33653
1098,0.32774
1099,0.31851
1100,0.30887
1101,0.29886
1102,0.2885
1103,0.27785
1104,0.26693
1105,0.25578
1106,0.24443
1107,0.23294
1108,0.22133
1109,0.20964
1110,0.19793
1111,0.18622
1112,0.17456
1113,0.16299
1114,0.15154
1115,0.14026
1116,0.12918
1117,0.11835
1118,0.1078
1119,0.097565
1120,0.087681
1121,0.078183
1122,0.069102
1123,0.060472
1124,0.05232
1125,0.044675
1126,0.037563
1127,0.031009
1128,0.025035
1129,0.019661
1130,0.014906
1131,0.010787
1132,0.0073171
1133,0.0045087
1134,0.0023713
1135,0.00091222
1136,0.00013652
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,-1.31E-06
1202,-0.0013704
1203,-0.0053091
1204,-0.011804
1205,-0.020833
1206,-0.032364
1207,-0.046359
1208,-0.062769
1209,-0.081538
1210,-0.1026
1211,-0.12589
1212,-0.15132
1213,-0.1788
1214,-0.20824
1215,-0.23954
1216,-0.2726
1217,-0.30729
1218,-0.34351
1219,-0.38112
1220,-0.41999
1221,-0.46
1222,-0.501
1223,-0.54286
1224,-0.58543
1225,-0.62856
1226,-0.67211
1227,-0.71593
1228,-0.75987
1229,-0.80377
1230,-0.84748
1231,-0.89086
1232,-0.93376
1233,-0.97603
1234,-1.0175
1235,-1.0581
1236,-1.0976
1237,-1.1359
1238,-1.1729
1239,-1.2085
1240,-1.2425
1241,-1.2747
1242,-1.3052
1243,-1.3338
1244,-1.3604
1245,-1.3848
1246,-1.4071
1247,-1.4272
1248,-1.4449
1249,-1.4602
1250,-1.4731
1251,-1.4835
1252,-1.4914
1253,-1.4968
1254,-1.4996
1255,-1.4998
1256,-1.4974
1257,-1.4925
1258,-1.485
1259,-1.475
1260,-1.4625
1261,-1.4476
1262,-1.4303
1263,-1.4106
1264,-1.3887
1265,-1.3646
1266,-1.3383
1267,-1.3101
1268,-1.2799
1269,-1.2479
1270,-1.2142
1271,-1.1789
1272,-1.1422
1273,-1.104
1274,-1.0647
1275,-1.0243
1276,-0.98296
1277,-0.94081
1278,-0.89801
1279,-0.8547
1280,-0.81103
1281,-0.76714
1282,-0.7232
1283,-0.67936
1284,-0.63575
1285,-0.59254
1286,-0.54987
1287,-0.50788
1288,-0.46673
1289,-0.42654
1290,-0.38747
1291,-0.34964
1292,-0.31319
1293,-0.27824
1294,-0.2449
1295,-0.2133
1296,-0.18354
1297,-0.15573
1298,-0.12995
1299,-0.10631
1300,-0.084871
1301,-0.065717
1302,-0.048912
1303,-0.034514
1304,-0.022571
1305,-0.013125
1306,-0.0062089
1307,-0.0018456
1308,-5.02E-05
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,-0.00055669
1374,-0.005523
1375,-0.015619
1376,-0.03081
1377,-0.051044
1378,-0.076252
1379,-0.10635
1380,-0.14122
1381,-0.18077
1382,-0.22484
1383,-0.27329
1384,-0.32594
1385,-0.38263
1386,-0.44315
1387,-0.50731
1388,-0.57486
1389,-0.6456
1390,-0.71927
1391,-0.79561
1392,-0.87438
1393,-0.95529
1394,-1.0381
1395,-1.1224
1396,-1.2081
1397,-1.2948
1398,-1.3821
1399,-1.4699
1400,-1.5578
1401,-1.6455
1402,-1.7326
1403,-1.819
1404,-1.9043
1405,-1.9882
1406,-2.0704
1407,-2.1507
1408,-2.2287
1409,-2.3043
1410,-2.377
1411,-2.4468
1412,-2.5133
1413,-2.5763
1414,-2.6357
1415,-2.6911
1416,-2.7424
1417,-2.7895
1418,-2.8322
1419,-2.8703
1420,-2.9037
1421,-2.9322
1422,-2.9559
1423,-2.9745
1424,-2.9881
1425,-2.9966
1426,-2.9999
1427,-2.9981
1428,-2.9912
1429,-2.9791
1430,-2.962
1431,-2.9398
1432,-2.9127
1433,-2.8808
1434,-2.8441
1435,-2.8028
1436,-2.757
1437,-2.7069
1438,-2.6527
1439,-2.5945
1440,-2.5325
1441,-2.4671
1442,-2.3982
1443,-2.3263
1444,-2.2516
1445,-2.1743
1446,-2.0947
1447,-2.013
1448,-1.9296
1449,-1.8447
1450,-1.7586
1451,-1.6716
1452,-1.5841
1453,-1.4962
1454,-1.4084
1455,-1.3209
1456,-1.234
1457,-1.148
1458,-1.0632
1459,-0.97989
1460,-0.89839
1461,-0.81895
1462,-0.74186
1463,-0.66736
1464,-0.59572
1465,-0.52719
1466,-0.46199
1467,-0.40036
1468,-0.3425
1469,-0.28862
1470,-0.23889
1471,-0.19349
1472,-0.15258
1473,-0.11629
1474,-0.084755
1475,-0.058074
1476,-0.036343
1477,-0.019635
1478,-0.0080092
1479,-0.0015043
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,-0.0010382
1546,-0.0046338
1547,-0.010788
1548,-0.019479
1549,-0.030678
1550,-0.044346
1551,-0.060436
1552,-0.078893
1553,-0.099654
1554,-0.12265
1555,-0.14779
1556,-0.17501
1557,-0.20419
1558,-0.23525
1559,-0.26808
1560,-0.30256
1561,-0.33858
1562,-0.37601
1563,-0.41472
1564,-0.45459
1565,-0.49546
1566,-0.53722
1567,-0.5797
1568,-0.62277
1569,-0.66627
1570,-0.71006
1571,-0.75399
1572,-0.7979
1573,-0.84165
1574,-0.88509
1575,-0.92806
1576,-0.97042
1577,-1.012
1578,-1.0527
1579,-1.0924
1580,-1.1309
1581,-1.1681
1582,-1.2038
1583,-1.238
1584,-1.2705
1585,-1.3012
1586,-1.3301
1587,-1.3569
1588,-1.3817
1589,-1.4043
1590,-1.4246
1591,-1.4427
1592,-1.4583
1593,-1.4715
1594,-1.4823
1595,-1.4905
1596,-1.4962
1597,-1.4993
1598,-1.4999
1599,-1.4979
1600,-1.4933
1601,-1.4862
1602,-1.4765
1603,-1.4643
1604,-1.4497
1605,-1.4327
1606,-1.4134
1607,-1.3917
1608,-1.3679
1609,-1.342
1610,-1.314
1611,-1.2841
1612,-1.2523
1613,-1.2188
1614,-1.1837
1615,-1.1472
1616,-1.1092
1617,-1.07
1618,-1.0298
1619,-0.98854
1620,-0.94649
1621,-0.90377
1622,-0.86051
1623,-0.81688
1624,-0.77302
1625,-0.72908
1626,-0.68521
1627,-0.64157
1628,-0.59829
1629,-0.55554
1630,-0.51345
1631,-0.47218
1632,-0.43186
1633,-0.39263
1634,-0.35463
1635,-0.31798
1636,-0.28282
1637,-0.24926
1638,-0.21742
1639,-0.18741
1640,-0.15933
1641,-0.13328
1642,-0.10934
1643,-0.087608
1644,-0.068145
1645,-0.051022
1646,-0.036298
1647,-0.024025
1648,-0.014243
1649,-0.0069866
1650,-0.0022807
1651,-0.00014129
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0.00028245
1717,0.0045608
1718,0.013972
1719,0.028485
1720,0.048048
1721,0.072595
1722,0.10204
1723,0.13629
1724,0.17521
1725,0.21869
1726,0.26656
1727,0.31866
1728,0.37482
1729,0.43484
1730,0.49852
1731,0.56564
1732,0.63596
1733,0.70925
1734,0.78525
1735,0.86371
1736,0.94435
1737,1.0269
1738,1.1111
1739,1.1966
1740,1.2831
1741,1.3704
1742,1.4582
1743,1.546
1744,1.6338
1745,1.721
1746,1.8075
1747,1.893
1748,1.9771
1749,2.0595
1750,2.1401
1751,2.2184
1752,2.2943
1753,2.3675
1754,2.4376
1755,2.5046
1756,2.5681
1757,2.6279
1758,2.6839
1759,2.7358
1760,2.7835
1761,2.8267
1762,2.8655
1763,2.8995
1764,2.9287
1765,2.953
1766,2.9723
1767,2.9866
1768,2.9958
1769,2.9998
1770,2.9987
1771,2.9924
1772,2.981
1773,2.9646
1774,2.9431
1775,2.9166
1776,2.8853
1777,2.8493
1778,2.8086
1779,2.7634
1780,2.7139
1781,2.6602
1782,2.6025
1783,2.541
1784,2.476
1785,2.4076
1786,2.3361
1787,2.2618
1788,2.1848
1789,2.1055
1790,2.0241
1791,1.9408
1792,1.8561
1793,1.7702
1794,1.6833
1795,1.5958
1796,1.508
1797,1.4201
1798,1.3325
1799,1.2455
1800,1.1594
1801,1.0744
1802,0.99094
1803,0.90918
1804,0.82945
1805,0.75202
1806,0.67716
1807,0.60513
1808,0.53617
1809,0.47051
1810,0.40839
1811,0.35002
1812,0.29559
1813,0.2453
1814,0.19931
1815,0.15779
1816,0.12087
1817,0.088694
1818,0.061358
1819,0.03896
1820,0.021577
1821,0.0092683
1822,0.0020767
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0.0003008
1889,0.0016017
1890,0.0039268
1891,0.0072682
1892,0.011614
1893,0.016951
1894,0.023258
1895,0.030516
1896,0.038698
1897,0.047778
1898,0.057723
1899,0.0685
1900,0.080071
1901,0.092398
1902,0.10544
1903,0.11914
1904,0.13347
1905,0.14837
1906,0.16379
1907,0.17968
1908,0.19598
1909,0.21263
1910,0.22959
1911,0.24679
1912,0.26417
1913,0.28168
1914,0.29924
1915,0.31681
1916,0.33433
1917,0.35172
1918,0.36894
1919,0.38592
1920,0.4026
1921,0.41894
1922,0.43486
1923,0.45032
1924,0.46527
1925,0.47965
1926,0.49341
1927,0.50651
1928,0.5189
1929,0.53053
1930,0.54138
1931,0.5514
1932,0.56056
1933,0.56882
1934,0.57615
1935,0.58254
1936,0.58796
1937,0.5924
1938,0.59583
1939,0.59824
1940,0.59963
1941,0.59999
1942,0.59932
1943,0.59762
1944,0.59491
1945,0.59118
1946,0.58645
1947,0.58073
1948,0.57406
1949,0.56644
1950,0.55791
1951,0.54849
1952,0.53822
1953,0.52713
1954,0.51527
1955,0.50266
1956,0.48936
1957,0.47541
1958,0.46085
1959,0.44575
1960,0.43014
1961,0.41409
1962,0.39764
1963,0.38086
1964,0.36381
1965,0.34653
1966,0.32909
1967,0.31156
1968,0.29398
1969,0.27643
1970,0.25895
1971,0.24162
1972,0.22449
1973,0.20762
1974,0.19106
1975,0.17488
1976,0.15912
1977,0.14385
1978,0.12912
1979,0.11497
1980,0.10146
1981,0.088632
1982,0.076527
1983,0.065189
1984,0.054658
1985,0.044968
1986,0.036154
1987,0.028246
1988,0.02127
1989,0.015251
1990,0.010209
1991,0.0061623
1992,0.003124
1993,0.0011047
1994,0.00011137
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,-5.02E-06
2060,-0.00018453
2061,-0.00062085
